Data File Name,GG_20170621_High Sensitivity DNA Assay_DE24802700_2017-06-21_14-37-03.xad
Data File Path,C:\Users\jlchiniquy\Desktop\20171205_Nextera_library_size_to_loading_concentration_tool\GGoyal
Date Created,"Wednesday, June 21, 2017 9:37:03 PM"
Date Last Modified,"Wednesday, June 21, 2017 10:15:32 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,10
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
32,0.1325684
32.05,0.1325684
32.1,0.1325684
32.15,0.1325684
32.2,0.1325684
32.25,0.1325684
32.3,0.1325684
32.35,0.1325684
32.4,0.1325684
32.45,0.1325684
32.5,0.1325684
32.55,0.1325684
32.6,0.1325684
32.65,0.1325684
32.7,0.1325684
32.75,0.1325684
32.8,0.1325684
32.85,0.1325684
32.9,0.1325684
32.95,0.1325684
33,0.1325684
33.05,0.1325684
33.1,0.1325684
33.15,0.1325684
33.2,0.1325684
33.25,0.1325684
33.3,0.1325684
33.35,0.1325684
33.4,0.1325684
33.45,0.1325684
33.5,0.1325684
33.55,0.1325684
33.6,3.534172E-02
33.65,-3.526938E-02
33.7,-0.1548251
33.75,-0.1573763
33.8,-7.097889E-02
33.85,-0.0732891
33.9,-0.1432818
33.95,-0.0826726
34,-0.1079766
34.05,5.963099E-02
34.1,0.1446839
34.15,0.3099551
34.2,0.2164497
34.25,3.830307E-02
34.3,1.524254E-02
34.35,-4.426961E-02
34.4,-9.015241E-02
34.45,1.116484E-02
34.5,0.0343441
34.55,3.817396E-02
34.6,2.986396E-02
34.65,0.1332555
34.7,8.264475E-02
34.75,1.461845E-02
34.8,5.260771E-02
34.85,5.482439E-02
34.9,1.634087E-02
34.95,1.611255E-02
35,4.454267E-02
35.05,0.1079606
35.1,0.1321503
35.15,0.3244624
35.2,0.4255716
35.25,0.4375463
35.3,0.462368
35.35,0.4141326
35.4,0.3704173
35.45,0.2404974
35.5,0.1098619
35.55,0.0814028
35.6,4.583991E-02
35.65,0.1181442
35.7,0.1969418
35.75,0.212732
35.8,0.1925463
35.85,5.362163E-02
35.9,1.597603E-02
35.95,5.142508E-02
36,7.362164E-02
36.05,0.1177984
36.1,4.473213E-02
36.15,-0.1874824
36.2,-0.3663328
36.25,-0.3502835
36.3,-0.275013
36.35,-0.197429
36.4,-0.0788923
36.45,4.824994E-02
36.5,5.001101E-02
36.55,2.479865E-02
36.6,2.479521E-02
36.65,-2.042589E-02
36.7,-0.160413
36.75,-0.2322759
36.8,-0.2416462
36.85,-0.2271302
36.9,-0.1401285
36.95,-0.1190751
37,-0.1840031
37.05,-0.2344247
37.1,-0.269539
37.15,-0.2090026
37.2,-0.1435742
37.25,-0.0610268
37.3,-5.963554E-02
37.35,-0.1236855
37.4,-0.102876
37.45,-0.1309921
37.5,-0.1347596
37.55,-0.1657454
37.6,-0.2536106
37.65,-0.2764328
37.7,-0.2374436
37.75,-0.1742707
37.8,-0.1669635
37.85,-0.1954691
37.9,-6.263315E-02
37.95,3.692289E-02
38,9.252325E-02
38.05,9.414113E-02
38.1,-2.447288E-03
38.15,-9.690227E-02
38.2,-0.2241417
38.25,-0.2895991
38.3,-0.2256397
38.35,-5.993741E-02
38.4,5.024231E-02
38.45,5.663921E-02
38.5,5.935219E-02
38.55,-8.772095E-05
38.6,-0.1042228
38.65,-3.183567E-02
38.7,6.835848E-02
38.75,8.991466E-02
38.8,5.788831E-02
38.85,8.807053E-02
38.9,0.1699627
38.95,6.428211E-02
39,1.555731E-02
39.05,-4.761399E-02
39.1,-0.1110578
39.15,-0.1521094
39.2,-0.1830634
39.25,-0.1025679
39.3,-0.1878433
39.35,-0.2446119
39.4,-0.1804794
39.45,-0.2467538
39.5,-0.3057357
39.55,-0.3806196
39.6,-0.4041021
39.65,-0.3671316
39.7,-0.3862541
39.75,-0.3652909
39.8,-0.4699258
39.85,-0.5975747
39.9,-0.6245279
39.95,-0.6455307
40,-0.6379682
40.05,-0.6421062
40.1,-0.6439432
40.15,-0.6125585
40.2,-0.5774621
40.25,-0.5485764
40.3,-0.5823328
40.35,-0.5862736
40.4,-0.5612744
40.45,-0.5755218
40.5,-0.5612721
40.55,-0.5349838
40.6,-0.4653043
40.65,-0.3953158
40.7,-0.386234
40.75,-0.3836108
40.8,-0.3846873
40.85,-0.4200974
40.9,-0.460746
40.95,-0.4499832
41,-0.3959369
41.05,-0.3939344
41.1,-0.4169903
41.15,-0.424194
41.2,-0.4340765
41.25,-0.4718739
41.3,-0.4912097
41.35,-0.4676711
41.4,-0.4241567
41.45,-0.3789021
41.5,-0.4194836
41.55,-0.5197292
41.6,-0.6075026
41.65,-0.7272508
41.7,-0.8045655
41.75,-0.8014383
41.8,-0.7962741
41.85,-0.7969369
41.9,-0.8464983
41.95,-0.745476
42,-0.5925269
42.05,-0.5433085
42.1,-0.6138802
42.15,-0.734055
42.2,-0.8617576
42.25,-0.9711807
42.3,-0.8545241
42.35,-0.5807924
42.4,-0.5316959
42.45,-0.5674127
42.5,-0.4298289
42.55,0.5129128
42.6,2.737868
42.65,7.423177
42.7,15.3723
42.75,27.47095
42.8,43.46939
42.85,61.7127
42.9,78.60885
42.95,90.14622
43,92.91513
43.05,86.32438
43.1,71.97453
43.15,53.7087
43.2,35.41692
43.25,20.45251
43.3,10.06048
43.35,4.095975
43.4,1.324891
43.45,0.4224339
43.5,0.1160761
43.55,-4.625082E-02
43.6,-0.1529904
43.65,-0.1376064
43.7,-0.1408749
43.75,-0.1079714
43.8,-9.698047E-02
43.85,-0.2080441
43.9,-0.2872859
43.95,-0.3328917
44,-0.3639753
44.05,-0.3804334
44.1,-0.3994474
44.15,-0.4009309
44.2,-0.4003589
44.25,-0.3981833
44.3,-0.3485386
44.35,-0.348524
44.4,-0.3584344
44.45,-0.3753936
44.5,-0.4615712
44.55,-0.5846856
44.6,-0.5842259
44.65,-0.5011685
44.7,-0.4037499
44.75,-0.3469563
44.8,-0.1383
44.85,0.7657284
44.9,3.717885
44.95,11.16896
45,27.13998
45.05,55.96322
45.1,100.8836
45.15,161.8822
45.2,232.1198
45.25,297.8767
45.3,342.8855
45.35,353.6326
45.4,326.1739
45.45,268.057
45.5,195.1686
45.55,125.0904
45.6,70.20797
45.65,34.82156
45.7,16.37169
45.75,8.646485
45.8,6.305375
45.85,5.60664
45.9,5.004741
45.95,4.507995
46,4.130186
46.05,3.744777
46.1,3.485716
46.15,3.19503
46.2,2.920781
46.25,2.593132
46.3,2.303706
46.35,2.06854
46.4,1.832065
46.45,1.500207
46.5,1.181595
46.55,0.8220262
46.6,0.6262724
46.65,0.3936145
46.7,0.2726782
46.75,0.2546092
46.8,0.1153236
46.85,-3.558758E-02
46.9,-0.189429
46.95,-0.1874092
47,-0.2839815
47.05,-0.2996814
47.1,-0.2697233
47.15,-0.3344604
47.2,-0.3344195
47.25,-0.2202469
47.3,-0.2376193
47.35,-0.2412385
47.4,-0.3510425
47.45,-0.3262807
47.5,-0.4407677
47.55,-0.4974517
47.6,-0.6075312
47.65,-0.5784611
47.7,-0.6022089
47.75,-0.5929455
47.8,-0.5262369
47.85,-0.506185
47.9,-0.5494783
47.95,-0.6148607
48,-0.6151363
48.05,-0.5722501
48.1,-0.6779792
48.15,-0.7705168
48.2,-0.7626808
48.25,-0.7454546
48.3,-0.6913888
48.35,-0.6450789
48.4,-0.6628278
48.45,-0.7183905
48.5,-0.7741608
48.55,-0.7604655
48.6,-0.657312
48.65,-0.6021901
48.7,-0.6158925
48.75,-0.6868142
48.8,-0.6962868
48.85,-0.7129076
48.9,-0.738456
48.95,-0.6726592
49,-0.5795768
49.05,-0.5120841
49.1,-0.4664534
49.15,-0.4303164
49.2,-0.44732
49.25,-0.4888751
49.3,-0.502022
49.35,-0.5465451
49.4,-0.5589983
49.45,-0.5959907
49.5,-0.6187337
49.55,-0.5499488
49.6,-0.4216498
49.65,-0.263593
49.7,-0.2213926
49.75,-0.2019212
49.8,-0.1797616
49.85,-0.2745985
49.9,-0.3433393
49.95,-0.3539817
50,-0.3693573
50.05,-0.3497318
50.1,-0.3520306
50.15,-0.2811187
50.2,-0.2348769
50.25,-0.2046597
50.3,-0.1361373
50.35,-0.1218117
50.4,-0.1902611
50.45,-0.2510179
50.5,-5.709709E-02
50.55,1.735501
50.6,7.779781
50.65,23.52413
50.7,56.79782
50.75,114.361
50.8,197.9702
50.85,299.7571
50.9,397.9456
50.95,466.1908
51,481.5361
51.05,437.3137
51.1,348.1126
51.15,240.9666
51.2,144.3142
51.25,75.44711
51.3,36.47008
51.35,20.28322
51.4,14.95964
51.45,13.2485
51.5,12.16458
51.55,10.78306
51.6,9.281796
51.65,7.83811
51.7,6.762321
51.75,5.879965
51.8,4.903776
51.85,3.969983
51.9,3.231812
51.95,2.714037
52,2.104611
52.05,1.688829
52.1,1.490772
52.15,1.325322
52.2,1.069345
52.25,0.9963465
52.3,1.010393
52.35,0.8752849
52.4,0.6583717
52.45,0.6048937
52.5,0.509176
52.55,0.3456032
52.6,0.2871608
52.65,0.2711648
52.7,0.1982721
52.75,0.2150533
52.8,0.2843584
52.85,0.2632185
52.9,0.1152448
52.95,-4.541378E-02
53,-0.1182469
53.05,-0.1615315
53.1,-0.115836
53.15,-6.219559E-02
53.2,-6.223528E-02
53.25,-0.0649684
53.3,-4.470342E-02
53.35,-2.999795E-02
53.4,-6.754918E-02
53.45,-0.150708
53.5,-0.192885
53.55,-0.2618779
53.6,-0.3362251
53.65,-0.4100811
53.7,-0.4551322
53.75,-0.5279962
53.8,-0.5343565
53.85,-0.4850335
53.9,-0.4950401
53.95,-0.4561216
54,-0.4173981
54.05,-0.4834097
54.1,-0.514245
54.15,-0.5121556
54.2,-0.4245532
54.25,-0.3633528
54.3,-0.3451411
54.35,-0.2632578
54.4,-0.2819586
54.45,-0.320917
54.5,-0.2854694
54.55,-0.2614259
54.6,-0.2106253
54.65,-0.1982809
54.7,-0.2442843
54.75,-0.2117625
54.8,-0.2178107
54.85,-0.2980403
54.9,-0.3043935
54.95,-0.2956836
55,-0.1040632
55.05,8.624787E-02
55.1,0.2052321
55.15,0.2121857
55.2,0.1537144
55.25,9.156384E-02
55.3,0.5295666
55.35,3.516098
55.4,13.62979
55.45,38.12189
55.5,86.6424
55.55,165.7568
55.6,274.0945
55.65,395.186
55.7,503.1472
55.75,565.3535
55.8,561.5094
55.85,492.4087
55.9,380.2812
55.95,257.0842
56,152.2936
56.05,80.87369
56.1,42.26804
56.15,25.12451
56.2,19.15122
56.25,16.71412
56.3,14.53557
56.35,12.09224
56.4,10.12994
56.45,8.542206
56.5,7.020161
56.55,5.819498
56.6,5.049054
56.65,4.47239
56.7,3.927656
56.75,3.470944
56.8,3.182509
56.85,2.863811
56.9,2.466837
56.95,2.112532
57,1.74436
57.05,1.392025
57.1,1.096901
57.15,0.929437
57.2,0.9234344
57.25,0.8292224
57.3,0.6463423
57.35,0.4867937
57.4,0.3755313
57.45,0.2468044
57.5,6.227683E-02
57.55,-0.1157375
57.6,-0.2247861
57.65,-0.278172
57.7,-0.2958999
57.75,-0.2792023
57.8,-0.2655679
57.85,-0.2990085
57.9,-0.4013628
57.95,-0.5107646
58,-0.4882093
58.05,-0.4134815
58.1,-0.4282718
58.15,-0.4666668
58.2,-0.455018
58.25,-0.4439735
58.3,-0.4426563
58.35,-0.4228437
58.4,-0.3729584
58.45,-0.363212
58.5,-0.4672937
58.55,-0.4764573
58.6,-0.4191272
58.65,-0.3814183
58.7,-0.3690027
58.75,-0.377845
58.8,-0.3972273
58.85,-0.5405653
58.9,-0.7558169
58.95,-0.8136044
59,-0.7220119
59.05,-0.5890448
59.1,-0.5115525
59.15,-0.445053
59.2,-0.4990491
59.25,-0.6807138
59.3,-0.723791
59.35,-0.7034162
59.4,-0.6709947
59.45,-0.750299
59.5,-0.8468206
59.55,-0.7599141
59.6,-0.7586176
59.65,-0.6717358
59.7,-0.5487449
59.75,-0.4730304
59.8,-0.3650023
59.85,-0.3927376
59.9,-0.372066
59.95,-0.4039955
60,-0.1492061
60.05,1.692521
60.1,8.406425
60.15,25.96759
60.2,62.63965
60.25,127.3527
60.3,223.5319
60.35,342.099
60.4,464.1013
60.45,561.1801
60.5,606.7048
60.55,587.6413
60.6,510.1818
60.65,397.3719
60.7,278.4818
60.75,178.1539
60.8,108.6131
60.85,68.03202
60.9,47.73553
60.95,38.23016
61,32.56248
61.05,28.33178
61.1,24.76025
61.15,21.79923
61.2,19.39364
61.25,17.57327
61.3,15.99223
61.35,14.38066
61.4,12.65008
61.45,10.87513
61.5,9.043124
61.55,7.443004
61.6,6.195295
61.65,5.32445
61.7,4.66048
61.75,4.061419
61.8,3.587527
61.85,3.185258
61.9,2.804724
61.95,2.492872
62,2.097706
62.05,1.755202
62.1,1.337466
62.15,0.9889686
62.2,0.7256981
62.25,0.4573355
62.3,0.2368877
62.35,2.940289E-02
62.4,-0.2763385
62.45,-0.4629119
62.5,-0.6309066
62.55,-0.6670964
62.6,-0.6428467
62.65,-0.6192734
62.7,-0.7233088
62.75,-0.966515
62.8,-1.185474
62.85,-1.291654
62.9,-1.376032
62.95,-1.430631
63,-1.407554
63.05,-1.386125
63.1,-1.460494
63.15,-1.523948
63.2,-1.45957
63.25,-1.379131
63.3,-1.381983
63.35,-1.443272
63.4,-1.37369
63.45,-1.390292
63.5,-1.414523
63.55,-1.371021
63.6,-1.221733
63.65,-1.240995
63.7,-1.274192
63.75,-1.2464
63.8,-1.21962
63.85,-1.265782
63.9,-1.322419
63.95,-1.471597
64,-1.492214
64.05,-1.544526
64.1,-1.476411
64.15,-1.384799
64.2,-1.364966
64.25,-1.306138
64.3,-1.332109
64.35,-1.366544
64.4,-1.308595
64.45,-1.375133
64.5,-1.427147
64.55,-1.438812
64.6,-1.411011
64.65,-1.407163
64.7,-1.470441
64.75,-1.578226
64.8,-1.720409
64.85,-1.858852
64.9,-1.846272
64.95,-1.807396
65,-1.735739
65.05,-1.664506
65.1,-1.646913
65.15,-1.705381
65.2,-1.76952
65.25,-1.800723
65.3,-1.766645
65.35,-1.768753
65.4,-1.752936
65.45,-1.735739
65.5,-1.755224
65.55,-1.794475
65.6,-1.843928
65.65,-1.907776
65.7,-1.982231
65.75,-2.082418
65.8,-2.120878
65.85,-2.114743
65.9,-2.064516
65.95,-1.992225
66,-2.00418
66.05,-2.026589
66.1,-1.956476
66.15,-1.886658
66.2,-1.804117
66.25,-1.76606
66.3,-1.718631
66.35,-1.770361
66.4,-1.815071
66.45,-1.749736
66.5,-1.766868
66.55,-1.823825
66.6,-1.799637
66.65,-1.783335
66.7,-1.736477
66.75,-1.76573
66.8,-1.725044
66.85,-1.753297
66.9,-1.814661
66.95,-1.791311
67,-1.704028
67.05,-1.812296
67.1,-1.792808
67.15,-1.821958
67.2,-1.785136
67.25,-1.797222
67.3,-1.837269
67.35,-1.82353
67.4,-1.845484
67.45,-1.971298
67.5,-1.896697
67.55,-1.955934
67.6,-2.009453
67.65,-2.037294
67.7,-1.980466
67.75,-1.817635
67.8,-1.877355
67.85,-1.973776
67.9,-1.932401
67.95,-2.03201
68,-2.187315
68.05,-2.240084
68.1,-2.26377
68.15,-2.285649
68.2,-2.283248
68.25,-2.207868
68.3,-2.113457
68.35,-2.060553
68.4,-2.057001
68.45,-2.001874
68.5,-2.064153
68.55,-2.067038
68.6,-2.094802
68.65,-2.188952
68.7,-2.227206
68.75,-2.250083
68.8,-2.369267
68.85,-2.393685
68.9,-2.341452
68.95,-2.27007
69,-2.286638
69.05,-2.205133
69.1,-1.896357
69.15,-1.06411
69.2,1.349942
69.25,8.042761
69.3,24.475
69.35,58.22005
69.4,116.7165
69.45,203.8236
69.5,315.7468
69.55,440.0042
69.6,557.1341
69.65,644.7154
69.7,686.7679
69.75,676.0148
69.8,615.6548
69.85,519.2701
69.9,404.5779
69.95,292.0378
70,197.2902
70.05,127.7276
70.1,83.9238
70.15,59.32919
70.2,46.30713
70.25,38.67097
70.3,32.7465
70.35,28.02872
70.4,24.0455
70.45,20.93006
70.5,18.83172
70.55,17.1388
70.6,15.70018
70.65,14.37739
70.7,12.7752
70.75,11.12462
70.8,9.668477
70.85,8.206317
70.9,6.837612
70.95,5.649163
71,4.875623
71.05,4.266893
71.1,3.99667
71.15,3.657377
71.2,3.041903
71.25,2.449691
71.3,2.123443
71.35,1.879093
71.4,1.692099
71.45,1.620439
71.5,1.625854
71.55,1.336875
71.6,0.9557815
71.65,0.6632406
71.7,0.2571418
71.75,-5.228742E-02
71.8,-0.2598551
71.85,-0.3381069
71.9,-0.4622998
71.95,-0.6803235
72,-0.8006917
72.05,-0.9074579
72.1,-1.052679
72.15,-1.252397
72.2,-1.521102
72.25,-1.593813
72.3,-1.608864
72.35,-1.615179
72.4,-1.681401
72.45,-1.72244
72.5,-1.693227
72.55,-1.695788
72.6,-1.537158
72.65,-1.347988
72.7,-1.373458
72.75,-1.508844
72.8,-1.684786
72.85,-1.701072
72.9,-1.738236
72.95,-1.74431
73,-1.725695
73.05,-1.754451
73.1,-1.768427
73.15,-1.722601
73.2,-1.679737
73.25,-1.70987
73.3,-1.843288
73.35,-1.978346
73.4,-2.0598
73.45,-2.108196
73.5,-2.036533
73.55,-1.925771
73.6,-1.93595
73.65,-2.022609
73.7,-2.131271
73.75,-2.248848
73.8,-2.26617
73.85,-2.249852
73.9,-2.229446
73.95,-2.30815
74,-2.470558
74.05,-2.589008
74.1,-2.567347
74.15,-2.386051
74.2,-2.222411
74.25,-2.114028
74.3,-2.031133
74.35,-2.050872
74.4,-2.142624
74.45,-2.202418
74.5,-2.244353
74.55,-2.305352
74.6,-2.360264
74.65,-2.3472
74.7,-2.289154
74.75,-2.226356
74.8,-2.220292
74.85,-2.232627
74.9,-2.203094
74.95,-2.134655
75,-2.146888
75.05,-2.040073
75.1,-2.029674
75.15,-2.097766
75.2,-2.068827
75.25,-1.955392
75.3,-1.898478
75.35,-1.978089
75.4,-2.066613
75.45,-2.065485
75.5,-2.138604
75.55,-2.052546
75.6,-1.878654
75.65,-1.784851
75.7,-1.77183
75.75,-1.809076
75.8,-1.753179
75.85,-1.786011
75.9,-1.893238
75.95,-2.00545
76,-2.044966
76.05,-2.049038
76.1,-2.0844
76.15,-2.005959
76.2,-1.831443
76.25,-1.881633
76.3,-1.917465
76.35,-1.981758
76.4,-1.998531
76.45,-2.004245
76.5,-1.888928
76.55,-1.831481
76.6,-1.844552
76.65,-1.804174
76.7,-1.716633
76.75,-1.777934
76.8,-1.796831
76.85,-1.980906
76.9,-2.096025
76.95,-2.17995
77,-2.110392
77.05,-1.815957
77.1,-0.8003101
77.15,1.996897
77.2,8.972736
77.25,24.00977
77.3,52.45437
77.35,99.20734
77.4,168.5486
77.45,261.1524
77.5,371.0896
77.55,484.9769
77.6,587.9477
77.65,666.5955
77.7,710.0696
77.75,713.7379
77.8,677.6494
77.85,607.2946
77.9,513.1506
77.95,408.5987
78,308.3753
78.05,223.3417
78.1,158.561
78.15,113.5182
78.2,83.65886
78.25,64.66354
78.3,52.51125
78.35,44.00962
78.4,37.83114
78.45,33.19282
78.5,29.31522
78.55,25.81641
78.6,22.86045
78.65,20.35594
78.7,17.98896
78.75,15.87916
78.8,14.02167
78.85,12.3601
78.9,10.74509
78.95,9.310246
79,8.098184
79.05,6.98966
79.1,6.14455
79.15,5.41697
79.2,4.700605
79.25,4.237062
79.3,3.802984
79.35,3.276954
79.4,3.108801
79.45,2.853457
79.5,2.528693
79.55,2.110998
79.6,1.869147
79.65,1.529242
79.7,1.066092
79.75,0.6717728
79.8,0.5546964
79.85,0.3623647
79.9,0.304094
79.95,0.255485
80,0.3098581
80.05,4.019789E-02
80.1,-8.018541E-02
80.15,-0.1865845
80.2,-0.2292428
80.25,-0.3263852
80.3,-0.3081754
80.35,-0.2558025
80.4,-0.3800974
80.45,-0.5033441
80.5,-0.5988964
80.55,-0.7219713
80.6,-0.7361377
80.65,-0.7256311
80.7,-0.6709085
80.75,-0.7470423
80.8,-0.83288
80.85,-0.9153481
80.9,-1.051535
80.95,-1.031369
81,-1.055837
81.05,-1.055104
81.1,-1.018696
81.15,-0.9697542
81.2,-0.9372718
81.25,-0.9076561
81.3,-0.9448099
81.35,-0.9782205
81.4,-1.088425
81.45,-1.161007
81.5,-1.214516
81.55,-1.303465
81.6,-1.345882
81.65,-1.276708
81.7,-1.193356
81.75,-1.099642
81.8,-1.089567
81.85,-1.175191
81.9,-1.331424
81.95,-1.469429
82,-1.458617
82.05,-1.415521
82.1,-1.404914
82.15,-1.39599
82.2,-1.45023
82.25,-1.510199
82.3,-1.541425
82.35,-1.538207
82.4,-1.521161
82.45,-1.49218
82.5,-1.434472
82.55,-1.344652
82.6,-1.225712
82.65,-1.169035
82.7,-0.9658456
82.75,1.304499E-02
82.8,2.862816
82.85,9.581437
82.9,22.09516
82.95,43.49378
83,79.32864
83.05,132.5628
83.1,204.6048
83.15,293.6012
83.2,392.8669
83.25,490.1942
83.3,575.1703
83.35,639.1355
83.4,673.8108
83.45,676.5803
83.5,648.8899
83.55,596.6243
83.6,524.8821
83.65,441.1522
83.7,358.4552
83.75,282.6464
83.8,218.0805
83.85,169.928
83.9,134.555
83.95,109.9447
84,92.20493
84.05,79.44608
