Data File Name,GG_20170621_High Sensitivity DNA Assay_DE24802700_2017-06-21_14-37-03.xad,,
83.7,40.25642,,
83.75,40.09125,,
83.8,40.10945,,
83.85,40.61809,,
83.9,41.67618,,
83.95,42.69761,,
84,43.48072,,
84.05,44.45986,,
84.1,45.41552,,
84.15,45.64231,,
84.2,45.50238,,
84.25,45.24802,,
84.3,45.52,,
84.35,45.70631,,
84.4,46.25331,,
84.45,46.61132,,
84.5,46.6103,,
84.55,45.98832,,
84.6,46.19191,,
84.65,47.16671,,
84.7,48.3379,,
84.75,49.33064,,
84.8,49.27545,,
84.85,48.88885,,
84.9,48.94993,,
84.95,49.4281,,
85,50.22691,,
85.05,51.1656,,
85.1,51.63839,,
85.15,51.72467,,
85.2,51.20007,,
85.25,50.88687,,
85.3,51.28936,,
85.35,52.11151,,
85.4,53.0103,,
85.45,53.34541,,
85.5,53.07008,,
85.55,52.53082,,
85.6,52.17865,,
85.65,52.15364,,
85.7,52.73151,,
85.75,53.68071,,
85.8,54.64384,,
85.85,55.40401,,
85.9,55.78327,,
85.95,56.20159,,
86,56.8029,,
86.05,57.09552,,
86.1,57.21697,,
86.15,57.74743,,
86.2,58.44204,,
86.25,59.10667,,
86.3,59.26225,,
86.35,59.5777,,
86.4,60.31976,,
86.45,60.69681,,
86.5,60.76883,,
86.55,61.39268,,
86.6,61.58032,,
86.65,62.20913,,
86.7,62.71276,,
86.75,63.48013,,
86.8,64.04711,,
86.85,64.3576,,
86.9,63.96689,,
86.95,64.54506,,
87,65.11173,,
87.05,65.88381,,
87.1,66.01598,,
87.15,66.84132,,
87.2,67.82722,,
87.25,68.98606,,
87.3,69.55563,,
87.35,70.59074,,
87.4,70.535,,
87.45,69.75006,,
87.5,69.63454,,
87.55,70.4351,,
87.6,71.50667,,
87.65,72.33921,,
87.7,72.24023,,
87.75,72.53384,,
87.8,73.49752,,
87.85,74.84928,,
87.9,76.57003,,
87.95,77.95038,,
88,78.3744,,
88.05,78.15929,,
88.1,78.11736,,
88.15,78.46723,,
88.2,78.88876,,
88.25,79.40279,,
88.3,79.84023,,
88.35,80.33108,,
88.4,80.92979,,
88.45,81.48605,,
88.5,81.84129,,
88.55,82.18311,,
88.6,83.07587,,
88.65,84.22013,,
88.7,84.93348,,
88.75,85.16887,,
88.8,85.45055,,
88.85,85.40923,,
88.9,86.12103,,
88.95,87.12698,,
89,88.08373,,
89.05,88.91361,,
89.1,89.62521,,
89.15,90.16098,,
89.2,90.91782,,
89.25,91.39435,,
89.3,91.9322,,
89.35,91.72795,,
89.4,92.15478,,
89.45,93.21307,,
89.5,94.28603,,
89.55,95.78796,,
89.6,97.55489,,
89.65,98.00793,,
89.7,98.7793,,
89.75,98.83899,,
89.8,100.5533,,
89.85,102.6256,,
89.9,104.8011,,
89.95,106.1438,,
90,107.0286,,
90.05,106.0304,,
90.1,106.065,,
90.15,105.8421,,
90.2,106.9685,,
90.25,108.1717,,
90.3,109.8059,,
90.35,111.6714,,
90.4,113.3416,,
90.45,114.3163,,
90.5,115.0371,,
90.55,115.1991,,
90.6,115.2329,,
90.65,115.3506,,
90.7,115.9382,,
90.75,116.9243,,
90.8,118.0485,,
90.85,119.2326,,
90.9,120.603,,
90.95,122.2403,,
91,123.8351,,
91.05,125.4077,,
91.1,126.3025,,
91.15,126.3828,,
91.2,126.8861,,
91.25,127.9567,,
91.3,129.6474,,
91.35,131.5792,,
91.4,132.8303,,
91.45,133.1804,,
91.5,133.6915,,
91.55,134.6926,,
91.6,137.0704,,
91.65,139.8504,,
91.7,142.237,,
91.75,144.3331,,
91.8,146.1218,,
91.85,147.529,,
91.9,148.7896,,
91.95,149.6507,,
92,150.5375,,
92.05,150.8128,,
92.1,152.183,,
92.15,153.8667,,
92.2,155.7921,,
92.25,156.5449,,
92.3,156.3028,,
92.35,157.4045,,
92.4,159.7507,,
92.45,161.6786,,
92.5,163.7354,,
92.55,165.1897,,
92.6,168.1115,,
92.65,170.895,,
92.7,174.0371,,
92.75,176.7981,,
92.8,178.0525,,
92.85,176.9818,,
92.9,177.4984,,
92.95,179.2474,,
93,182.041,,
93.05,184.0645,,
93.1,184.933,,
93.15,185.5663,,
93.2,186.8254,,
93.25,189.1953,,
93.3,192.3449,,
93.35,195.5496,,
93.4,198.4014,,
93.45,200.34,,
93.5,201.8162,,
93.55,203.2179,,
93.6,204.6868,,
93.65,205.9457,,
93.7,206.5989,,
93.75,207.818,,
93.8,209.7627,,
93.85,211.6312,,
93.9,213.4422,,
93.95,214.7612,,
94,216.5993,,
94.05,219.3692,,
94.1,221.6148,,
94.15,223.0517,,
94.2,223.6054,,
94.25,224.8925,,
94.3,227.7105,,
94.35,232.6385,,
94.4,237.7714,,
94.45,242.0403,,
94.5,244.2627,,
94.55,245.8749,,
94.6,247.5547,,
94.65,250.8367,,
94.7,254.7183,,
94.75,256.0907,,
94.8,255.1147,,
94.85,256.454,,
94.9,258.6293,,
94.95,261.0379,,
95,265.2602,,
95.05,269.4095,,
95.1,273.7528,,
95.15,275.7672,,
95.2,278.975,,
95.25,281.4526,,
95.3,282.9742,,
95.35,283.4059,,
95.4,286.7983,,
95.45,290.9047,,
95.5,294.0918,,
95.55,297.5107,,
95.6,301.2886,,
95.65,303.1448,,
95.7,304.1179,,
95.75,306.0419,,
95.8,308.298,,
95.85,310.6455,,
95.9,313.4477,,
95.95,318.8388,,
96,324.4565,,
96.05,328.9368,,
96.1,332.5255,,
96.15,334.8802,,
96.2,336.9806,,
96.25,340.1053,,
96.3,343.8065,,
96.35,347.709,,
96.4,351.5414,,
96.45,353.9728,,
96.5,355.3817,,
96.55,356.759,,
96.6,360.9918,,
96.65,365.7798,,
96.7,370.131,,
96.75,373.869,,
96.8,375.2416,,
96.85,375.2994,,
96.9,376.4875,,
96.95,378.3585,,
97,382.549,,
97.05,389.9573,,
97.1,395.0903,,
97.15,399.762,,
97.2,401.0539,,
97.25,401.5273,,
97.3,403.4901,,
97.35,407.0406,,
97.4,410.5854,,
97.45,415.1918,,
97.5,414.3198,,
97.55,416.5458,,
97.6,416.9194,,
97.65,419.4912,,
97.7,424.9457,,
97.75,430.2109,,
97.8,433.8655,,
97.85,436.1007,,
97.9,437.1089,,
97.95,438.4376,,
98,436.5656,,
98.05,434.7971,,
98.1,435.3947,,
98.15,438.3263,,
98.2,441.5564,,
98.25,444.2113,,
98.3,443.9144,,
98.35,442.2059,,
98.4,441.5464,,
98.45,442.8206,,
98.5,445.4633,,
98.55,448.3129,,
98.6,449.7182,,
98.65,450.5644,,
98.7,450.7318,,
98.75,450.2495,,
98.8,450.3042,,
98.85,449.531,,
98.9,447.3568,,
98.95,445.774,,
99,445.5005,,
99.05,444.4077,,
99.1,442.475,,
99.15,442.768,,
99.2,443.7976,,
99.25,443.9814,,
99.3,443.4607,,
99.35,443.6231,,
99.4,444.278,,
99.45,443.9824,,
99.5,444.0952,,
99.55,445.3152,,
99.6,442.3562,,
99.65,437.6076,,
99.7,435.6393,,
99.75,434.7292,,
99.8,435.6044,,
99.85,433.8376,,
99.9,431.8213,,
99.95,427.9938,,
100,424.6524,,
100.05,423.6002,,
100.1,423.0086,,
100.15,421.844,,
100.2,417.02,,
100.25,410.28,,
100.3,405.5712,,
100.35,399.2813,,
100.4,398.1987,,
100.45,397.1682,,
100.5,396.3304,,
100.55,396.3511,,
100.6,395.8795,,
100.65,395.4541,,
100.7,393.906,,
100.75,390.863,,
100.8,388.5269,,
100.85,384.334,,
100.9,380.6825,,
100.95,379.0429,,
101,376.8885,,
101.05,371.946,,
101.1,365.9606,,
101.15,359.7668,,
101.2,352.9903,,
101.25,346.9904,,
101.3,341.9575,,
101.35,339.0472,,
101.4,336.6419,,
101.45,333.2865,,
101.5,330.9421,,
101.55,328.5518,,
101.6,325.4153,,
101.65,321.8778,,
101.7,316.9747,,
101.75,310.6707,,
101.8,305.8852,,
101.85,302.1476,,
101.9,300.2733,,
101.95,297.3722,,
102,294.2885,,
102.05,290.1793,,
102.1,283.7771,,
102.15,277.556,,
102.2,275.4915,,
102.25,274.8556,,
102.3,274.0244,,
102.35,273.0499,,
102.4,272.0309,,
102.45,267.6765,,
102.5,260.8811,,
102.55,252.498,,
102.6,247.1409,,
102.65,244.0201,,
102.7,243.8446,,
102.75,242.7518,,
102.8,240.0648,,
102.85,233.7266,,
102.9,227.7162,,
102.95,221.1836,,
103,220.6905,,
103.05,221.2819,,
103.1,223.785,,
103.15,223.8821,,
103.2,223.1553,,
103.25,218.9743,,
103.3,216.3139,,
103.35,214.2901,,
103.4,216.2949,,
103.45,217.5346,,
103.5,217.4478,,
103.55,214.3273,,
103.6,209.2388,,
103.65,203.9631,,
103.7,201.4647,,
103.75,200.2577,,
103.8,200.2671,,
103.85,199.7258,,
103.9,198.0688,,
103.95,195.6036,,
104,193.6057,,
104.05,192.9969,,
104.1,192.4966,,
104.15,191.8171,,
104.2,190.1336,,
104.25,189.0636,,
104.3,188.5673,,
104.35,188.0457,,
104.4,187.0794,,
104.45,186.9268,,
104.5,187.115,,
104.55,187.9453,,
104.6,186.5808,,
104.65,187.3696,,
104.7,187.0964,,
104.75,187.1456,,
104.8,186.7423,,
104.85,186.3435,,
104.9,185.4962,,
104.95,186.049,,
105,185.6693,,
105.05,188.1146,,
105.1,188.0104,,
105.15,189.6986,,
105.2,190.627,,
105.25,192.1912,,
105.3,194.3226,,
105.35,196.9631,,
105.4,196.1618,,
105.45,197.2708,,
105.5,198.3682,,
105.55,200.7364,,
105.6,202.5245,,
105.65,206.1825,,
105.7,208.7421,,
105.75,209.3142,,
105.8,209.233,,
105.85,210.4081,,
105.9,212.0666,,
105.95,214.238,,
106,217.8965,,
106.05,221.9296,,
106.1,223.4617,,
106.15,222.31,,
106.2,223.1934,,
106.25,227.2511,,
106.3,231.8577,,
106.35,236.8671,,
106.4,241.4005,,
106.45,245.2434,,
106.5,247.5892,,
106.55,248.3374,,
106.6,250.5012,,
106.65,254.1863,,
106.7,257.5673,,
106.75,261.0843,,
106.8,264.7889,,
106.85,269.8231,,
106.9,276.1918,,
106.95,279.2766,,
107,280.3845,,
107.05,280.8717,,
107.1,281.3861,,
107.15,283.1705,,
107.2,283.9501,,
107.25,284.0524,,
107.3,283.9494,,
107.35,280.7256,,
107.4,275.4431,,
107.45,272.2639,,
107.5,269.7103,,
107.55,268.6837,,
107.6,265.8558,,
107.65,262.8565,,
107.7,260.5038,,
107.75,259.2153,,
107.8,257.7274,,
107.85,254.5142,,
107.9,249.339,,
107.95,243.7062,,
108,237.902,,
108.05,232.6844,,
108.1,228.3594,,
108.15,224.8217,,
108.2,220.6951,,
108.25,215.7938,,
108.3,211.5172,,
108.35,207.7261,,
108.4,204.7602,,
108.45,201.9905,,
108.5,198.7279,,
108.55,193.8242,,
108.6,187.7564,,
108.65,181.0526,,
108.7,175.0898,,
108.75,169.9059,,
108.8,164.4371,,
108.85,160.1822,,
108.9,157.9272,,
108.95,156.1748,,
109,154.2656,,
109.05,152.9135,,
109.1,150.1271,,
109.15,144.9572,,
109.2,139.1718,,
109.25,134.5656,,
109.3,131.1923,,
109.35,127.9684,,
109.4,125.4572,,
109.45,122.6472,,
109.5,118.4143,,
109.55,113.5398,,
109.6,110.1644,,
109.65,108.5357,,
109.7,108.1379,,
109.75,107.0856,,
109.8,105.5185,,
109.85,103.1488,,
109.9,101.5981,,
109.95,99.93941,,
110,99.04648,,
110.05,97.9956,,
110.1,94.68335,,
110.15,90.20593,,
110.2,86.61243,,
110.25,84.14037,,
110.3,82.6498,,
110.35,81.93691,,
110.4,81.57324,,
110.45,81.71961,,
110.5,81.75648,,
110.55,81.21919,,
110.6,80.37622,,
110.65,78.28977,,
110.7,76.0826,,
110.75,74.46297,,
110.8,73.62004,,
110.85,72.84917,,
110.9,71.38008,,
110.95,69.56642,,
111,68.34733,,
111.05,66.93832,,
111.1,66.20264,,
111.15,65.46521,,
111.2,64.27745,,
111.25,62.44099,,
111.3,61.28433,,
111.35,61.20845,,
111.4,60.52842,,
111.45,59.43825,,
111.5,58.32331,,
111.55,57.25756,,
111.6,57.15537,,
111.65,58.01211,,
111.7,59.11007,,
111.75,59.71296,,
111.8,58.60162,,
111.85,56.64928,,
111.9,55.79512,,
111.95,56.12956,,
112,57.59003,,
112.05,59.55317,,
112.1,61.41303,,
112.15,62.74905,,
112.2,63.29332,,
112.25,65.65923,,
112.3,70.31198,,
112.35,77.058,,
112.4,87.88471,,
112.45,103.382,,
112.5,119.8676,,
112.55,140.8223,,
112.6,166.4664,,
112.65,192.1833,,
112.7,217.8173,,
112.75,240.6482,,
112.8,263.9284,,
112.85,284.7655,,
112.9,296.7166,,
112.95,308.3649,,
113,310.1041,,
113.05,305.6151,,
113.1,300.8624,,
113.15,289.5541,,
113.2,271.235,,
113.25,244.2695,,
113.3,217.608,,
113.35,196.3301,,
113.4,173.8049,,
113.45,155.5155,,
113.5,142.4016,,
113.55,129.3451,,
113.6,117.9193,,
113.65,108.695,,
113.7,100.4578,,
113.75,91.03013,,
113.8,79.2039,,
113.85,69.62141,,
113.9,64.2197,,
113.95,60.73561,,
114,59.59517,,
114.05,58.04142,,
114.1,55.16703,,
114.15,52.5521,,
114.2,51.05289,,
114.25,51.13869,,
114.3,51.98982,,
114.35,52.39831,,
114.4,51.76669,,
114.45,50.39362,,
114.5,49.23593,,
114.55,48.10463,,
114.6,47.11193,,
114.65,46.5573,,
114.7,45.02351,,
114.75,42.81017,,
114.8,40.74929,,
114.85,39.83635,,
114.9,40.57479,,
114.95,40.70897,,
115,40.44889,,
115.05,40.82653,,
115.1,40.73953,,
115.15,40.15089,,
115.2,40.37996,,
115.25,41.12208,,
115.3,42.24842,,
115.35,42.1645,,
115.4,42.02646,,
115.45,42.76117,,
115.5,42.85313,,
115.55,42.66294,,
115.6,41.811,,
115.65,41.22187,,
115.7,41.89104,,
115.75,41.3351,,
115.8,40.27046,,
115.85,38.68093,,
115.9,36.56637,,
115.95,35.23734,,
116,34.45863,,
116.05,34.67045,,
116.1,35.52372,,
116.15,35.26902,,
116.2,34.88831,,
116.25,34.0239,,
116.3,33.14627,,
116.35,32.59323,,
116.4,31.80439,,
116.45,30.75099,,
116.5,30.11823,,
116.55,29.04347,,
116.6,28.38963,,
116.65,28.50095,,
116.7,28.99905,,
116.75,29.70611,,
116.8,30.16288,,
116.85,29.84767,,
116.9,29.05289,,
116.95,28.11806,,
117,27.39493,,
117.05,27.29639,,
117.1,27.85143,,
117.15,28.82104,,
117.2,29.17651,,
117.25,28.71346,,
117.3,28.30405,,
117.35,28.10484,,
117.4,27.85976,,
117.45,28.00161,,
117.5,28.50786,,
117.55,28.83693,,
117.6,27.79959,,
117.65,26.57879,,
117.7,26.01028,,
117.75,25.72727,,
117.8,25.75066,,
117.85,25.47248,,
117.9,25.27232,,
117.95,25.1076,,
118,24.32623,,
118.05,24.09927,,
118.1,24.5346,,
118.15,25.63489,,
118.2,25.96012,,
118.25,25.62994,,
118.3,25.6032,,
118.35,25.54517,,
118.4,24.97809,,
118.45,25.34548,,
118.5,26.18779,,
118.55,26.73184,,
118.6,26.7943,,
118.65,26.19357,,
118.7,25.28777,,
118.75,24.30641,,
118.8,24.14441,,
118.85,25.16301,,
118.9,26.25322,,
118.95,26.65647,,
119,26.18627,,
119.05,24.71546,,
119.1,23.28889,,
119.15,22.19144,,
119.2,21.74246,,
119.25,21.77418,,
119.3,21.99159,,
119.35,22.26838,,
119.4,22.53753,,
119.45,22.91282,,
119.5,23.11,,
119.55,23.10764,,
119.6,23.22273,,
119.65,23.31164,,
119.7,23.47028,,
119.75,23.65897,,
119.8,23.6295,,
119.85,23.42528,,
119.9,22.58248,,
119.95,21.945,,
120,22.41414,,
120.05,23.11528,,
120.1,23.8757,,
120.15,23.99663,,
120.2,23.43502,,
120.25,22.60532,,
120.3,21.90054,,
120.35,21.65515,,
120.4,21.48236,,
120.45,20.88117,,
120.5,20.42864,,
120.55,19.793,,
120.6,20.09618,,
120.65,20.84102,,
120.7,21.76353,,
120.75,22.04022,,
120.8,22.02872,,
120.85,21.88536,,
120.9,22.03293,,
120.95,22.03072,,
121,22.74965,,
121.05,22.69818,,
121.1,22.17981,,
121.15,21.19828,,
121.2,20.82601,,
121.25,20.57755,,
121.3,20.14845,,
121.35,20.24004,,
121.4,21.07574,,
121.45,21.46865,,
121.5,21.30579,,
121.55,20.72596,,
121.6,20.09138,,
121.65,19.29153,,
121.7,18.88926,,
121.75,19.2964,,
121.8,20.00227,,
121.85,20.35023,,
121.9,20.2449,,
121.95,19.75161,,
122,18.97711,,
122.05,18.54205,,
122.1,18.71875,,
122.15,19.04121,,
122.2,19.35184,,
122.25,19.66908,,
122.3,19.80643,,
122.35,19.8892,,
122.4,19.93848,,
122.45,19.9559,,
122.5,20.12708,,
122.55,19.77766,,
122.6,19.05437,,
122.65,18.40403,,
122.7,18.20191,,
122.75,18.53801,,
122.8,18.96787,,
122.85,19.12159,,
122.9,19.34009,,
122.95,19.27082,,
123,19.08848,,
123.05,18.77369,,
123.1,18.95858,,
123.15,19.4556,,
123.2,19.6648,,
123.25,19.36944,,
123.3,18.48069,,
123.35,17.38496,,
123.4,16.90136,,
123.45,16.54494,,
123.5,17.43718,,
123.55,18.56154,,
123.6,19.35234,,
123.65,19.46019,,
123.7,19.04021,,
123.75,18.21059,,
123.8,17.4681,,
123.85,16.85858,,
123.9,16.81725,,
123.95,16.8999,,
124,16.87033,,
124.05,16.34934,,
124.1,15.81637,,
124.15,15.6328,,
124.2,15.80571,,
124.25,16.51033,,
124.3,17.59846,,
124.35,18.56365,,
124.4,18.82419,,
124.45,18.65113,,
124.5,18.78561,,
124.55,18.96873,,
124.6,18.72654,,
124.65,18.41148,,
124.7,18.46386,,
124.75,18.38844,,
124.8,18.0498,,
124.85,17.78891,,
124.9,17.28498,,
124.95,16.5513,,
125,16.18012,,
125.05,16.57466,,
125.1,17.178,,
125.15,17.78045,,
125.2,18.21377,,
125.25,18.37212,,
125.3,17.61589,,
125.35,16.48244,,
125.4,15.87613,,
125.45,15.44376,,
125.5,15.1936,,
125.55,15.66169,,
125.6,16.60201,,
125.65,16.92836,,
125.7,17.07879,,
125.75,16.63915,,
125.8,16.66737,,
125.85,16.05266,,
125.9,15.28939,,
125.95,15.3386,,
126,16.11154,,
126.05,16.37327,,
126.1,16.77111,,
126.15,16.84197,,
126.2,16.78675,,
126.25,16.35793,,
126.3,16.39828,,
126.35,16.65103,,
126.4,16.82199,,
126.45,16.89078,,
126.5,16.90475,,
126.55,16.68338,,
126.6,16.41625,,
126.65,16.44664,,
126.7,16.47966,,
126.75,16.34048,,
126.8,16.40911,,
126.85,16.4358,,
126.9,16.25117,,
126.95,16.0462,,
127,15.98231,,
127.05,16.0094,,
127.1,15.73279,,
127.15,15.00172,,
127.2,14.34253,,
127.25,14.1425,,
127.3,14.41373,,
127.35,14.80284,,
127.4,15.0528,,
127.45,15.08131,,
127.5,14.62008,,
127.55,14.13595,,
127.6,14.13978,,
127.65,14.22626,,
127.7,14.19571,,
127.75,14.29981,,
127.8,14.57741,,
127.85,14.83924,,
127.9,14.64816,,
127.95,14.483,,
128,14.28376,,
128.05,13.92414,,
128.1,13.94573,,
128.15,14.41373,,
128.2,14.6928,,
128.25,14.49074,,
128.3,14.18162,,
128.35,14.59116,,
128.4,15.00235,,
128.45,14.89117,,
128.5,14.53182,,
128.55,14.12564,,
128.6,13.71308,,
128.65,13.52478,,
128.7,14.10218,,
128.75,14.28173,,
128.8,14.22337,,
128.85,14.22992,,
128.9,14.45818,,
128.95,14.97707,,
129,15.41507,,
129.05,15.60167,,
129.1,15.43986,,
129.15,14.52531,,
129.2,14.02149,,
129.25,13.65999,,
129.3,13.78895,,
129.35,14.44367,,
129.4,15.02295,,
129.45,15.28058,,
129.5,15.05575,,
129.55,14.21828,,
129.6,13.23315,,
129.65,12.39261,,
129.7,12.12483,,
129.75,12.57198,,
129.8,13.3638,,
129.85,14.22826,,
129.9,14.76673,,
129.95,14.82372,,
130,14.64747,,
130.05,14.21289,,
130.1,13.6762,,
130.15,13.35807,,
130.2,13.10422,,
130.25,12.89835,,
130.3,12.97193,,
130.35,13.42777,,
130.4,14.00208,,
130.45,14.20958,,
130.5,14.05109,,
130.55,13.91675,,
130.6,13.85095,,
130.65,13.59098,,
130.7,13.70639,,
130.75,13.73504,,
130.8,13.58699,,
130.85,13.38054,,
130.9,13.37116,,
130.95,13.28806,,
131,13.58754,,
131.05,14.05836,,
131.1,14.10814,,
131.15,13.33667,,
131.2,12.8858,,
131.25,12.49277,,
131.3,12.10161,,
131.35,11.76609,,
131.4,12.14656,,
131.45,12.56353,,
131.5,12.60524,,
131.55,13.01978,,
131.6,13.55203,,
131.65,13.52221,,
131.7,12.72979,,
131.75,11.95396,,
131.8,11.66507,,
131.85,11.38526,,
131.9,11.22772,,
131.95,11.21711,,
132,11.02518,,
132.05,10.25756,,
132.1,9.625614,,
132.15,9.982302,,
132.2,10.91242,,
132.25,12.02807,,
132.3,13.06232,,
132.35,13.69746,,
132.4,13.8009,,
132.45,13.48632,,
132.5,13.22393,,
132.55,13.01443,,
132.6,12.64883,,
132.65,12.30428,,
132.7,11.80665,,
132.75,11.46394,,
132.8,11.68427,,
132.85,11.77585,,
132.9,11.79881,,
132.95,11.94261,,
133,12.19058,,
133.05,12.41943,,
133.1,12.32706,,
133.15,11.87614,,
133.2,11.47088,,
133.25,11.48201,,
133.3,11.81829,,
133.35,12.27481,,
133.4,12.81177,,
133.45,13.13595,,
133.5,12.63027,,
133.55,11.72211,,
133.6,11.17215,,
133.65,11.09923,,
133.7,10.97956,,
133.75,10.51823,,
133.8,10.4954,,
133.85,10.94667,,
133.9,11.57123,,
133.95,12.61913,,
134,13.31176,,
134.05,13.18642,,
134.1,12.78448,,
134.15,12.11861,,
134.2,11.43018,,
134.25,11.12891,,
134.3,10.96894,,
134.35,10.48666,,
134.4,10.15248,,
134.45,10.06158,,
134.5,10.41434,,
134.55,10.90569,,
134.6,11.19129,,
134.65,11.23772,,
134.7,11.06208,,
134.75,11.03977,,
134.8,11.24548,,
134.85,11.64221,,
134.9,12.16103,,
134.95,12.30229,,
135,12.02918,,
135.05,11.58075,,
135.1,11.2583,,
135.15,11.09755,,
135.2,10.6455,,
135.25,10.02977,,
135.3,9.594349,,
135.35,9.4232,,
135.4,9.635878,,
135.45,10.04197,,
135.5,10.43708,,
135.55,10.77549,,
135.6,11.02349,,
135.65,10.8911,,
135.7,10.43189,,
135.75,10.08008,,
135.8,9.653628,,
135.85,9.297568,,
135.9,9.511359,,
135.95,10.26792,,
136,11.10075,,
136.05,10.73488,,
136.1,10.61383,,
136.15,10.37264,,
136.2,10.19443,,
136.25,10.62747,,
136.3,11.37881,,
136.35,11.71322,,
136.4,11.52389,,
136.45,11.077,,
136.5,10.58875,,
136.55,9.495937,,
136.6,9.101567,,
136.65,8.923686,,
136.7,9.213834,,
136.75,9.658213,,
136.8,10.20767,,
136.85,10.71577,,
136.9,10.95372,,
136.95,10.99011,,
137,10.74365,,
137.05,10.50142,,
137.1,10.24845,,
137.15,9.796181,,
137.2,9.653421,,
137.25,9.762676,,
137.3,9.920314,,
137.35,10.01466,,
137.4,10.13949,,
137.45,10.32459,,
137.5,10.3553,,
137.55,10.32916,,
137.6,10.40622,,
137.65,10.21817,,
137.7,9.922205,,
137.75,9.763908,,
137.8,9.593903,,
137.85,9.60367,,
137.9,9.947885,,
137.95,10.39197,,
138,10.2801,,
 ,,,
Alignment,On,,
