Data File Name,NK_JLC_NEXTERA1_High Sensitivity DNA Assay_DE24802700_2017-02-02_14-30-54.xad
83.95,7.503798
84,6.736115
84.05,6.359243
84.1,5.952909
84.15,5.527542
84.2,4.933752
84.25,4.217885
84.3,3.703458
84.35,3.362151
84.4,3.262596
84.45,3.097608
84.5,2.786429
84.55,2.466705
84.6,2.290631
84.65,2.35245
84.7,2.637913
84.75,2.86779
84.8,2.945833
84.85,2.925386
84.9,2.771969
84.95,2.36662
85,1.827709
85.05,1.310984
85.1,0.7227513
85.15,0.2847855
85.2,-0.2297465
85.25,-0.6855105
85.3,-0.9559627
85.35,-1.248305
85.4,-1.488294
85.45,-1.71495
85.5,-2.033579
85.55,-2.378948
85.6,-2.577183
85.65,-2.536139
85.7,-2.630289
85.75,-2.830876
85.8,-2.678423
85.85,-2.56363
85.9,-2.490633
85.95,-2.533656
86,-2.592995
86.05,-2.651733
86.1,-2.742878
86.15,-2.694973
86.2,-2.631099
86.25,-2.662083
86.3,-2.804032
86.35,-2.915826
86.4,-2.991355
86.45,-3.035103
86.5,-2.658981
86.55,-1.727649
86.6,0.1657693
86.65,4.017469
86.7,11.10277
86.75,23.20303
86.8,43.2304
86.85,71.59907
86.9,111.1883
86.95,159.8262
87,214.6386
87.05,272.5617
87.1,329.0526
87.15,378.761
87.2,415.5558
87.25,438.2424
87.3,443.7534
87.35,431.1605
87.4,404.4061
87.45,363.9077
87.5,313.7081
87.55,258.7712
87.6,205.4396
87.65,156.8943
87.7,115.9759
87.75,85.44356
87.8,63.83881
87.85,49.11235
87.9,39.65767
87.95,32.50031
88,27.09472
88.05,22.73387
88.1,19.39919
88.15,17.00777
88.2,14.68975
88.25,12.93034
88.3,11.16106
88.35,9.296053
88.4,7.39898
88.45,5.556347
88.5,4.233304
88.55,3.407641
88.6,2.957536
88.65,2.143631
88.7,1.301098
88.75,0.6428591
88.8,0.2798584
88.85,1.876358E-02
88.9,-0.1935022
88.95,-0.6299065
89,-1.204282
89.05,-1.506472
89.1,-1.675354
89.15,-1.762177
89.2,-1.834138
89.25,-1.609925
89.3,-1.619285
89.35,-1.661475
89.4,-1.717098
89.45,-2.016864
89.5,-2.114032
89.55,-2.092554
89.6,-1.999997
89.65,-1.995992
89.7,-1.898759
89.75,-1.532136
89.8,-0.1708394
89.85,2.769056
89.9,7.818648
89.95,18.12526
90,35.70528
90.05,62.20467
90.1,97.31142
90.15,142.313
90.2,193.743
90.25,248.1866
90.3,305.279
90.35,359.6925
90.4,405.2332
90.45,434.8364
90.5,447.0842
90.55,441.0802
90.6,419.9547
90.65,391.435
90.7,354.8003
90.75,309.9309
90.8,259.8611
90.85,209.3348
90.9,161.8646
90.95,122.4331
91,92.71123
91.05,70.88086
91.1,55.29384
91.15,44.26862
91.2,35.99693
91.25,29.72044
91.3,24.89269
91.35,20.93671
91.4,17.68418
91.45,15.1681
91.5,13.11222
91.55,11.35137
91.6,9.85197
91.65,8.612098
91.7,7.204705
91.75,6.375172
91.8,5.071562
91.85,3.84243
91.9,2.694709
91.95,1.688473
92,1.238525
92.05,1.078752
92.1,0.8734295
92.15,0.2771929
92.2,2.184977E-02
92.25,-0.184061
92.3,-0.3875787
92.35,-0.4581378
92.4,-0.458917
92.45,-0.7099971
92.5,-0.9724191
92.55,-1.149613
92.6,-1.410276
92.65,-1.682613
92.7,-1.683308
92.75,-1.549843
92.8,-1.516401
92.85,-1.5097
92.9,-1.764209
92.95,-2.053665
93,-2.288092
93.05,-2.390594
93.1,-2.566126
93.15,-2.627412
93.2,-2.523212
93.25,-2.601115
93.3,-2.71122
93.35,-2.78595
93.4,-2.875287
93.45,-2.973684
93.5,-3.030537
93.55,-3.21007
93.6,-3.348034
93.65,-3.160202
93.7,-2.705787
93.75,-1.633503
93.8,0.4758818
93.85,4.313302
93.9,11.05481
93.95,21.18967
94,35.66401
94.05,57.4826
94.1,87.2351
94.15,126.5311
94.2,173.9146
94.25,223.7143
94.3,272.9511
94.35,319.001
94.4,362.7224
94.45,400.1702
94.5,428.673
94.55,446.3281
94.6,452.5776
94.65,447.4968
94.7,429.9217
94.75,404.2512
94.8,368.9919
94.85,327.2463
94.9,282.9685
94.95,240.7012
95,202.2665
95.05,167.2879
95.1,137.3059
95.15,111.8443
95.2,91.02837
95.25,72.137
95.3,58.00871
95.35,46.63472
95.4,37.86515
95.45,30.88669
95.5,25.7401
95.55,21.50576
95.6,17.66308
95.65,14.71468
95.7,12.19632
95.75,10.2498
95.8,8.158289
95.85,6.831787
95.9,6.113345
95.95,5.348145
96,4.669065
96.05,3.81292
96.1,3.296564
96.15,3.163646
96.2,3.142481
96.25,2.8078
96.3,2.312671
96.35,1.43548
96.4,0.737404
96.45,7.106389E-02
96.5,-0.5614771
96.55,-0.9000072
96.6,-1.210459
96.65,-1.319769
96.7,-1.309889
96.75,-1.170302
96.8,-1.083724
96.85,-0.8558962
96.9,-0.742289
96.95,-1.123276
97,-1.827722
97.05,-2.228034
97.1,-2.310368
97.15,-1.987517
97.2,-1.859232
97.25,-1.777986
97.3,-1.89797
97.35,-2.262459
97.4,-2.430851
97.45,-2.548215
97.5,-2.593516
97.55,-2.810691
97.6,-2.535048
97.65,-2.293395
97.7,-2.270452
97.75,-2.369922
97.8,-2.504208
97.85,-2.546445
97.9,-2.548365
97.95,-2.655492
98,-2.878573
98.05,-3.183973
98.1,-3.227541
98.15,-2.939556
98.2,-2.62508
98.25,-2.355952
98.3,-2.465545
98.35,-2.448402
98.4,-2.332229
98.45,-2.338824
98.5,-2.42096
98.55,-2.596803
98.6,-2.826138
98.65,-3.039722
98.7,-2.999874
98.75,-3.19901
98.8,-3.742584
98.85,-4.11399
98.9,-4.056667
98.95,-3.840303
99,-3.51947
99.05,-3.125924
99.1,-2.913247
99.15,-2.770387
99.2,-2.655349
99.25,-2.748562
99.3,-3.060233
99.35,-3.369344
99.4,-3.741222
99.45,-3.937621
99.5,-3.824249
99.55,-3.651646
99.6,-3.395682
99.65,-3.142846
99.7,-2.968487
99.75,-2.940521
99.8,-2.912893
99.85,-3.181203
99.9,-3.34008
99.95,-3.543517
100,-3.640715
100.05,-3.36377
100.1,-3.228415
100.15,-2.755779
100.2,-1.49071
100.25,1.349349
100.3,6.089449
100.35,13.70954
100.4,24.90083
100.45,42.90742
100.5,70.21207
100.55,106.0759
100.6,150.7614
100.65,206.284
100.7,268.405
100.75,330.7593
100.8,393.1894
100.85,455.3098
100.9,509.4145
100.95,549.0378
101,575.03
101.05,583.197
101.1,577.4016
101.15,558.4988
101.2,532.3544
101.25,493.4924
101.3,442.4411
101.35,387.8798
101.4,333.2647
101.45,278.6782
101.5,228.4206
101.55,186.3927
101.6,148.866
101.65,115.5447
101.7,89.35624
101.75,69.47542
101.8,53.00547
101.85,42.78516
101.9,36.10996
101.95,29.97066
102,23.90589
102.05,19.50606
102.1,16.18328
102.15,13.68608
102.2,12.70252
102.25,10.97737
102.3,9.565846
102.35,8.651604
102.4,8.195503
102.45,8.176855
102.5,8.252101
102.55,7.97496
102.6,7.234568
102.65,6.605931
102.7,6.294315
102.75,5.881075
102.8,4.835013
102.85,3.35646
102.9,1.681486
102.95,0.7332795
103,0.4567671
103.05,0.6963293
103.1,1.351358
103.15,1.569615
103.2,1.270059
103.25,0.7563336
103.3,0.3460175
103.35,0.8036076
103.4,2.284153
103.45,4.651418
103.5,7.225916
103.55,11.24303
103.6,16.60484
103.65,26.19866
103.7,41.48008
103.75,64.98486
103.8,99.4982
103.85,145.8192
103.9,198.6948
103.95,257.4795
104,317.5193
104.05,376.2168
104.1,435.5887
104.15,491.1205
104.2,542.8728
104.25,581.5037
104.3,604.4402
104.35,613.2018
104.4,605.4799
104.45,586.2334
104.5,557.2175
104.55,517.8484
104.6,473.0762
104.65,426.2359
104.7,377.5805
104.75,329.3351
104.8,279.4611
104.85,230.4061
104.9,182.4946
104.95,141.6334
105,111.1509
105.05,87.36253
105.1,72.0106
105.15,60.02571
105.2,49.92056
105.25,40.34392
105.3,32.56398
105.35,27.63409
105.4,23.84171
105.45,22.0715
105.5,21.03269
105.55,19.88079
105.6,18.83768
105.65,18.1228
105.7,17.05623
105.75,16.29065
105.8,14.94244
105.85,14.02504
105.9,13.72111
105.95,13.72665
106,14.41818
106.05,13.83628
106.1,13.26392
106.15,12.99267
106.2,12.6551
106.25,12.2595
106.3,11.77978
106.35,11.20761
106.4,10.36649
106.45,9.687932
106.5,8.981218
106.55,8.586591
106.6,8.885126
106.65,9.731521
106.7,10.03863
106.75,9.404829
106.8,8.422675
106.85,7.558025
106.9,7.078283
106.95,7.114088
107,7.072043
107.05,6.538825
107.1,5.963113
107.15,5.842003
107.2,5.957204
107.25,5.671596
107.3,5.903489
107.35,6.281821
107.4,6.681298
107.45,6.883869
107.5,6.966641
107.55,7.098129
107.6,6.831441
107.65,7.088937
107.7,6.640145
107.75,6.199237
107.8,5.458323
107.85,5.057749
107.9,5.189522
107.95,5.036843
108,4.775189
108.05,4.589336
108.1,4.095169
108.15,3.916819
108.2,4.714292
108.25,6.060148
108.3,5.956345
108.35,5.35296
108.4,4.315177
108.45,3.226408
108.5,2.648399
108.55,3.444427
108.6,5.493927
108.65,8.806701
108.7,12.6797
108.75,18.5309
108.8,26.10761
108.85,35.18629
108.9,48.40655
108.95,67.30585
109,96.28381
109.05,130.8878
109.1,172.828
109.15,223.2203
109.2,277.6653
109.25,329.1742
109.3,372.9085
109.35,410.3682
109.4,446.9137
109.45,484.9795
109.5,514.7834
109.55,542.5541
109.6,557.7772
109.65,564.063
109.7,556.9221
109.75,540.595
109.8,520.0814
109.85,487.6367
109.9,454.683
109.95,420.5038
110,377.7062
110.05,328.4641
110.1,280.1919
110.15,239.0574
110.2,204.9505
110.25,182.1866
110.3,166.019
110.35,145.4554
110.4,123.9987
110.45,102.7733
110.5,82.24262
110.55,70.12082
110.6,63.36303
110.65,57.12773
110.7,49.74067
110.75,43.10288
110.8,38.63239
110.85,34.91073
110.9,34.8815
110.95,34.50185
111,32.26696
111.05,28.12106
111.1,23.68819
111.15,20.79342
111.2,17.96551
111.25,18.61656
111.3,18.36297
111.35,18.09479
111.4,16.68596
111.45,15.33709
111.5,13.79335
111.55,12.18703
111.6,11.19481
111.65,10.53856
111.7,9.585882
111.75,7.9234
111.8,7.200383
111.85,6.981332
111.9,8.818339
111.95,11.34044
112,14.87294
112.05,17.8198
112.1,19.32595
112.15,21.74526
112.2,26.78244
112.25,34.48444
112.3,44.53172
112.35,60.07347
112.4,75.10859
112.45,92.55225
112.5,114.6644
112.55,141.0702
112.6,168.4681
112.65,192.9319
112.7,211.8924
112.75,225.0525
112.8,235.6302
112.85,248.4033
112.9,259.2057
112.95,266.5395
113,270.9499
113.05,267.1821
113.1,255.3941
113.15,242.879
113.2,227.5688
113.25,208.5791
113.3,187.6446
113.35,164.3339
113.4,138.6172
113.45,115.852
113.5,98.64523
113.55,88.77876
113.6,80.56486
113.65,70.30338
113.7,55.01431
113.75,40.58941
113.8,31.03972
113.85,24.11803
113.9,21.53507
113.95,19.91014
114,16.28533
114.05,14.15946
114.1,12.81983
114.15,12.77762
114.2,11.60342
114.25,10.09406
114.3,8.572097
114.35,6.454153
114.4,6.025125
114.45,7.027531
114.5,9.238243
114.55,11.174
114.6,11.41914
114.65,9.881214
114.7,8.042924
114.75,6.966932
114.8,6.964937
114.85,7.289405
114.9,7.323868
114.95,7.974973
115,8.6101
115.05,8.777349
115.1,8.349698
115.15,6.897508
115.2,5.37055
115.25,5.258208
115.3,5.910811
115.35,6.438657
115.4,5.540401
115.45,5.657798
115.5,6.356852
115.55,7.18047
115.6,7.534505
115.65,6.754013
115.7,5.559698
115.75,4.348271
115.8,4.006495
115.85,4.254941
115.9,3.624241
115.95,2.900849
116,3.233777
116.05,3.124424
116.1,2.597914
116.15,2.333607
116.2,2.512083
116.25,2.641234
116.3,2.251324
116.35,1.92735
116.4,1.521215
116.45,0.5928566
116.5,-0.2700547
116.55,-0.8722971
116.6,-1.250001
116.65,-1.900974
116.7,-2.41775
116.75,-2.414811
116.8,-2.597419
116.85,-2.533645
116.9,-1.70585
116.95,-1.235147
117,-1.270847
117.05,-1.703103
117.1,-1.834342
117.15,-1.419323
117.2,-2.081505
117.25,-2.809141
117.3,-3.507641
117.35,-4.207679
117.4,-4.452164
117.45,-4.573141
117.5,-4.388736
117.55,-4.311363
117.6,-3.900072
117.65,-3.215799
117.7,-2.560738
117.75,-2.527503
117.8,-2.50514
117.85,-2.745668
117.9,-3.396432
117.95,-4.060972
118,-4.237991
118.05,-4.320598
118.1,-4.356624
118.15,-4.04717
118.2,-3.908983
118.25,-3.672265
118.3,-2.962598
118.35,-2.618431
118.4,-3.104663
118.45,-3.686072
118.5,-4.374488
118.55,-4.451297
118.6,-4.146253
118.65,-3.938515
118.7,-3.954836
118.75,-4.094513
118.8,-4.039192
118.85,-3.953228
118.9,-3.815305
118.95,-3.824487
119,-4.186068
119.05,-4.472356
119.1,-4.911849
119.15,-5.025985
119.2,-4.543096
119.25,-4.445099
119.3,-4.373148
119.35,-3.775836
119.4,-3.44311
119.45,-3.523332
119.5,-3.843523
119.55,-4.460669
119.6,-5.497157
119.65,-5.927344
119.7,-5.483368
119.75,-4.803718
119.8,-4.443084
119.85,-4.258641
119.9,-4.377827
119.95,-4.703334
120,-4.689366
120.05,-4.366916
120.1,-3.959871
120.15,-3.85216
120.2,-4.260194
120.25,-5.03739
120.3,-5.663105
120.35,-5.756296
120.4,-5.427893
120.45,-5.330683
120.5,-5.246112
120.55,-5.283267
120.6,-5.126453
120.65,-5.006512
120.7,-4.881147
120.75,-5.072726
120.8,-5.030252
120.85,-4.826141
120.9,-4.690552
120.95,-4.898481
121,-5.486768
121.05,-5.949461
121.1,-5.992108
121.15,-5.583013
121.2,-4.836677
121.25,-3.670293
121.3,-3.15985
121.35,-4.038793
121.4,-4.940974
121.45,-5.773922
121.5,-6.229903
121.55,-5.814245
121.6,-5.058915
121.65,-4.424583
121.7,-4.380976
121.75,-4.796761
121.8,-5.569742
121.85,-5.611613
121.9,-5.331551
121.95,-5.049281
122,-5.02307
122.05,-5.193071
122.1,-5.625867
122.15,-5.89594
122.2,-5.66096
122.25,-5.432208
122.3,-5.721518
122.35,-6.400285
122.4,-6.889805
122.45,-7.143867
122.5,-7.033044
122.55,-6.675436
122.6,-6.252763
122.65,-6.173921
122.7,-6.364171
122.75,-6.205514
122.8,-6.191442
122.85,-6.212936
122.9,-6.153824
122.95,-6.002913
123,-5.869732
123.05,-5.363737
123.1,-4.876186
123.15,-5.171903
123.2,-5.652501
123.25,-5.659135
123.3,-5.903311
123.35,-6.12273
123.4,-6.031227
123.45,-6.207918
123.5,-6.423572
123.55,-6.14439
123.6,-5.362187
123.65,-5.184329
123.7,-5.477685
123.75,-5.689078
123.8,-5.766274
123.85,-5.664044
123.9,-5.535608
123.95,-5.472481
124,-5.681767
124.05,-5.984
124.1,-6.082489
124.15,-6.006182
124.2,-5.925714
124.25,-5.678646
124.3,-5.541584
124.35,-5.215975
124.4,-4.924669
124.45,-5.18527
124.5,-5.733881
124.55,-6.471265
124.6,-6.833933
124.65,-6.954895
124.7,-6.620174
124.75,-5.829348
124.8,-5.360208
124.85,-5.385974
124.9,-5.821482
124.95,-6.089628
125,-6.141838
125.05,-6.191812
125.1,-6.10156
125.15,-6.286653
125.2,-6.605655
125.25,-6.837126
125.3,-7.017807
125.35,-6.830642
125.4,-6.766418
125.45,-6.224443
125.5,-5.455911
125.55,-5.213981
125.6,-5.442204
125.65,-5.789309
125.7,-6.189273
125.75,-6.42165
125.8,-6.239477
125.85,-5.97511
125.9,-6.037067
125.95,-6.231972
126,-6.487524
126.05,-7.084076
126.1,-7.17691
126.15,-7.219906
126.2,-7.110831
126.25,-6.502091
126.3,-6.103386
126.35,-6.026228
126.4,-6.19014
126.45,-6.350666
126.5,-6.797167
126.55,-6.912814
126.6,-6.342726
126.65,-6.132585
126.7,-5.96652
126.75,-5.748387
126.8,-5.174949
126.85,-4.952504
126.9,-5.066741
126.95,-5.177608
127,-5.645278
127.05,-6.376974
127.1,-6.62687
127.15,-6.596495
127.2,-6.735468
127.25,-7.041993
127.3,-6.875035
127.35,-6.741598
127.4,-6.661065
127.45,-6.440759
127.5,-6.247485
127.55,-6.439534
127.6,-6.892199
127.65,-7.226303
127.7,-7.211796
127.75,-7.107396
127.8,-7.013871
127.85,-6.717372
127.9,-6.761055
127.95,-7.008677
128,-7.312405
128.05,-7.484924
128.1,-7.779061
128.15,-8.024344
128.2,-7.954653
128.25,-7.876255
128.3,-7.753732
128.35,-7.606324
128.4,-7.469086
128.45,-7.4699
128.5,-7.601251
128.55,-7.709573
128.6,-7.857465
128.65,-7.95663
128.7,-7.772138
128.75,-7.56225
128.8,-7.518503
128.85,-7.643224
128.9,-7.646717
128.95,-7.736737
129,-7.808838
129.05,-7.739012
129.1,-7.791698
129.15,-7.838911
129.2,-7.856469
129.25,-7.767576
129.3,-7.727177
129.35,-7.728141
129.4,-7.656171
129.45,-7.634928
129.5,-7.536626
129.55,-7.258067
129.6,-7.330296
129.65,-7.439119
129.7,-7.28509
129.75,-7.213328
129.8,-7.245778
129.85,-7.312367
129.9,-7.148139
129.95,-7.24707
130,-7.24707
130.05,-7.24707
130.1,-7.24707
130.15,-7.24707
130.2,-7.24707
130.25,-7.24707
130.3,-7.24707
130.35,-7.24707
130.4,-7.24707
130.45,-7.24707
130.5,-7.24707
130.55,-7.24707
130.6,-7.24707
130.65,-7.24707
130.7,-7.24707
130.75,-7.24707
130.8,-7.24707
130.85,-7.24707
130.9,-7.24707
130.95,-7.24707
131,-7.24707
131.05,-7.24707
131.1,-7.24707
131.15,-7.24707
131.2,-7.24707
131.25,-7.24707
131.3,-7.24707
131.35,-7.24707
131.4,-7.24707
131.45,-7.24707
131.5,-7.24707
131.55,-7.24707
131.6,-7.24707
131.65,-7.24707
131.7,-7.24707
131.75,-7.24707
131.8,-7.24707
131.85,-7.24707
131.9,-7.24707
131.95,-7.24707
132,-7.24707
132.05,-7.24707
132.1,-7.24707
132.15,-7.24707
132.2,-7.24707
132.25,-7.24707
132.3,-7.24707
132.35,-7.24707
132.4,-7.24707
132.45,-7.24707
132.5,-7.24707
132.55,-7.24707
132.6,-7.24707
132.65,-7.24707
132.7,-7.24707
132.75,-7.24707
132.8,-7.24707
132.85,-7.24707
132.9,-7.24707
132.95,-7.24707
133,-7.24707
133.05,-7.24707
133.1,-7.24707
133.15,-7.24707
133.2,-7.24707
133.25,-7.24707
133.3,-7.24707
133.35,-7.24707
133.4,-7.24707
133.45,-7.24707
133.5,-7.24707
133.55,-7.24707
133.6,-7.24707
133.65,-7.24707
133.7,-7.24707
133.75,-7.24707
133.8,-7.24707
133.85,-7.24707
133.9,-7.24707
133.95,-7.24707
134,-7.24707
134.05,-7.24707
134.1,-7.24707
134.15,-7.24707
134.2,-7.24707
134.25,-7.24707
134.3,-7.24707
134.35,-7.24707
134.4,-7.24707
134.45,-7.24707
134.5,-7.24707
134.55,-7.24707
134.6,-7.24707
134.65,-7.24707
134.7,-7.24707
134.75,-7.24707
134.8,-7.24707
134.85,-7.24707
134.9,-7.24707
134.95,-7.24707
135,-7.24707
135.05,-7.24707
135.1,-7.24707
135.15,-7.24707
135.2,-7.24707
135.25,-7.24707
135.3,-7.24707
135.35,-7.24707
135.4,-7.24707
135.45,-7.24707
135.5,-7.24707
135.55,-7.24707
135.6,-7.24707
135.65,-7.24707
135.7,-7.24707
135.75,-7.24707
135.8,-7.24707
135.85,-7.24707
135.9,-7.24707
135.95,-7.24707
136,-7.24707
136.05,-7.24707
136.1,-7.24707
136.15,-7.24707
136.2,-7.24707
136.25,-7.24707
136.3,-7.24707
136.35,-7.24707
136.4,-7.24707
136.45,-7.24707
136.5,-7.24707
136.55,-7.24707
136.6,-7.24707
136.65,-7.24707
136.7,-7.24707
136.75,-7.24707
136.8,-7.24707
136.85,-7.24707
136.9,-7.24707
136.95,-7.24707
137,-7.24707
137.05,-7.24707
137.1,-7.24707
137.15,-7.24707
137.2,-7.24707
137.25,-7.24707
137.3,-7.24707
137.35,-7.24707
137.4,-7.24707
137.45,-7.24707
137.5,-7.24707
137.55,-7.24707
137.6,-7.24707
137.65,-7.24707
137.7,-7.24707
137.75,-7.24707
137.8,-7.24707
137.85,-7.24707
137.9,-7.24707
137.95,-7.24707
138,-7.24707
 
Alignment,On
