Data File Name,NK_SEQ_DEC122017_High Sensitivity DNA Assay_DE24802700_2017-12-12_11-57-18.xad,,
84.05,47.02715,,
84.1,47.19304,,
84.15,46.9292,,
84.2,46.74011,,
84.25,46.55951,,
84.3,46.62948,,
84.35,47.06318,,
84.4,47.52051,,
84.45,47.70323,,
84.5,47.72947,,
84.55,47.60413,,
84.6,47.61589,,
84.65,47.91394,,
84.7,48.50597,,
84.75,49.05593,,
84.8,49.45443,,
84.85,49.73313,,
84.9,49.84184,,
84.95,49.84999,,
85,50.25169,,
85.05,50.44542,,
85.1,50.21734,,
85.15,49.91795,,
85.2,49.46858,,
85.25,49.12513,,
85.3,48.87048,,
85.35,48.77586,,
85.4,49.2972,,
85.45,50.15747,,
85.5,51.1234,,
85.55,52.09353,,
85.6,52.74369,,
85.65,53.0079,,
85.7,52.76919,,
85.75,52.19368,,
85.8,51.73175,,
85.85,51.62108,,
85.9,52.04268,,
85.95,53.05431,,
86,54.07826,,
86.05,54.60275,,
86.1,54.63145,,
86.15,54.57344,,
86.2,54.70363,,
86.25,54.85088,,
86.3,54.78185,,
86.35,54.62144,,
86.4,54.51501,,
86.45,54.46095,,
86.5,54.63432,,
86.55,54.94791,,
86.6,55.06029,,
86.65,55.16259,,
86.7,55.50359,,
86.75,55.8545,,
86.8,56.24588,,
86.85,56.39523,,
86.9,56.23073,,
86.95,56.06221,,
87,56.08378,,
87.05,56.49448,,
87.1,56.94544,,
87.15,57.15686,,
87.2,57.25386,,
87.25,57.28763,,
87.3,57.44513,,
87.35,57.69115,,
87.4,57.64174,,
87.45,57.43425,,
87.5,57.41228,,
87.55,57.8311,,
87.6,58.38211,,
87.65,59.02888,,
87.7,59.67341,,
87.75,60.02181,,
87.8,60.23069,,
87.85,60.31293,,
87.9,60.45271,,
87.95,60.76591,,
88,61.03228,,
88.05,61.24585,,
88.1,61.23986,,
88.15,60.94493,,
88.2,60.79652,,
88.25,60.68218,,
88.3,60.97272,,
88.35,61.87881,,
88.4,62.80061,,
88.45,63.49725,,
88.5,63.84173,,
88.55,63.76982,,
88.6,63.68069,,
88.65,63.51373,,
88.7,63.45535,,
88.75,63.42941,,
88.8,63.21299,,
88.85,63.11855,,
88.9,63.23703,,
88.95,63.74339,,
89,64.5175,,
89.05,65.34856,,
89.1,65.95619,,
89.15,66.03271,,
89.2,66.04581,,
89.25,65.85005,,
89.3,65.8219,,
89.35,66.23413,,
89.4,66.79372,,
89.45,67.39691,,
89.5,67.56342,,
89.55,67.30901,,
89.6,67.33283,,
89.65,67.55938,,
89.7,68.36997,,
89.75,69.45537,,
89.8,70.64674,,
89.85,71.28423,,
89.9,71.34736,,
89.95,71.11967,,
90,70.60929,,
90.05,70.11105,,
90.1,70.4185,,
90.15,71.27989,,
90.2,72.24168,,
90.25,72.56831,,
90.3,72.3353,,
90.35,71.73048,,
90.4,71.17234,,
90.45,71.35539,,
90.5,72.52671,,
90.55,74.038,,
90.6,75.04204,,
90.65,76.15193,,
90.7,76.90981,,
90.75,77.37402,,
90.8,77.35068,,
90.85,77.13319,,
90.9,77.28484,,
90.95,77.85995,,
91,78.44273,,
91.05,79.53831,,
91.1,80.34847,,
91.15,80.83533,,
91.2,81.01118,,
91.25,81.50426,,
91.3,81.94487,,
91.35,82.28531,,
91.4,82.46155,,
91.45,82.54107,,
91.5,82.75553,,
91.55,83.33231,,
91.6,83.66433,,
91.65,84.20642,,
91.7,84.62718,,
91.75,85.55191,,
91.8,86.46912,,
91.85,87.1625,,
91.9,87.53967,,
91.95,88.18385,,
92,88.38102,,
92.05,89.01099,,
92.1,89.90831,,
92.15,90.7758,,
92.2,91.1268,,
92.25,91.39873,,
92.3,92.28101,,
92.35,93.57957,,
92.4,94.3041,,
92.45,95.07464,,
92.5,95.6097,,
92.55,95.70823,,
92.6,96.41312,,
92.65,96.84994,,
92.7,97.79603,,
92.75,98.29424,,
92.8,98.64378,,
92.85,98.75549,,
92.9,98.51021,,
92.95,98.58789,,
93,99.06488,,
93.05,99.53587,,
93.1,100.7796,,
93.15,101.5985,,
93.2,102.3633,,
93.25,102.6675,,
93.3,102.524,,
93.35,103.2175,,
93.4,103.6223,,
93.45,104.6616,,
93.5,105.8919,,
93.55,107.1686,,
93.6,107.8175,,
93.65,108.4627,,
93.7,108.7995,,
93.75,108.8608,,
93.8,108.7885,,
93.85,109.2648,,
93.9,109.1665,,
93.95,108.96,,
94,108.3887,,
94.05,108.4186,,
94.1,108.663,,
94.15,109.4047,,
94.2,110.6826,,
94.25,111.8056,,
94.3,112.6533,,
94.35,114.1251,,
94.4,115.8613,,
94.45,117.1322,,
94.5,117.496,,
94.55,117.8562,,
94.6,118.2781,,
94.65,118.9222,,
94.7,119.8811,,
94.75,120.2347,,
94.8,120.701,,
94.85,120.1664,,
94.9,119.7141,,
94.95,120.7826,,
95,121.2726,,
95.05,121.9238,,
95.1,123.4287,,
95.15,124.7663,,
95.2,126.1714,,
95.25,126.789,,
95.3,127.2182,,
95.35,126.6684,,
95.4,125.2483,,
95.45,124.7492,,
95.5,125.2092,,
95.55,126.0474,,
95.6,127.6524,,
95.65,129.9642,,
95.7,131.7053,,
95.75,132.2186,,
95.8,132.3519,,
95.85,132.0037,,
95.9,132.0946,,
95.95,132.8356,,
96,133.5582,,
96.05,134.7337,,
96.1,136.0208,,
96.15,137.2032,,
96.2,137.9772,,
96.25,137.5691,,
96.3,137.582,,
96.35,137.9489,,
96.4,138.4859,,
96.45,139.0218,,
96.5,139.0892,,
96.55,139.5466,,
96.6,140.5255,,
96.65,141.3028,,
96.7,142.6505,,
96.75,144.072,,
96.8,145.6451,,
96.85,146.4977,,
96.9,146.0575,,
96.95,146.0186,,
97,144.985,,
97.05,145.0462,,
97.1,146.0946,,
97.15,147.6982,,
97.2,148.8231,,
97.25,149.6625,,
97.3,149.2524,,
97.35,148.64,,
97.4,148.0353,,
97.45,148.1674,,
97.5,148.9132,,
97.55,149.032,,
97.6,148.1038,,
97.65,147.7123,,
97.7,147.3275,,
97.75,147.5423,,
97.8,148.5682,,
97.85,149.7261,,
97.9,150.0802,,
97.95,148.5155,,
98,147.4473,,
98.05,146.9328,,
98.1,147.8779,,
98.15,148.8297,,
98.2,149.8528,,
98.25,149.2914,,
98.3,148.1255,,
98.35,146.378,,
98.4,145.2593,,
98.45,144.1375,,
98.5,144.1428,,
98.55,144.173,,
98.6,144.8454,,
98.65,144.8676,,
98.7,144.6471,,
98.75,144.0562,,
98.8,143.9063,,
98.85,143.3353,,
98.9,142.6994,,
98.95,141.8134,,
99,141.9001,,
99.05,141.5746,,
99.1,141.6792,,
99.15,141.8207,,
99.2,141.6802,,
99.25,140.662,,
99.3,140.6305,,
99.35,140.1425,,
99.4,140.6483,,
99.45,140.1699,,
99.5,139.495,,
99.55,138.5393,,
99.6,137.8088,,
99.65,137.2785,,
99.7,137.1303,,
99.75,136.3699,,
99.8,136.0889,,
99.85,135.0147,,
99.9,135.2708,,
99.95,136.5862,,
100,137.1676,,
100.05,137.5271,,
100.1,137.808,,
100.15,137.7947,,
100.2,136.6695,,
100.25,134.4972,,
100.3,133.0794,,
100.35,131.9191,,
100.4,130.2969,,
100.45,129.4267,,
100.5,129.5111,,
100.55,129.8327,,
100.6,129.621,,
100.65,129.3172,,
100.7,129.1259,,
100.75,128.9533,,
100.8,128.4528,,
100.85,127.4388,,
100.9,126.7797,,
100.95,126.8329,,
101,126.8683,,
101.05,126.5421,,
101.1,125.7323,,
101.15,124.8979,,
101.2,123.8039,,
101.25,122.0917,,
101.3,120.0857,,
101.35,118.3169,,
101.4,116.3399,,
101.45,115.1332,,
101.5,115.3073,,
101.55,116.5098,,
101.6,117.6428,,
101.65,118.6105,,
101.7,118.6177,,
101.75,117.607,,
101.8,116.6268,,
101.85,116.1233,,
101.9,115.0651,,
101.95,113.6745,,
102,112.3338,,
102.05,111.866,,
102.1,111.7361,,
102.15,111.8579,,
102.2,111.9212,,
102.25,111.2057,,
102.3,110.1152,,
102.35,109.1385,,
102.4,108.2914,,
102.45,107.1646,,
102.5,106.1065,,
102.55,105.8342,,
102.6,105.3691,,
102.65,104.3052,,
102.7,102.6535,,
102.75,100.2887,,
102.8,98.32186,,
102.85,97.2153,,
102.9,97.21673,,
102.95,98.16967,,
103,98.42389,,
103.05,97.97153,,
103.1,96.9599,,
103.15,95.60722,,
103.2,94.59888,,
103.25,93.79522,,
103.3,93.1873,,
103.35,92.54709,,
103.4,91.47477,,
103.45,90.82825,,
103.5,90.31521,,
103.55,89.31414,,
103.6,88.14584,,
103.65,87.32202,,
103.7,86.17393,,
103.75,84.32381,,
103.8,82.87435,,
103.85,82.07433,,
103.9,81.70482,,
103.95,81.75154,,
104,81.50525,,
104.05,80.67852,,
104.1,79.73305,,
104.15,78.66277,,
104.2,77.38789,,
104.25,76.13815,,
104.3,75.48554,,
104.35,75.2142,,
104.4,74.61304,,
104.45,74.44502,,
104.5,74.62466,,
104.55,73.63917,,
104.6,71.79099,,
104.65,70.09216,,
104.7,69.14054,,
104.75,68.79499,,
104.8,68.10151,,
104.85,67.59357,,
104.9,67.42926,,
104.95,66.93762,,
105,66.1118,,
105.05,65.08418,,
105.1,64.35533,,
105.15,63.54621,,
105.2,62.47057,,
105.25,62.44596,,
105.3,63.09443,,
105.35,62.99249,,
105.4,62.37545,,
105.45,61.40496,,
105.5,60.42399,,
105.55,59.6899,,
105.6,59.52103,,
105.65,59.84555,,
105.7,59.73008,,
105.75,59.13781,,
105.8,58.41873,,
105.85,57.94261,,
105.9,58.19205,,
105.95,58.96321,,
106,59.49915,,
106.05,59.62531,,
106.1,59.29454,,
106.15,58.29806,,
106.2,57.16478,,
106.25,56.87176,,
106.3,57.33613,,
106.35,57.38697,,
106.4,56.93786,,
106.45,56.37313,,
106.5,55.71441,,
106.55,55.06437,,
106.6,54.61902,,
106.65,54.2457,,
106.7,53.89912,,
106.75,53.05751,,
106.8,52.40327,,
106.85,51.97976,,
106.9,52.12191,,
106.95,52.37303,,
107,52.70336,,
107.05,52.92399,,
107.1,52.64825,,
107.15,52.10862,,
107.2,51.54006,,
107.25,50.99628,,
107.3,51.188,,
107.35,51.22516,,
107.4,50.71403,,
107.45,49.54876,,
107.5,48.42669,,
107.55,47.298,,
107.6,46.2021,,
107.65,46.15514,,
107.7,47.17344,,
107.75,47.4449,,
107.8,46.64616,,
107.85,45.65601,,
107.9,44.43571,,
107.95,42.92391,,
108,42.22459,,
108.05,42.43565,,
108.1,42.76167,,
108.15,42.59598,,
108.2,42.21918,,
108.25,42.24023,,
108.3,42.10173,,
108.35,41.75435,,
108.4,41.42546,,
108.45,40.93452,,
108.5,40.59306,,
108.55,40.0006,,
108.6,38.848,,
108.65,37.83259,,
108.7,37.08515,,
108.75,36.99626,,
108.8,36.85868,,
108.85,36.86359,,
108.9,36.94827,,
108.95,36.47163,,
109,36.17128,,
109.05,36.00626,,
109.1,35.50325,,
109.15,34.68471,,
109.2,33.85784,,
109.25,33.2333,,
109.3,33.11501,,
109.35,33.37796,,
109.4,33.79854,,
109.45,34.15265,,
109.5,34.01115,,
109.55,33.98458,,
109.6,34.18106,,
109.65,33.68763,,
109.7,32.98084,,
109.75,32.28509,,
109.8,31.17557,,
109.85,30.36895,,
109.9,29.75837,,
109.95,29.65956,,
110,29.50032,,
110.05,29.20119,,
110.1,29.48159,,
110.15,29.68765,,
110.2,28.97884,,
110.25,28.43261,,
110.3,27.75315,,
110.35,27.07541,,
110.4,27.00526,,
110.45,27.35681,,
110.5,27.24749,,
110.55,26.60679,,
110.6,25.8812,,
110.65,25.30229,,
110.7,25.15188,,
110.75,25.40001,,
110.8,25.81207,,
110.85,25.7808,,
110.9,25.25609,,
110.95,25.12001,,
111,25.07979,,
111.05,24.74998,,
111.1,24.15615,,
111.15,23.80761,,
111.2,23.91699,,
111.25,24.34787,,
111.3,24.62866,,
111.35,24.74793,,
111.4,24.84937,,
111.45,24.69553,,
111.5,24.29142,,
111.55,24.33584,,
111.6,24.01101,,
111.65,23.41437,,
111.7,23.32868,,
111.75,23.24333,,
111.8,23.2058,,
111.85,23.51813,,
111.9,23.83371,,
111.95,24.13861,,
112,24.69808,,
112.05,25.16184,,
112.1,25.81748,,
112.15,26.09732,,
112.2,27.88153,,
112.25,30.15862,,
112.3,32.77564,,
112.35,38.50821,,
112.4,44.93344,,
112.45,51.85134,,
112.5,59.58278,,
112.55,66.26793,,
112.6,73.61042,,
112.65,82.56602,,
112.7,93.6909,,
112.75,105.2927,,
112.8,113.4715,,
112.85,121.4037,,
112.9,129.3772,,
112.95,134.8666,,
113,138.0195,,
113.05,136.9895,,
113.1,133.4701,,
113.15,130.9282,,
113.2,129.0523,,
113.25,129.7643,,
113.3,129.6473,,
113.35,125.5079,,
113.4,119.2939,,
113.45,108.6736,,
113.5,100.5027,,
113.55,94.67737,,
113.6,88.08331,,
113.65,83.73311,,
113.7,80.42767,,
113.75,75.71432,,
113.8,70.71243,,
113.85,65.04558,,
113.9,62.2803,,
113.95,60.07214,,
114,57.18503,,
114.05,54.22193,,
114.1,51.20016,,
114.15,45.70694,,
114.2,42.45039,,
114.25,40.189,,
114.3,39.17561,,
114.35,39.61996,,
114.4,39.09391,,
114.45,37.05215,,
114.5,35.79811,,
114.55,32.88521,,
114.6,30.86233,,
114.65,28.63377,,
114.7,27.06501,,
114.75,26.57135,,
114.8,24.96834,,
114.85,23.53876,,
114.9,23.60554,,
114.95,23.37715,,
115,23.28728,,
115.05,22.86654,,
115.1,22.68292,,
115.15,22.44444,,
115.2,21.39559,,
115.25,20.97587,,
115.3,21.28185,,
115.35,21.1715,,
115.4,21.15164,,
115.45,21.23593,,
115.5,21.10825,,
115.55,20.14581,,
115.6,19.55216,,
115.65,19.63771,,
115.7,19.73897,,
115.75,19.32914,,
115.8,18.84962,,
115.85,18.49184,,
115.9,18.10941,,
115.95,17.92307,,
116,18.49983,,
116.05,19.31035,,
116.1,19.46941,,
116.15,18.77362,,
116.2,18.27095,,
116.25,17.95058,,
116.3,17.16566,,
116.35,16.63707,,
116.4,16.28266,,
116.45,16.2316,,
116.5,16.05859,,
116.55,16.03209,,
116.6,16.41352,,
116.65,16.17172,,
116.7,15.57599,,
116.75,15.23433,,
116.8,14.79646,,
116.85,14.52826,,
116.9,14.5414,,
116.95,14.83337,,
117,15.1346,,
117.05,15.33689,,
117.1,15.61754,,
117.15,15.50782,,
117.2,14.63648,,
117.25,13.46136,,
117.3,12.89832,,
117.35,12.84318,,
117.4,12.94849,,
117.45,13.3132,,
117.5,13.81319,,
117.55,13.81933,,
117.6,13.52449,,
117.65,13.25572,,
117.7,13.25794,,
117.75,12.98847,,
117.8,12.51113,,
117.85,12.35495,,
117.9,12.3796,,
117.95,12.33902,,
118,12.44068,,
118.05,12.66997,,
118.1,12.88622,,
118.15,12.72999,,
118.2,12.62746,,
118.25,12.60437,,
118.3,12.77952,,
118.35,12.85969,,
118.4,12.96459,,
118.45,13.11365,,
118.5,12.834,,
118.55,12.25312,,
118.6,11.91214,,
118.65,11.77291,,
118.7,11.74704,,
118.75,11.5741,,
118.8,11.53364,,
118.85,11.33809,,
118.9,10.91266,,
118.95,10.77616,,
119,11.06791,,
119.05,11.53,,
119.1,11.80598,,
119.15,11.69975,,
119.2,11.33326,,
119.25,10.69338,,
119.3,10.30608,,
119.35,10.54966,,
119.4,10.98983,,
119.45,11.25254,,
119.5,11.25691,,
119.55,11.11405,,
119.6,10.97842,,
119.65,10.83268,,
119.7,10.89954,,
119.75,10.89738,,
119.8,10.53912,,
119.85,10.08835,,
119.9,9.817002,,
119.95,9.84634,,
120,9.887727,,
120.05,9.873683,,
120.1,10.00154,,
120.15,10.21067,,
120.2,10.28301,,
120.25,10.4307,,
120.3,10.66207,,
120.35,10.69068,,
120.4,10.33461,,
120.45,9.883987,,
120.5,9.655235,,
120.55,9.742978,,
120.6,10.15889,,
120.65,10.60224,,
120.7,10.78795,,
120.75,10.90858,,
120.8,10.90214,,
120.85,10.68364,,
120.9,10.51559,,
120.95,10.71168,,
121,10.92781,,
121.05,10.81828,,
121.1,10.75456,,
121.15,10.88765,,
121.2,10.999,,
121.25,10.99072,,
121.3,11.07624,,
121.35,11.34058,,
121.4,11.17269,,
121.45,10.70607,,
121.5,10.51187,,
121.55,10.23187,,
121.6,9.64672,,
121.65,9.194193,,
121.7,9.135501,,
121.75,9.282089,,
121.8,9.381856,,
121.85,9.524949,,
121.9,9.692105,,
121.95,9.654525,,
122,9.649668,,
122.05,9.854905,,
122.1,10.11486,,
122.15,10.31048,,
122.2,10.333,,
122.25,10.17043,,
122.3,9.894478,,
122.35,9.748247,,
122.4,9.949492,,
122.45,10.31978,,
122.5,10.75919,,
122.55,10.88293,,
122.6,10.41743,,
122.65,9.847366,,
122.7,9.500585,,
122.75,9.478539,,
122.8,9.702066,,
122.85,10.02136,,
122.9,10.2462,,
122.95,10.16518,,
123,9.801822,,
123.05,9.442365,,
123.1,9.294644,,
123.15,9.335055,,
123.2,9.534715,,
123.25,9.727427,,
123.3,9.697595,,
123.35,9.577258,,
123.4,9.363458,,
123.45,9.232656,,
123.5,9.190863,,
123.55,9.135844,,
123.6,9.133031,,
123.65,9.23295,,
123.7,9.494431,,
123.75,9.582838,,
123.8,9.382348,,
123.85,9.081723,,
123.9,8.832881,,
123.95,8.910821,,
124,9.116447,,
124.05,9.359331,,
124.1,9.414855,,
124.15,9.099846,,
124.2,8.738957,,
124.25,8.504013,,
124.3,8.436481,,
124.35,8.381524,,
124.4,8.382629,,
124.45,8.643694,,
124.5,8.907907,,
124.55,9.184763,,
124.6,9.469773,,
124.65,9.53828,,
124.7,9.391974,,
124.75,9.188616,,
124.8,8.962584,,
124.85,8.824684,,
124.9,8.731301,,
124.95,8.832725,,
125,9.041162,,
125.05,9.258597,,
125.1,9.294083,,
125.15,9.268629,,
125.2,9.188814,,
125.25,9.010532,,
125.3,8.917551,,
125.35,9.22802,,
125.4,9.557181,,
125.45,9.749396,,
125.5,9.879896,,
125.55,10.04624,,
125.6,9.889313,,
125.65,9.593884,,
125.7,9.357646,,
125.75,9.180556,,
125.8,8.791113,,
125.85,8.516521,,
125.9,8.473635,,
125.95,8.572374,,
126,8.819274,,
126.05,9.089501,,
126.1,8.984262,,
126.15,8.589306,,
126.2,8.02612,,
126.25,7.575212,,
126.3,7.656068,,
126.35,8.126071,,
126.4,8.548062,,
126.45,8.667718,,
126.5,8.504751,,
126.55,8.135343,,
126.6,7.980739,,
126.65,7.939439,,
126.7,8.185202,,
126.75,8.261604,,
126.8,8.279583,,
126.85,8.6029,,
126.9,8.762993,,
126.95,8.785427,,
127,8.711112,,
127.05,8.331285,,
127.1,7.866737,,
127.15,7.336345,,
127.2,7.051656,,
127.25,7.146466,,
127.3,7.492582,,
127.35,8.125113,,
127.4,8.553116,,
127.45,8.758768,,
127.5,8.610539,,
127.55,8.174606,,
127.6,7.798536,,
127.65,7.593313,,
127.7,7.553615,,
127.75,7.524919,,
127.8,7.518034,,
127.85,7.900907,,
127.9,8.205216,,
127.95,8.247202,,
128,8.255626,,
128.05,8.369085,,
128.1,8.427989,,
128.15,8.41001,,
128.2,8.428704,,
128.25,8.392988,,
128.3,8.037086,,
128.35,7.699428,,
128.4,7.770772,,
128.45,7.935738,,
128.5,7.736005,,
128.55,7.501788,,
128.6,7.460627,,
128.65,7.351353,,
128.7,7.178329,,
128.75,7.242476,,
128.8,7.395664,,
128.85,7.607874,,
128.9,7.774928,,
128.95,8.044988,,
129,8.225137,,
129.05,8.144893,,
129.1,8.012643,,
129.15,7.697081,,
129.2,7.467164,,
129.25,7.375269,,
129.3,7.395735,,
129.35,7.491301,,
129.4,7.735296,,
129.45,8.053403,,
129.5,8.042055,,
129.55,7.919033,,
129.6,7.991545,,
129.65,7.971711,,
129.7,8.020213,,
129.75,7.915886,,
129.8,7.877247,,
129.85,7.745222,,
129.9,7.515876,,
129.95,7.634916,,
130,7.642737,,
130.05,7.526999,,
130.1,7.572055,,
130.15,7.646795,,
130.2,7.718633,,
130.25,7.702766,,
130.3,7.744577,,
130.35,7.94869,,
130.4,7.924652,,
130.45,7.624599,,
130.5,7.306305,,
130.55,7.239776,,
130.6,6.999944,,
130.65,6.951348,,
130.7,7.089927,,
130.75,7.184097,,
130.8,6.888225,,
130.85,6.647679,,
130.9,6.771255,,
130.95,6.828249,,
131,6.894573,,
131.05,7.204732,,
131.1,7.276078,,
131.15,7.134318,,
131.2,7.133161,,
131.25,7.456023,,
131.3,7.554907,,
131.35,7.476817,,
131.4,7.436829,,
131.45,7.235818,,
131.5,7.243541,,
131.55,7.439583,,
131.6,7.775055,,
131.65,7.756486,,
131.7,7.786712,,
131.75,7.638567,,
131.8,7.397142,,
131.85,7.02682,,
131.9,6.953066,,
131.95,7.261997,,
132,7.450983,,
132.05,7.252376,,
132.1,7.388615,,
132.15,7.526136,,
132.2,7.474222,,
132.25,7.313096,,
132.3,7.421092,,
132.35,7.463063,,
132.4,7.231774,,
132.45,7.215819,,
132.5,7.73434,,
132.55,7.884625,,
132.6,7.53301,,
132.65,7.428888,,
132.7,7.337398,,
132.75,7.169343,,
132.8,7.420024,,
132.85,7.877866,,
132.9,8.161445,,
132.95,8.131056,,
133,8.019915,,
133.05,7.892819,,
133.1,7.427082,,
133.15,7.153997,,
133.2,7.270046,,
133.25,7.216721,,
133.3,7.17633,,
133.35,7.225813,,
133.4,7.213374,,
133.45,7.249397,,
133.5,7.389724,,
133.55,7.536223,,
133.6,7.569686,,
133.65,7.544851,,
133.7,7.62321,,
133.75,7.645265,,
133.8,7.369574,,
133.85,7.153285,,
133.9,6.98618,,
133.95,6.744593,,
134,6.642092,,
134.05,6.681942,,
134.1,6.815883,,
134.15,6.888651,,
134.2,6.891371,,
134.25,6.928918,,
134.3,6.83251,,
134.35,6.792205,,
134.4,6.830522,,
134.45,6.998926,,
134.5,6.983822,,
134.55,7.007191,,
134.6,6.945337,,
134.65,6.61539,,
134.7,6.321213,,
134.75,6.219951,,
134.8,6.197815,,
134.85,6.362272,,
134.9,6.570898,,
134.95,6.535946,,
135,6.101857,,
135.05,5.658954,,
135.1,5.536865,,
135.15,5.774487,,
135.2,6.169258,,
135.25,6.711999,,
135.3,7.113457,,
135.35,6.919382,,
135.4,6.597897,,
135.45,6.508289,,
135.5,6.44607,,
135.55,6.424843,,
135.6,6.400912,,
135.65,6.494659,,
135.7,6.544067,,
135.75,6.40123,,
135.8,6.184385,,
135.85,6.183392,,
135.9,6.379395,,
135.95,6.69891,,
136,6.967319,,
136.05,6.863836,,
136.1,6.574274,,
136.15,6.332629,,
136.2,6.192461,,
136.25,6.229185,,
136.3,6.48772,,
136.35,6.926373,,
136.4,7.222218,,
136.45,7.196388,,
136.5,7.299234,,
136.55,7.494422,,
136.6,7.495911,,
136.65,7.495911,,
136.7,7.495911,,
136.75,7.495911,,
136.8,7.495911,,
136.85,7.495911,,
136.9,7.495911,,
136.95,7.495911,,
137,7.495911,,
137.05,7.495911,,
137.1,7.495911,,
137.15,7.495911,,
137.2,7.495911,,
137.25,7.495911,,
137.3,7.495911,,
137.35,7.495911,,
137.4,7.495911,,
137.45,7.495911,,
137.5,7.495911,,
137.55,7.495911,,
137.6,7.495911,,
137.65,7.495911,,
137.7,7.495911,,
137.75,7.495911,,
137.8,7.495911,,
137.85,7.495911,,
137.9,7.495911,,
137.95,7.495911,,
138,7.495911,,
 ,,,
Alignment,On,,
