Data File Name,Nexterajlc_High Sensitivity DNA Assay_DE24802700_2017-11-14_10-57-20.xad,,
83.9,73.26478,,
83.95,74.09818,,
84,74.50784,,
84.05,74.60595,,
84.1,74.39189,,
84.15,73.48755,,
84.2,73.34671,,
84.25,73.97342,,
84.3,74.57053,,
84.35,74.99791,,
84.4,75.23494,,
84.45,75.16098,,
84.5,75.17474,,
84.55,75.72483,,
84.6,76.17075,,
84.65,76.45967,,
84.7,76.29301,,
84.75,76.27892,,
84.8,76.11954,,
84.85,76.5228,,
84.9,77.39482,,
84.95,78.4303,,
85,79.51078,,
85.05,80.21291,,
85.1,80.62263,,
85.15,80.89034,,
85.2,80.75198,,
85.25,80.50935,,
85.3,81.08243,,
85.35,81.70533,,
85.4,82.42245,,
85.45,83.10346,,
85.5,83.15871,,
85.55,83.03001,,
85.6,82.75485,,
85.65,82.58026,,
85.7,82.39387,,
85.75,82.33041,,
85.8,82.73173,,
85.85,83.66306,,
85.9,84.69208,,
85.95,85.40916,,
86,86.08718,,
86.05,87.09834,,
86.1,88.39838,,
86.15,89.11391,,
86.2,89.7363,,
86.25,89.94307,,
86.3,89.75639,,
86.35,89.81332,,
86.4,89.578,,
86.45,89.51237,,
86.5,89.40263,,
86.55,89.02113,,
86.6,88.90351,,
86.65,89.28595,,
86.7,89.74583,,
86.75,89.89242,,
86.8,89.79259,,
86.85,88.81239,,
86.9,88.14266,,
86.95,87.38835,,
87,87.8672,,
87.05,88.77928,,
87.1,89.20715,,
87.15,89.38737,,
87.2,89.34137,,
87.25,88.82387,,
87.3,88.15684,,
87.35,87.99036,,
87.4,88.47295,,
87.45,89.3908,,
87.5,89.88119,,
87.55,89.83082,,
87.6,89.23885,,
87.65,88.08675,,
87.7,87.72578,,
87.75,87.85569,,
87.8,88.747,,
87.85,89.80211,,
87.9,90.83327,,
87.95,91.57812,,
88,91.70925,,
88.05,91.45669,,
88.1,91.28396,,
88.15,91.56676,,
88.2,91.48214,,
88.25,92.10268,,
88.3,92.54948,,
88.35,93.5178,,
88.4,93.89784,,
88.45,94.24102,,
88.5,94.44097,,
88.55,94.97949,,
88.6,95.74126,,
88.65,96.50044,,
88.7,97.32922,,
88.75,98.2272,,
88.8,98.95522,,
88.85,99.17982,,
88.9,99.25134,,
88.95,99.14445,,
89,99.04402,,
89.05,99.27544,,
89.1,99.62158,,
89.15,100.366,,
89.2,101.1683,,
89.25,101.71,,
89.3,102.3401,,
89.35,103.0328,,
89.4,103.6544,,
89.45,104.1931,,
89.5,104.3939,,
89.55,104.6961,,
89.6,105.4577,,
89.65,105.4731,,
89.7,105.4507,,
89.75,106.1088,,
89.8,106.2681,,
89.85,106.5756,,
89.9,107.143,,
89.95,108.396,,
90,109.5236,,
90.05,110.0659,,
90.1,110.2782,,
90.15,110.4058,,
90.2,110.6746,,
90.25,111.1275,,
90.3,111.5093,,
90.35,111.9766,,
90.4,112.7925,,
90.45,113.1305,,
90.5,113.9044,,
90.55,114.5695,,
90.6,115.3066,,
90.65,115.9112,,
90.7,116.2767,,
90.75,116.2991,,
90.8,115.9301,,
90.85,115.2553,,
90.9,114.6963,,
90.95,114.9885,,
91,115.7388,,
91.05,117.0029,,
91.1,117.65,,
91.15,117.9797,,
91.2,118.1579,,
91.25,118.131,,
91.3,118.5254,,
91.35,119.0878,,
91.4,119.6041,,
91.45,119.4015,,
91.5,118.7589,,
91.55,119.0581,,
91.6,120.5594,,
91.65,121.7775,,
91.7,121.902,,
91.75,122.2702,,
91.8,121.6904,,
91.85,122.1018,,
91.9,122.3633,,
91.95,124.2617,,
92,126.2126,,
92.05,127.0138,,
92.1,127.7753,,
92.15,128.296,,
92.2,128.0176,,
92.25,127.8369,,
92.3,128.2411,,
92.35,128.1472,,
92.4,128.0007,,
92.45,127.8981,,
92.5,128.5802,,
92.55,129.44,,
92.6,130.0751,,
92.65,131.4408,,
92.7,133.0884,,
92.75,133.4698,,
92.8,133.0796,,
92.85,132.8166,,
92.9,132.9532,,
92.95,133.381,,
93,134.1561,,
93.05,135.7288,,
93.1,137.9812,,
93.15,139.2731,,
93.2,140.148,,
93.25,141.0523,,
93.3,140.7284,,
93.35,139.8305,,
93.4,138.2316,,
93.45,137.689,,
93.5,138.0091,,
93.55,138.9356,,
93.6,140.7526,,
93.65,142.6323,,
93.7,143.609,,
93.75,144.5046,,
93.8,145.3308,,
93.85,145.6907,,
93.9,146.3477,,
93.95,147.5448,,
94,148.4156,,
94.05,148.7775,,
94.1,148.595,,
94.15,148.4134,,
94.2,148.4147,,
94.25,148.6908,,
94.3,149.3282,,
94.35,150.2713,,
94.4,151.4162,,
94.45,152.9179,,
94.5,155.0634,,
94.55,157.2575,,
94.6,158.4425,,
94.65,159.1145,,
94.7,159.9402,,
94.75,159.9231,,
94.8,159.8917,,
94.85,160.1005,,
94.9,160.539,,
94.95,161.1032,,
95,161.268,,
95.05,161.1615,,
95.1,161.1081,,
95.15,160.7357,,
95.2,160.6838,,
95.25,161.4092,,
95.3,162.9302,,
95.35,164.0445,,
95.4,164.8025,,
95.45,165.5,,
95.5,166.4185,,
95.55,166.6855,,
95.6,167.2043,,
95.65,167.8434,,
95.7,168.4242,,
95.75,168.2421,,
95.8,167.261,,
95.85,167.0638,,
95.9,167.5249,,
95.95,167.9615,,
96,167.7205,,
96.05,168.6462,,
96.1,168.4704,,
96.15,167.8156,,
96.2,166.8535,,
96.25,166.4048,,
96.3,165.937,,
96.35,165.6433,,
96.4,165.4565,,
96.45,165.3895,,
96.5,165.4696,,
96.55,165.1314,,
96.6,164.1838,,
96.65,162.908,,
96.7,161.5845,,
96.75,161.0986,,
96.8,162.07,,
96.85,163.2198,,
96.9,164.3351,,
96.95,164.8958,,
97,165.3198,,
97.05,165.5648,,
97.1,165.6736,,
97.15,165.7501,,
97.2,165.7515,,
97.25,165.8407,,
97.3,166.1293,,
97.35,165.9025,,
97.4,166.1516,,
97.45,166.7426,,
97.5,165.4412,,
97.55,164.1862,,
97.6,162.0714,,
97.65,160.696,,
97.7,160.3588,,
97.75,159.5208,,
97.8,158.5579,,
97.85,157.2968,,
97.9,155.4949,,
97.95,154.6748,,
98,154.927,,
98.05,154.4324,,
98.1,155.0242,,
98.15,153.9287,,
98.2,152.8683,,
98.25,151.9533,,
98.3,151.4711,,
98.35,151.8327,,
98.4,152.0243,,
98.45,150.5822,,
98.5,148.7574,,
98.55,146.8954,,
98.6,144.6986,,
98.65,143.1688,,
98.7,142.2984,,
98.75,140.8795,,
98.8,139.3669,,
98.85,137.5788,,
98.9,135.429,,
98.95,134.0329,,
99,132.4962,,
99.05,132.1925,,
99.1,131.8775,,
99.15,130.2977,,
99.2,128.3102,,
99.25,126.7846,,
99.3,125.8162,,
99.35,125.1576,,
99.4,124.1066,,
99.45,122.4725,,
99.5,121.0843,,
99.55,118.6999,,
99.6,116.8435,,
99.65,114.972,,
99.7,112.9675,,
99.75,111.1041,,
99.8,109.162,,
99.85,107.2111,,
99.9,105.4456,,
99.95,103.4091,,
100,101.2857,,
100.05,99.63085,,
100.1,98.14304,,
100.15,97.26365,,
100.2,97.1356,,
100.25,95.64058,,
100.3,93.50349,,
100.35,91.67559,,
100.4,91.06849,,
100.45,90.02829,,
100.5,88.98883,,
100.55,87.96622,,
100.6,87.43444,,
100.65,86.59411,,
100.7,85.19971,,
100.75,84.00537,,
100.8,83.0256,,
100.85,82.26361,,
100.9,80.91288,,
100.95,80.244,,
101,77.88137,,
101.05,76.11065,,
101.1,73.78923,,
101.15,71.89812,,
101.2,70.34856,,
101.25,69.02094,,
101.3,68.23034,,
101.35,67.78531,,
101.4,67.41376,,
101.45,67.33371,,
101.5,67.37735,,
101.55,66.75877,,
101.6,66.13458,,
101.65,65.12585,,
101.7,63.91158,,
101.75,63.26212,,
101.8,62.50854,,
101.85,61.97906,,
101.9,61.36572,,
101.95,60.36995,,
102,59.30614,,
102.05,58.39519,,
102.1,57.42977,,
102.15,56.71217,,
102.2,56.74555,,
102.25,56.91344,,
102.3,57.0541,,
102.35,56.49691,,
102.4,56.05778,,
102.45,56.38279,,
102.5,55.4026,,
102.55,54.2696,,
102.6,53.30748,,
102.65,52.84744,,
102.7,52.09908,,
102.75,51.46969,,
102.8,51.71383,,
102.85,52.33528,,
102.9,52.18192,,
102.95,51.1731,,
103,50.67603,,
103.05,50.5108,,
103.1,50.52692,,
103.15,49.89825,,
103.2,50.33806,,
103.25,50.69458,,
103.3,51.36459,,
103.35,51.32426,,
103.4,51.37606,,
103.45,51.79466,,
103.5,52.06135,,
103.55,52.05285,,
103.6,52.05502,,
103.65,52.0296,,
103.7,51.66291,,
103.75,50.92228,,
103.8,48.86458,,
103.85,48.36841,,
103.9,47.61496,,
103.95,47.60087,,
104,47.89546,,
104.05,48.48781,,
104.1,49.21112,,
104.15,50.14057,,
104.2,50.86689,,
104.25,51.27325,,
104.3,51.48088,,
104.35,51.11067,,
104.4,50.93053,,
104.45,51.25503,,
104.5,51.20124,,
104.55,51.74278,,
104.6,53.15959,,
104.65,54.34048,,
104.7,55.02346,,
104.75,55.4674,,
104.8,55.99881,,
104.85,56.35601,,
104.9,56.23441,,
104.95,55.87972,,
105,55.82995,,
105.05,56.161,,
105.1,56.52513,,
105.15,57.46701,,
105.2,58.73509,,
105.25,59.81208,,
105.3,60.15205,,
105.35,61.29125,,
105.4,61.9768,,
105.45,62.49836,,
105.5,63.15195,,
105.55,64.31454,,
105.6,66.05186,,
105.65,67.89812,,
105.7,69.43806,,
105.75,70.84004,,
105.8,71.84217,,
105.85,70.6195,,
105.9,69.96046,,
105.95,71.39745,,
106,73.58275,,
106.05,76.1236,,
106.1,77.0597,,
106.15,76.96257,,
106.2,76.15107,,
106.25,75.40682,,
106.3,75.72431,,
106.35,76.78284,,
106.4,77.4981,,
106.45,78.05779,,
106.5,79.27445,,
106.55,80.32559,,
106.6,83.40836,,
106.65,86.36456,,
106.7,89.2457,,
106.75,89.88364,,
106.8,88.7691,,
106.85,87.67809,,
106.9,87.5927,,
106.95,87.71822,,
107,88.35621,,
107.05,89.03873,,
107.1,89.04047,,
107.15,88.79358,,
107.2,87.92625,,
107.25,87.08939,,
107.3,86.0338,,
107.35,84.38628,,
107.4,82.73674,,
107.45,81.9603,,
107.5,80.95969,,
107.55,80.62179,,
107.6,81.0333,,
107.65,81.86447,,
107.7,82.83266,,
107.75,83.62675,,
107.8,83.68528,,
107.85,82.72488,,
107.9,81.22978,,
107.95,79.48831,,
108,78.03947,,
108.05,77.32378,,
108.1,76.61521,,
108.15,75.69006,,
108.2,74.83265,,
108.25,73.10524,,
108.3,71.59333,,
108.35,70.81217,,
108.4,70.30586,,
108.45,69.70317,,
108.5,68.87799,,
108.55,68.25913,,
108.6,68.73299,,
108.65,69.27036,,
108.7,68.26959,,
108.75,68.36976,,
108.8,68.72284,,
108.85,68.70084,,
108.9,68.42183,,
108.95,68.09357,,
109,67.20237,,
109.05,65.66762,,
109.1,63.81137,,
109.15,62.26135,,
109.2,61.33075,,
109.25,61.04514,,
109.3,61.12561,,
109.35,60.39791,,
109.4,60.11037,,
109.45,59.26259,,
109.5,58.24493,,
109.55,57.60505,,
109.6,57.9953,,
109.65,58.69986,,
109.7,58.69843,,
109.75,58.02611,,
109.8,57.42963,,
109.85,56.90162,,
109.9,56.5051,,
109.95,56.54577,,
110,56.5793,,
110.05,56.16451,,
110.1,54.49582,,
110.15,52.60854,,
110.2,52.56807,,
110.25,52.87841,,
110.3,53.97054,,
110.35,54.39919,,
110.4,54.13858,,
110.45,53.55926,,
110.5,52.43525,,
110.55,50.97888,,
110.6,49.88198,,
110.65,49.17007,,
110.7,48.68656,,
110.75,48.95627,,
110.8,48.33612,,
110.85,48.86385,,
110.9,49.12519,,
110.95,49.67742,,
111,49.12544,,
111.05,48.79859,,
111.1,48.59459,,
111.15,48.86009,,
111.2,48.72272,,
111.25,48.3757,,
111.3,47.90452,,
111.35,47.18419,,
111.4,46.79185,,
111.45,46.41313,,
111.5,46.53634,,
111.55,47.29727,,
111.6,47.51258,,
111.65,47.48322,,
111.7,46.5412,,
111.75,44.6587,,
111.8,43.36585,,
111.85,42.57873,,
111.9,42.60631,,
111.95,43.41415,,
112,44.55302,,
112.05,45.92967,,
112.1,47.56103,,
112.15,49.5589,,
112.2,53.51531,,
112.25,58.36772,,
112.3,63.64264,,
112.35,70.43335,,
112.4,80.1828,,
112.45,90.2144,,
112.5,103.2669,,
112.55,118.2525,,
112.6,133.941,,
112.65,148.2213,,
112.7,160.9792,,
112.75,175.7572,,
112.8,193.5318,,
112.85,208.9779,,
112.9,220.2231,,
112.95,226.7669,,
113,227.5191,,
113.05,221.5743,,
113.1,214.6355,,
113.15,209.1046,,
113.2,202.6338,,
113.25,193.564,,
113.3,182.8484,,
113.35,172.2298,,
113.4,162.2803,,
113.45,152.3237,,
113.5,142.371,,
113.55,133.223,,
113.6,123.4356,,
113.65,113.3502,,
113.7,103.8601,,
113.75,94.53133,,
113.8,88.28559,,
113.85,82.49445,,
113.9,78.55637,,
113.95,76.4084,,
114,74.63754,,
114.05,72.26591,,
114.1,69.17799,,
114.15,65.60612,,
114.2,62.03741,,
114.25,58.83207,,
114.3,55.64879,,
114.35,54.04636,,
114.4,53.48922,,
114.45,54.51895,,
114.5,55.43545,,
114.55,54.85313,,
114.6,52.32726,,
114.65,49.21123,,
114.7,46.28075,,
114.75,44.39906,,
114.8,43.47768,,
114.85,43.50983,,
114.9,44.35127,,
114.95,44.85938,,
115,45.26258,,
115.05,45.3041,,
115.1,45.183,,
115.15,45.85851,,
115.2,46.00626,,
115.25,44.96017,,
115.3,44.19934,,
115.35,42.65136,,
115.4,40.96626,,
115.45,39.7697,,
115.5,39.4932,,
115.55,39.88665,,
115.6,40.01517,,
115.65,39.51686,,
115.7,38.96869,,
115.75,38.73647,,
115.8,38.38359,,
115.85,38.64613,,
115.9,38.30314,,
115.95,38.12923,,
116,37.05011,,
116.05,36.30418,,
116.1,35.47707,,
116.15,34.53529,,
116.2,33.82277,,
116.25,33.55449,,
116.3,33.32788,,
116.35,32.94716,,
116.4,33.26291,,
116.45,32.99838,,
116.5,32.77411,,
116.55,32.65113,,
116.6,33.00367,,
116.65,33.62645,,
116.7,34.32447,,
116.75,34.86511,,
116.8,35.6524,,
116.85,35.8942,,
116.9,35.28936,,
116.95,33.99704,,
117,32.35702,,
117.05,30.9746,,
117.1,30.21969,,
117.15,30.60396,,
117.2,31.14721,,
117.25,31.96345,,
117.3,32.54123,,
117.35,32.60085,,
117.4,32.79847,,
117.45,32.96801,,
117.5,32.79898,,
117.55,32.02863,,
117.6,30.88069,,
117.65,29.99652,,
117.7,29.60986,,
117.75,29.56831,,
117.8,30.02194,,
117.85,30.60702,,
117.9,30.86864,,
117.95,30.70553,,
118,30.17618,,
118.05,30.13796,,
118.1,30.08231,,
118.15,30.43276,,
118.2,30.68611,,
118.25,30.94973,,
118.3,30.89522,,
118.35,30.69882,,
118.4,30.44382,,
118.45,29.71396,,
118.5,28.95519,,
118.55,28.63096,,
118.6,28.89089,,
118.65,29.08669,,
118.7,29.97932,,
118.75,30.20321,,
118.8,30.50631,,
118.85,30.14334,,
118.9,29.90578,,
118.95,29.51017,,
119,28.90075,,
119.05,28.35213,,
119.1,28.16813,,
119.15,28.40297,,
119.2,28.78778,,
119.25,29.37721,,
119.3,29.64627,,
119.35,29.20078,,
119.4,28.22681,,
119.45,27.49247,,
119.5,27.21921,,
119.55,27.28052,,
119.6,27.63963,,
119.65,28.13303,,
119.7,28.44899,,
119.75,28.74088,,
119.8,29.03384,,
119.85,28.99673,,
119.9,28.66263,,
119.95,28.2739,,
120,28.10232,,
120.05,28.3345,,
120.1,27.90741,,
120.15,27.22918,,
120.2,27.02096,,
120.25,26.73928,,
120.3,26.85981,,
120.35,27.13669,,
120.4,27.1922,,
120.45,27.12857,,
120.5,27.03615,,
120.55,26.81333,,
120.6,26.78519,,
120.65,27.47726,,
120.7,28.16651,,
120.75,28.11906,,
120.8,27.39754,,
120.85,26.92163,,
120.9,26.65823,,
120.95,26.41681,,
121,25.89757,,
121.05,25.77569,,
121.1,25.95235,,
121.15,26.12616,,
121.2,26.42429,,
121.25,26.73619,,
121.3,26.62851,,
121.35,26.44377,,
121.4,26.65666,,
121.45,26.66061,,
121.5,27.05039,,
121.55,27.5876,,
121.6,27.29154,,
121.65,26.68059,,
121.7,26.08582,,
121.75,25.54488,,
121.8,25.35798,,
121.85,25.1526,,
121.9,24.86023,,
121.95,24.83473,,
122,25.01333,,
122.05,25.41766,,
122.1,26.13748,,
122.15,26.34466,,
122.2,26.01136,,
122.25,26.06825,,
122.3,25.46053,,
122.35,24.86593,,
122.4,24.93607,,
122.45,24.91821,,
122.5,24.56101,,
122.55,24.35065,,
122.6,24.60864,,
122.65,25.40837,,
122.7,26.46132,,
122.75,27.02637,,
122.8,27.46555,,
122.85,27.7274,,
122.9,26.44838,,
122.95,25.60694,,
123,25.10468,,
123.05,25.10762,,
123.1,25.54255,,
123.15,26.2441,,
123.2,27.01938,,
123.25,27.2123,,
123.3,26.46536,,
123.35,25.42006,,
123.4,24.76987,,
123.45,24.24782,,
123.5,23.85847,,
123.55,24.23401,,
123.6,24.85346,,
123.65,24.75376,,
123.7,24.57406,,
123.75,24.70132,,
123.8,24.73582,,
123.85,24.64735,,
123.9,24.46439,,
123.95,24.36334,,
124,24.03814,,
124.05,23.53666,,
124.1,23.36648,,
124.15,23.37918,,
124.2,23.59976,,
124.25,24.28121,,
124.3,24.76236,,
124.35,24.63305,,
124.4,24.2925,,
124.45,24.05831,,
124.5,24.05441,,
124.55,23.85614,,
124.6,24.00916,,
124.65,24.45444,,
124.7,24.85945,,
124.75,25.24485,,
124.8,25.63974,,
124.85,25.77211,,
124.9,25.45875,,
124.95,24.76837,,
125,23.90364,,
125.05,23.38625,,
125.1,23.40588,,
125.15,23.9092,,
125.2,24.28353,,
125.25,24.3846,,
125.3,24.51068,,
125.35,24.44914,,
125.4,24.16642,,
125.45,23.80912,,
125.5,23.64254,,
125.55,23.9883,,
125.6,24.53541,,
125.65,25.20676,,
125.7,25.44322,,
125.75,25.32004,,
125.8,24.9301,,
125.85,24.44482,,
125.9,23.75238,,
125.95,23.7466,,
126,24.01416,,
126.05,24.28139,,
126.1,24.42319,,
126.15,24.53025,,
126.2,24.70726,,
126.25,24.58692,,
126.3,23.96201,,
126.35,23.76783,,
126.4,24.18013,,
126.45,24.23903,,
126.5,24.34216,,
126.55,24.31605,,
126.6,24.0955,,
126.65,23.52571,,
126.7,23.01718,,
126.75,23.04662,,
126.8,23.6023,,
126.85,24.03708,,
126.9,23.88242,,
126.95,23.51768,,
127,23.35647,,
127.05,22.9228,,
127.1,22.3765,,
127.15,21.9408,,
127.2,21.91169,,
127.25,21.87801,,
127.3,21.56108,,
127.35,21.68631,,
127.4,22.18366,,
127.45,22.60543,,
127.5,22.81527,,
127.55,22.81105,,
127.6,22.66262,,
127.65,22.37584,,
127.7,21.87803,,
127.75,21.86472,,
127.8,21.88143,,
127.85,21.81543,,
127.9,22.17603,,
127.95,22.06047,,
128,22.2135,,
128.05,22.24125,,
128.1,21.92202,,
128.15,21.53291,,
128.2,21.12695,,
128.25,20.87203,,
128.3,21.21684,,
128.35,21.90968,,
128.4,22.11264,,
128.45,22.47246,,
128.5,23.03106,,
128.55,23.04793,,
128.6,22.53162,,
128.65,21.89769,,
128.7,21.40862,,
128.75,21.24457,,
128.8,20.74895,,
128.85,20.92845,,
128.9,21.56161,,
128.95,21.65383,,
129,21.05398,,
129.05,20.31663,,
129.1,19.72781,,
129.15,19.14522,,
129.2,18.73692,,
129.25,19.24875,,
129.3,20.71401,,
129.35,21.68658,,
129.4,22.41702,,
129.45,22.95904,,
129.5,23.07822,,
129.55,23.01969,,
129.6,22.93754,,
129.65,22.84311,,
129.7,22.44966,,
129.75,21.52715,,
129.8,20.57923,,
129.85,20.24644,,
129.9,20.29796,,
129.95,20.78993,,
130,21.64147,,
130.05,22.46052,,
130.1,22.72424,,
130.15,22.57447,,
130.2,22.64934,,
130.25,22.9794,,
130.3,23.12858,,
130.35,22.82915,,
130.4,22.15166,,
130.45,21.2889,,
130.5,20.47574,,
130.55,20.02794,,
130.6,20.11163,,
130.65,20.83011,,
130.7,21.48671,,
130.75,21.56082,,
130.8,21.2692,,
130.85,21.42802,,
130.9,21.83981,,
130.95,22.31435,,
131,22.33527,,
131.05,22.31117,,
131.1,22.20985,,
131.15,21.84233,,
131.2,21.95757,,
131.25,22.42591,,
131.3,22.83105,,
131.35,22.29826,,
131.4,21.21595,,
131.45,19.8473,,
131.5,19.30166,,
131.55,19.44635,,
131.6,20.07571,,
131.65,20.4931,,
131.7,20.45321,,
131.75,20.05091,,
131.8,19.62186,,
131.85,19.28658,,
131.9,19.00321,,
131.95,19.12403,,
132,19.2322,,
132.05,18.88001,,
132.1,19.03066,,
132.15,19.33862,,
132.2,19.99114,,
132.25,20.25472,,
132.3,20.34497,,
132.35,20.10623,,
132.4,19.60767,,
132.45,19.35408,,
132.5,19.1987,,
132.55,18.86573,,
132.6,18.80528,,
132.65,19.21079,,
132.7,19.7198,,
132.75,20.26138,,
132.8,20.2896,,
132.85,20.63991,,
132.9,20.9196,,
132.95,20.29051,,
133,19.99534,,
133.05,20.16198,,
133.1,20.42957,,
133.15,20.49858,,
133.2,20.4537,,
133.25,20.64264,,
133.3,20.97805,,
133.35,20.84766,,
133.4,20.37583,,
133.45,20.14488,,
133.5,20.21668,,
133.55,20.05404,,
133.6,20.07751,,
133.65,20.53206,,
133.7,20.53288,,
133.75,19.76451,,
133.8,19.07978,,
133.85,18.84848,,
133.9,18.89871,,
133.95,19.09904,,
134,19.45855,,
134.05,19.8507,,
134.1,19.85234,,
134.15,19.51069,,
134.2,19.18352,,
134.25,19.37518,,
134.3,19.70258,,
134.35,19.9898,,
134.4,19.77632,,
134.45,19.83594,,
134.5,19.72111,,
134.55,19.17852,,
134.6,18.516,,
134.65,18.22418,,
134.7,18.54759,,
134.75,18.97899,,
134.8,18.71679,,
134.85,18.71027,,
134.9,19.5773,,
134.95,19.04816,,
135,18.73282,,
135.05,18.8544,,
135.1,18.9936,,
135.15,18.63311,,
135.2,17.98521,,
135.25,18.02313,,
135.3,18.48252,,
135.35,18.87722,,
135.4,19.37376,,
135.45,19.73063,,
135.5,19.54299,,
135.55,18.86528,,
135.6,18.45507,,
135.65,18.16824,,
135.7,18.02122,,
135.75,17.84505,,
135.8,17.97894,,
135.85,18.07998,,
135.9,18.25399,,
135.95,18.48829,,
136,18.69786,,
136.05,18.70141,,
136.1,18.54934,,
136.15,18.54268,,
136.2,18.58627,,
136.25,18.81814,,
136.3,18.78779,,
136.35,18.51579,,
136.4,18.37679,,
136.45,17.87759,,
136.5,17.45653,,
136.55,17.08655,,
136.6,17.05734,,
136.65,17.41227,,
136.7,17.8839,,
136.75,18.20786,,
136.8,18.14302,,
136.85,17.56817,,
136.9,16.90886,,
136.95,16.76176,,
137,16.66207,,
137.05,16.59278,,
137.1,16.61481,,
137.15,17.09361,,
137.2,17.42149,,
137.25,17.71193,,
137.3,18.47546,,
137.35,19.15366,,
137.4,19.10521,,
137.45,18.41063,,
137.5,17.80899,,
137.55,17.79397,,
137.6,17.8187,,
137.65,17.31262,,
137.7,16.58926,,
137.75,16.6557,,
137.8,16.89147,,
137.85,17.34355,,
137.9,17.7072,,
137.95,18.10057,,
138,18.01741,,
 ,,,
Alignment,On,,
