Data File Name,nextera_jlc_High Sensitivity DNA Assay_DE24802700_2018-01-10_12-11-58.xad
Data File Path,C:\Users\jlchiniquy\Desktop\JGI_Computer_BackUp\JBEI,SynBio\MiSeq\20171211_Nextera_library_size_to_loading_concentration
Date Created,"Wednesday, January 10, 2018 8:11:58 PM"
Date Last Modified,"Tuesday, January 16, 2018 7:11:05 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.0
 
Number of Samples Run,10
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
32,0.1448975
32.05,0.1448975
32.1,0.1448975
32.15,0.1448975
32.2,0.1448975
32.25,0.1448975
32.3,0.1448975
32.35,0.1448975
32.4,0.1448975
32.45,0.1448975
32.5,0.1448975
32.55,0.1448975
32.6,6.082783E-02
32.65,7.864921E-02
32.7,0.1121306
32.75,0.1034722
32.8,0.1069207
32.85,9.902178E-02
32.9,6.482367E-02
32.95,1.269653E-02
33,-2.899173E-02
33.05,-3.882772E-02
33.1,-3.408954E-02
33.15,-7.207479E-02
33.2,-0.1152171
33.25,-5.878366E-02
33.3,-4.658521E-02
33.35,-3.001187E-02
33.4,-2.837851E-02
33.45,-4.333695E-02
33.5,-7.108119E-02
33.55,-0.1247684
33.6,-0.1384708
33.65,-0.1359986
33.7,-9.568435E-02
33.75,-0.1216311
33.8,-0.1433972
33.85,-0.1455311
33.9,-0.1465008
33.95,-0.1523673
34,-0.1601571
34.05,-0.1894103
34.1,-0.2373031
34.15,-0.2684742
34.2,-0.2883723
34.25,-0.2780087
34.3,-0.2518152
34.35,-0.2416184
34.4,-0.2590446
34.45,-0.3010045
34.5,-0.3394722
34.55,-0.3304493
34.6,-0.3024419
34.65,-0.2675081
34.7,-0.2405491
34.75,-0.228783
34.8,-0.2332386
34.85,-0.2566632
34.9,-0.2686267
34.95,-0.3137351
35,-0.3683574
35.05,-0.4446567
35.1,-0.5106135
35.15,-0.551816
35.2,-0.5584965
35.25,-0.5192434
35.3,-0.4788157
35.35,-0.4343532
35.4,-0.4294575
35.45,-0.4251012
35.5,-0.4674715
35.55,-0.4860656
35.6,-0.4730905
35.65,-0.4765393
35.7,-0.4608
35.75,-0.4928868
35.8,-0.4896047
35.85,-0.4981437
35.9,-0.4982224
35.95,-0.4854228
36,-0.4539809
36.05,-0.4263433
36.1,-0.4333951
36.15,-0.4206461
36.2,-0.4655734
36.25,-0.4794122
36.3,-0.5003664
36.35,-0.5051272
36.4,-0.512795
36.45,-0.5147035
36.5,-0.4879157
36.55,-0.4570694
36.6,-0.4340348
36.65,-0.4038833
36.7,-0.3880496
36.75,-0.419477
36.8,-0.479843
36.85,-0.548252
36.9,-0.5960826
36.95,-0.6004654
37,-0.5943201
37.05,-0.5651612
37.1,-0.5275673
37.15,-0.5301273
37.2,-0.5491984
37.25,-0.5535016
37.3,-0.5464522
37.35,-0.5472149
37.4,-0.5516196
37.45,-0.5542762
37.5,-0.5473452
37.55,-0.5509155
37.6,-0.5321948
37.65,-0.5430825
37.7,-0.5983801
37.75,-0.6737635
37.8,-0.7386573
37.85,-0.7731808
37.9,-0.7676776
37.95,-0.7435513
38,-0.7111115
38.05,-0.6873651
38.1,-0.6976885
38.15,-0.7229823
38.2,-0.7247792
38.25,-0.7056291
38.3,-0.7150967
38.35,-0.7583804
38.4,-0.7944314
38.45,-0.821486
38.5,-0.8221005
38.55,-0.783952
38.6,-0.7227461
38.65,-0.6662176
38.7,-0.6143782
38.75,-0.6200694
38.8,-0.660315
38.85,-0.6962871
38.9,-0.720983
38.95,-0.7364138
39,-0.7301027
39.05,-0.7061899
39.1,-0.7022628
39.15,-0.7123445
39.2,-0.7545707
39.25,-0.7785119
39.3,-0.7746965
39.35,-0.7665141
39.4,-0.7431749
39.45,-0.702267
39.5,-0.6746928
39.55,-0.6956484
39.6,-0.77189
39.65,-0.7864583
39.7,-0.7732111
39.75,-0.7513806
39.8,-0.7631207
39.85,-0.7862357
39.9,-0.7851784
39.95,-0.7741158
40,-0.7521429
40.05,-0.7589523
40.1,-0.7694159
40.15,-0.7953426
40.2,-0.8316424
40.25,-0.8851322
40.3,-0.9247565
40.35,-0.904211
40.4,-0.8434835
40.45,-0.7962526
40.5,-0.7806398
40.55,-0.8273589
40.6,-0.8843113
40.65,-0.9315175
40.7,-0.9788759
40.75,-1.008465
40.8,-0.9794859
40.85,-0.9548501
40.9,-0.8880783
40.95,-0.8461452
41,-0.8713177
41.05,-0.8790519
41.1,-0.8651248
41.15,-0.8523649
41.2,-0.8289657
41.25,-0.7549211
41.3,-0.6516221
41.35,-0.4726204
41.4,-0.3848904
41.45,-0.3343941
41.5,-0.3444687
41.55,-0.4349121
41.6,-0.5655506
41.65,-0.6651133
41.7,-0.7417563
41.75,-0.7869597
41.8,-0.7872513
41.85,-0.7971726
41.9,-0.8036576
41.95,-0.8152267
42,-0.8483883
42.05,-0.8912723
42.1,-0.9097188
42.15,-0.9918873
42.2,-1.03928
42.25,-0.9973982
42.3,-0.9120638
42.35,-0.8073322
42.4,-0.6550127
42.45,-0.348264
42.5,0.3254788
42.55,1.696352
42.6,4.208776
42.65,8.408693
42.7,14.4542
42.75,22.16801
42.8,30.94893
42.85,39.83748
42.9,47.63538
42.95,53.0894
43,55.18478
43.05,52.93653
43.1,47.41949
43.15,39.77988
43.2,31.24077
43.25,22.97737
43.3,15.84629
43.35,10.24995
43.4,6.249445
43.45,3.677816
43.5,2.067214
43.55,1.071493
43.6,0.4898787
43.65,0.1716576
43.7,-4.393547E-04
43.75,-0.1237677
43.8,-0.2615408
43.85,-0.3794335
43.9,-0.5096853
43.95,-0.5982983
44,-0.6229804
44.05,-0.6140775
44.1,-0.6122141
44.15,-0.6407538
44.2,-0.6929828
44.25,-0.7386731
44.3,-0.7710652
44.35,-0.8186483
44.4,-0.8636345
44.45,-0.8591009
44.5,-0.7905619
44.55,-0.5528536
44.6,7.360529E-02
44.65,1.419187
44.7,4.018773
44.75,8.876411
44.8,16.30344
44.85,26.26649
44.9,38.14721
44.95,50.72704
45,62.25523
45.05,70.74963
45.1,74.57953
45.15,73.04029
45.2,66.27187
45.25,56.41972
45.3,45.31237
45.35,34.47431
45.4,25.01239
45.45,17.46384
45.5,11.81194
45.55,7.905389
45.6,5.472663
45.65,3.868577
45.7,2.824558
45.75,2.124155
45.8,1.609687
45.85,1.231778
45.9,0.9788561
45.95,0.7571915
46,0.5630206
46.05,0.4042651
46.1,0.3057446
46.15,0.1746384
46.2,6.226503E-02
46.25,4.703974E-03
46.3,-6.725275E-04
46.35,2.283612E-02
46.4,-1.235395E-02
46.45,-1.653009E-02
46.5,2.57775E-03
46.55,-3.424755E-02
46.6,-0.1264175
46.65,-0.2187396
46.7,-0.3030205
46.75,-0.3975157
46.8,-0.4599448
46.85,-0.533999
46.9,-0.5300871
46.95,-0.4955789
47,-0.504007
47.05,-0.5230777
47.1,-0.557027
47.15,-0.6371632
47.2,-0.7568453
47.25,-0.8602712
47.3,-0.9663184
47.35,-1.014789
47.4,-1.042333
47.45,-1.037454
47.5,-1.012298
47.55,-0.9798447
47.6,-0.9507754
47.65,-0.9422208
47.7,-0.9249976
47.75,-0.8895047
47.8,-0.8587685
47.85,-0.8804815
47.9,-0.9275202
47.95,-0.9850206
48,-1.052023
48.05,-1.121132
48.1,-1.178328
48.15,-1.118527
48.2,-1.056247
48.25,-1.018834
48.3,-1.048192
48.35,-1.073236
48.4,-1.075648
48.45,-1.097911
48.5,-1.131025
48.55,-1.122693
48.6,-1.066607
48.65,-1.050998
48.7,-1.042986
48.75,-1.041024
48.8,-1.032029
48.85,-1.028422
48.9,-1.061629
48.95,-1.09893
49,-1.122275
49.05,-1.126962
49.1,-1.131389
49.15,-1.094129
49.2,-1.029318
49.25,-0.9701663
49.3,-0.9334926
49.35,-0.9177662
49.4,-0.9419837
49.45,-0.9663199
49.5,-1.06149
49.55,-1.10866
49.6,-1.026484
49.65,-0.689665
49.7,0.1240249
49.75,1.833276
49.8,5.174788
49.85,11.33614
49.9,21.55013
49.95,35.19844
50,51.01604
50.05,66.8075
50.1,79.99858
50.15,88.23959
50.2,90.01122
50.25,85.26396
50.3,75.05273
50.35,62.49511
50.4,49.65009
50.45,37.98682
50.5,28.31272
50.55,20.80779
50.6,15.22283
50.65,11.17308
50.7,8.373262
50.75,6.490018
50.8,5.120655
50.85,4.086553
50.9,3.259088
50.95,2.56865
51,1.979017
51.05,1.470862
51.1,1.081155
51.15,0.8018359
51.2,0.621663
51.25,0.4778966
51.3,0.3682417
51.35,0.3221709
51.4,0.3142987
51.45,0.2885357
51.5,0.2693267
51.55,0.2820774
51.6,0.2809079
51.65,0.3225277
51.7,0.3314348
51.75,0.3041092
51.8,0.263928
51.85,0.2082117
51.9,0.1170923
51.95,4.704676E-02
52,-3.867872E-02
52.05,-0.1425211
52.1,-0.1922611
52.15,-0.2332512
52.2,-0.2637955
52.25,-0.2721285
52.3,-0.2857966
52.35,-0.3600456
52.4,-0.4620456
52.45,-0.6089088
52.5,-0.721126
52.55,-0.7835385
52.6,-0.8483559
52.65,-0.9274765
52.7,-0.9882936
52.75,-1.006442
52.8,-1.007713
52.85,-0.9893245
52.9,-0.9772909
52.95,-0.9911307
53,-1.001967
53.05,-1.028391
53.1,-1.066453
53.15,-1.078307
53.2,-1.057983
53.25,-1.086266
53.3,-1.158122
53.35,-1.193655
53.4,-1.172281
53.45,-1.124306
53.5,-1.105079
53.55,-1.124598
53.6,-1.142619
53.65,-1.17478
53.7,-1.277102
53.75,-1.307867
53.8,-1.256389
53.85,-1.203444
53.9,-1.165956
53.95,-1.130458
54,-1.087887
54.05,-1.041249
54.1,-1.010934
54.15,-0.9362857
54.2,-0.5548146
54.25,0.4778998
54.3,2.840421
54.35,7.545508
54.4,15.40494
54.45,26.8247
54.5,42.11834
54.55,59.85891
54.6,76.6169
54.65,89.43748
54.7,96.15648
54.75,96.07822
54.8,89.85275
54.85,79.04636
54.9,65.74873
54.95,52.54594
55,40.82909
55.05,31.17144
55.1,23.56525
55.15,17.70588
55.2,13.38742
55.25,10.29952
55.3,7.988514
55.35,6.221699
55.4,4.936338
55.45,3.933308
55.5,3.074314
55.55,2.379715
55.6,1.842819
55.65,1.470374
55.7,1.235875
55.75,1.053551
55.8,0.9569198
55.85,0.8530146
55.9,0.7711458
55.95,0.6681851
56,0.5666117
56.05,0.444582
56.1,0.3286004
56.15,0.2718234
56.2,0.2008344
56.25,0.1669964
56.3,0.1163663
56.35,8.323139E-02
56.4,6.482029E-02
56.45,5.152719E-02
56.5,5.713686E-02
56.55,9.485066E-02
56.6,0.1337078
56.65,9.325621E-02
56.7,4.116217E-02
56.75,-1.455529E-02
56.8,-3.263313E-02
56.85,-4.723747E-02
56.9,-6.922244E-02
56.95,-0.1029159
57,-0.1582081
57.05,-0.2305043
57.1,-0.3144594
57.15,-0.3947425
57.2,-0.4908531
57.25,-0.5589386
57.3,-0.6241368
57.35,-0.6641492
57.4,-0.6648459
57.45,-0.6731988
57.5,-0.6602985
57.55,-0.6812047
57.6,-0.726144
57.65,-0.8042811
57.7,-0.8455862
57.75,-0.8927797
57.8,-0.9603797
57.85,-1.009184
57.9,-1.059095
57.95,-1.077127
58,-1.095805
58.05,-1.133025
58.1,-1.174534
58.15,-1.162897
58.2,-1.135293
58.25,-1.133931
58.3,-1.131429
58.35,-1.167366
58.4,-1.19853
58.45,-1.219865
58.5,-1.232954
58.55,-1.165348
58.6,-0.9166003
58.65,-0.2059462
58.7,1.433262
58.75,4.593769
58.8,10.39
58.85,20.07977
58.9,33.26056
58.95,48.8497
59,65.05296
59.05,79.68436
59.1,90.48314
59.15,95.65752
59.2,94.68852
59.25,87.90068
59.3,77.39277
59.35,65.58764
59.4,53.89757
59.45,43.26569
59.5,34.23878
59.55,26.97555
59.6,21.29548
59.65,16.96666
59.7,13.70176
59.75,11.24323
59.8,9.379705
59.85,7.840277
59.9,6.529623
59.95,5.499054
60,4.761096
60.05,4.117204
60.1,3.524509
60.15,3.091013
60.2,2.698001
60.25,2.294873
60.3,1.907945
60.35,1.59716
60.4,1.389237
60.45,1.240713
60.5,1.098434
60.55,1.026205
60.6,0.9998677
60.65,0.9154062
60.7,0.7801874
60.75,0.6574228
60.8,0.5751565
60.85,0.5094565
60.9,0.460922
60.95,0.3992902
61,0.4032946
61.05,0.3666435
61.1,0.3183834
61.15,0.2760276
61.2,0.2893246
61.25,0.3705533
61.3,0.4350846
61.35,0.4800708
61.4,0.4705741
61.45,0.5412331
61.5,0.5142115
61.55,0.4854279
61.6,0.4514706
61.65,0.3893291
61.7,0.3165624
61.75,0.1877597
61.8,2.984074E-02
61.85,-9.138122E-02
61.9,-0.1587733
61.95,-0.1982034
62,-0.2059219
62.05,-0.2240357
62.1,-0.2795556
62.15,-0.3358837
62.2,-0.4626953
62.25,-0.60655
62.3,-0.753618
62.35,-0.8245029
62.4,-0.8534655
62.45,-0.890806
62.5,-0.9362661
62.55,-0.9664084
62.6,-1.013234
62.65,-1.039463
62.7,-1.041695
62.75,-1.059204
62.8,-1.04633
62.85,-1.049135
62.9,-1.098497
62.95,-1.176393
63,-1.239679
63.05,-1.244419
63.1,-1.186811
63.15,-1.205121
63.2,-1.24763
63.25,-1.292763
63.3,-1.355351
63.35,-1.444063
63.4,-1.523499
63.45,-1.525861
63.5,-1.483628
63.55,-1.421122
63.6,-1.408075
63.65,-1.398311
63.7,-1.402896
63.75,-1.438946
63.8,-1.488323
63.85,-1.511466
63.9,-1.52475
63.95,-1.55424
64,-1.529597
64.05,-1.491067
64.1,-1.467337
64.15,-1.467438
64.2,-1.495293
64.25,-1.533154
64.3,-1.529862
64.35,-1.530287
64.4,-1.532745
64.45,-1.499695
64.5,-1.483608
64.55,-1.483582
64.6,-1.498808
64.65,-1.5114
64.7,-1.492112
64.75,-1.484143
64.8,-1.490839
64.85,-1.532659
64.9,-1.548863
64.95,-1.541515
65,-1.551895
65.05,-1.573121
65.1,-1.566036
65.15,-1.542768
65.2,-1.548803
65.25,-1.512078
65.3,-1.522223
65.35,-1.500818
65.4,-1.477505
65.45,-1.453302
65.5,-1.405276
65.55,-1.353368
65.6,-1.389455
65.65,-1.450836
65.7,-1.499752
65.75,-1.536929
65.8,-1.544515
65.85,-1.5198
65.9,-1.490935
65.95,-1.493516
66,-1.532535
66.05,-1.582094
66.1,-1.639889
66.15,-1.646895
66.2,-1.622604
66.25,-1.610001
66.3,-1.590154
66.35,-1.548391
66.4,-1.517987
66.45,-1.519635
66.5,-1.55139
66.55,-1.598631
66.6,-1.633277
66.65,-1.644993
66.7,-1.634782
66.75,-1.609467
66.8,-1.579178
66.85,-1.56226
66.9,-1.600178
66.95,-1.638939
67,-1.61723
67.05,-1.573901
67.1,-1.510517
67.15,-1.466211
67.2,-1.438904
67.25,-1.339532
67.3,-1.031295
67.35,-0.169182
67.4,1.802637
67.45,5.535732
67.5,11.64571
67.55,20.71654
67.6,32.74305
67.65,47.12185
67.7,62.72759
67.75,77.44538
67.8,89.52486
67.85,97.20163
67.9,100.0054
67.95,98.22915
68,92.74775
68.05,84.57794
68.1,74.71922
68.15,64.26793
68.2,53.99958
68.25,45.0218
68.3,37.16259
68.35,30.46719
68.4,25.09164
68.45,20.84133
68.5,17.38344
68.55,14.61795
68.6,12.4511
68.65,10.7229
68.7,9.214906
68.75,8.095407
68.8,7.14228
68.85,6.328542
68.9,5.625114
68.95,4.95713
69,4.410745
69.05,3.894299
69.1,3.461089
69.15,3.106895
69.2,2.881924
69.25,2.640125
69.3,2.385345
69.35,2.201841
69.4,2.069429
69.45,1.936199
69.5,1.894462
69.55,1.851628
69.6,1.810256
69.65,1.837908
69.7,1.891456
69.75,1.922435
69.8,1.926401
69.85,1.891331
69.9,1.810581
69.95,1.716142
70,1.642229
70.05,1.654657
70.1,1.702416
70.15,1.697803
70.2,1.602022
70.25,1.453199
70.3,1.311532
70.35,1.284457
70.4,1.230218
70.45,1.209523
70.5,1.201328
70.55,1.210606
70.6,1.219854
70.65,1.176937
70.7,1.064011
70.75,1.04494
70.8,1.006943
70.85,0.8557458
70.9,0.7271475
70.95,0.6543813
71,0.595269
71.05,0.5010477
71.1,0.3732528
71.15,0.2700159
71.2,0.2299267
71.25,9.255799E-02
71.3,-1.105801E-02
71.35,-8.254965E-02
71.4,-0.1187825
71.45,-0.1393879
71.5,-0.1661756
71.55,-0.1923025
71.6,-0.2903873
71.65,-0.4085163
71.7,-0.2408851
71.75,0.0870162
71.8,0.3008977
71.85,0.2903417
71.9,8.301926E-02
71.95,-0.2651113
72,-0.6859867
72.05,-1.004833
72.1,-1.122068
72.15,-1.069399
72.2,-1.015032
72.25,-1.054193
72.3,-1.150417
72.35,-1.222765
72.4,-1.265996
72.45,-1.321598
72.5,-1.329823
72.55,-1.407838
72.6,-1.468238
72.65,-1.482093
72.7,-1.501864
72.75,-1.532153
72.8,-1.525273
72.85,-1.543833
72.9,-1.542007
72.95,-1.482927
73,-1.474047
73.05,-1.474401
73.1,-1.498945
73.15,-1.551276
73.2,-1.602897
73.25,-1.634581
73.3,-1.691269
73.35,-1.627129
73.4,-1.607237
73.45,-1.58134
73.5,-1.573632
73.55,-1.584394
73.6,-1.596576
73.65,-1.602283
73.7,-1.605251
73.75,-1.580974
73.8,-1.563099
73.85,-1.611812
73.9,-1.639389
73.95,-1.673008
74,-1.71731
74.05,-1.733458
74.1,-1.706116
74.15,-1.683693
74.2,-1.68972
74.25,-1.688766
74.3,-1.670323
74.35,-1.670444
74.4,-1.698523
74.45,-1.71453
74.5,-1.694906
74.55,-1.71205
74.6,-1.7235
74.65,-1.698043
74.7,-1.704324
74.75,-1.745893
74.8,-1.790351
74.85,-1.798017
74.9,-1.748451
74.95,-1.676213
75,-1.706265
75.05,-1.687996
75.1,-1.647333
75.15,-1.630653
75.2,-1.57346
75.25,-1.475084
75.3,-1.309543
75.35,-0.9444168
75.4,-0.1703535
75.45,1.144358
75.5,3.751109
75.55,7.789449
75.6,13.9661
75.65,22.56613
75.7,33.36877
75.75,46.00451
75.8,59.92173
75.85,73.5931
75.9,85.61032
75.95,94.31557
76,99.38488
76.05,100.6088
76.1,98.11286
76.15,92.63273
76.2,85.31128
76.25,77.0681
76.3,68.13413
76.35,59.57457
76.4,51.32135
76.45,43.75597
76.5,36.82459
76.55,30.78438
76.6,25.9119
76.65,22.11308
76.7,19.16344
76.75,16.74871
76.8,14.7252
76.85,12.96269
76.9,11.42293
76.95,10.09452
77,8.973042
77.05,8.032321
77.1,7.226838
77.15,6.630835
77.2,6.077029
77.25,5.523744
77.3,5.100254
77.35,4.76824
77.4,4.44134
77.45,4.099139
77.5,3.801896
77.55,3.584109
77.6,3.387137
77.65,3.203712
77.7,3.058478
77.75,2.957078
77.8,2.824329
77.85,2.615688
77.9,2.387603
77.95,2.249438
78,2.151924
78.05,2.063087
78.1,2.027414
78.15,2.003626
78.2,1.937642
78.25,1.890708
78.3,1.918299
78.35,1.977003
78.4,1.995404
78.45,1.946439
78.5,1.871518
78.55,1.936935
78.6,2.021547
78.65,2.063752
78.7,2.068948
78.75,2.024133
78.8,1.869924
78.85,1.686214
78.9,1.535815
78.95,1.502534
79,1.508019
79.05,1.483681
79.1,1.424309
79.15,1.349694
79.2,1.262033
79.25,1.145085
79.3,1.004089
79.35,0.8811247
79.4,0.8047383
79.45,0.6839045
79.5,0.5690562
79.55,0.4680284
79.6,0.3497575
79.65,0.2395769
79.7,0.1841643
79.75,0.1494323
79.8,9.744306E-02
79.85,-1.654739E-03
79.9,-0.1945613
79.95,-0.4061114
80,-0.5572895
80.05,-0.6325498
80.1,-0.6267907
80.15,-0.5966299
80.2,-0.5948889
80.25,-0.6419989
80.3,-0.7213234
80.35,-0.8172223
80.4,-0.9050637
80.45,-0.9688953
80.5,-1.005833
80.55,-0.9788448
80.6,-0.96658
80.65,-0.9735515
80.7,-1.02091
80.75,-1.087221
80.8,-1.166479
80.85,-1.264142
80.9,-1.355543
80.95,-1.366333
81,-1.330638
81.05,-1.311994
81.1,-1.28278
81.15,-1.217041
81.2,-1.093693
81.25,-0.8687627
81.3,-0.4601569
81.35,0.2485093
81.4,1.395707
81.45,3.400635
81.5,6.713497
81.55,11.60166
81.6,18.23328
81.65,26.62581
81.7,36.6562
81.75,47.87722
81.8,59.31955
81.85,69.97933
81.9,79.38168
81.95,87.02898
82,92.44384
82.05,95.11271
82.1,95.00815
82.15,92.38698
82.2,87.52278
82.25,80.89452
82.3,73.21402
82.35,65.75037
82.4,58.71791
82.45,52.06812
82.5,45.88057
82.55,40.27198
82.6,35.26098
82.65,30.84274
82.7,27.56825
82.75,24.80367
82.8,22.57901
82.85,20.5959
82.9,18.7463
82.95,17.12955
83,15.74572
83.05,14.45966
83.1,13.43866
83.15,12.73096
83.2,11.81534
83.25,11.12222
83.3,10.54707
83.35,10.05261
83.4,9.645348
83.45,9.269056
83.5,8.825777
83.55,8.523947
83.6,8.216382
83.65,8.074996
83.7,7.967827
83.75,7.904762
83.8,7.823457
83.85,7.704172
83.9,7.558353
83.95,7.196766
84,6.90728
84.05,6.675853
84.1,6.546971
