Data File Name,nextera_jlc_High Sensitivity DNA Assay_DE24802700_2018-01-10_12-11-58.xad
84.15,6.427556
84.2,6.330542
84.25,6.241331
84.3,6.115458
84.35,5.95667
84.4,5.768479
84.45,5.630162
84.5,5.41742
84.55,5.215961
84.6,4.99037
84.65,4.74576
84.7,4.525749
84.75,4.35851
84.8,4.228041
84.85,4.138052
84.9,3.91473
84.95,3.832186
85,3.668621
85.05,3.391442
85.1,3.07153
85.15,2.782044
85.2,2.564129
85.25,2.442525
85.3,2.475384
85.35,2.433453
85.4,2.3672
85.45,2.154309
85.5,1.886708
85.55,1.642915
85.6,1.398706
85.65,1.237823
85.7,1.215997
85.75,1.317385
85.8,1.497362
85.85,2.023327
85.9,3.0113
85.95,4.601774
86,6.974641
86.05,10.34631
86.1,15.15017
86.15,21.77306
86.2,30.3583
86.25,40.62226
86.3,52.28737
86.35,64.5008
86.4,76.34018
86.45,87.00845
86.5,95.60423
86.55,101.3765
86.6,103.9352
86.65,103.6983
86.7,101.4922
86.75,97.59874
86.8,92.27163
86.85,85.83019
86.9,78.6218
86.95,71.27669
87,64.05982
87.05,57.34883
87.1,51.11091
87.15,45.45924
87.2,40.44953
87.25,36.06736
87.3,32.22487
87.35,28.83273
87.4,26.28942
87.45,23.93372
87.5,21.85833
87.55,19.82307
87.6,18.1203
87.65,16.91442
87.7,16.04938
87.75,15.25962
87.8,14.53144
87.85,13.82561
87.9,13.17788
87.95,12.63821
88,12.18643
88.05,11.91291
88.1,11.75531
88.15,11.54467
88.2,11.26536
88.25,10.86292
88.3,10.7856
88.35,10.68829
88.4,10.66891
88.45,10.70635
88.5,10.68027
88.55,10.55938
88.6,10.38567
88.65,9.959051
88.7,9.560791
88.75,9.338729
88.8,8.966689
88.85,8.636696
88.9,8.360068
88.95,8.079844
89,7.860892
89.05,7.87769
89.1,7.964117
89.15,8.65583
89.2,10.28776
89.25,12.58497
89.3,16.05675
89.35,20.80132
89.4,26.5657
89.45,33.3143
89.5,41.50655
89.55,50.37618
89.6,59.9056
89.65,69.28205
89.7,78.19096
89.75,86.06408
89.8,92.24766
89.85,96.18137
89.9,97.58912
89.95,96.82404
90,93.19926
90.05,88.58389
90.1,82.8528
90.15,76.97803
90.2,71.02248
90.25,64.98734
90.3,59.30889
90.35,53.89495
90.4,49.21391
90.45,45.19749
90.5,41.77954
90.55,38.60717
90.6,35.93656
90.65,33.65491
90.7,31.46457
90.75,29.47317
90.8,27.58267
90.85,25.98986
90.9,24.78844
90.95,23.80508
91,23.07854
91.05,22.36662
91.1,21.57382
91.15,20.83204
91.2,20.05309
91.25,19.67081
91.3,19.20854
91.35,18.82976
91.4,18.42467
91.45,17.98971
91.5,17.4194
91.55,16.77605
91.6,16.35383
91.65,15.74551
91.7,15.27141
91.75,14.56007
91.8,13.86013
91.85,13.25871
91.9,12.71914
91.95,12.1624
92,11.62116
92.05,11.29489
92.1,10.88169
92.15,10.45229
92.2,9.847738
92.25,9.072063
92.3,8.286199
92.35,7.598183
92.4,7.061222
92.45,6.695027
92.5,6.324202
92.55,5.718453
92.6,5.311635
92.65,4.957915
92.7,4.565384
92.75,4.255219
92.8,4.105042
92.85,3.994745
92.9,3.716491
92.95,3.291644
93,2.896689
93.05,2.806735
93.1,2.764913
93.15,2.70889
93.2,2.758262
93.25,3.000205
93.3,3.39361
93.35,4.001858
93.4,5.169112
93.45,6.958133
93.5,9.687845
93.55,13.15394
93.6,17.71718
93.65,23.64362
93.7,30.88102
93.75,39.40974
93.8,48.99005
93.85,59.11213
93.9,68.84154
93.95,77.38401
94,84.29598
94.05,89.70195
94.1,93.58018
94.15,95.57459
94.2,95.9992
94.25,94.216
94.3,91.79338
94.35,88.24264
94.4,83.90446
94.45,79.17361
94.5,74.52312
94.55,70.16317
94.6,65.84544
94.65,62.28518
94.7,59.3129
94.75,57.385
94.8,55.61512
94.85,53.63414
94.9,51.5445
94.95,49.53738
95,47.64582
95.05,45.8624
95.1,44.05172
95.15,42.44081
95.2,40.82454
95.25,39.17302
95.3,37.63294
95.35,36.17723
95.4,34.58177
95.45,32.72124
95.5,30.88342
95.55,28.99651
95.6,27.26336
95.65,25.5917
95.7,24.10526
95.75,22.63011
95.8,20.93195
95.85,19.1165
95.9,17.70093
95.95,16.73708
96,15.50039
96.05,14.44122
96.1,13.55163
96.15,12.71976
96.2,11.88894
96.25,11.08092
96.3,10.35671
96.35,9.832016
96.4,9.209002
96.45,8.496349
96.5,8.075429
96.55,7.712324
96.6,7.24032
96.65,6.641501
96.7,5.969481
96.75,5.315251
96.8,4.733201
96.85,4.287436
96.9,3.92983
96.95,3.662951
97,3.503118
97.05,3.369852
97.1,3.154423
97.15,2.835202
97.2,2.435628
97.25,2.044501
97.3,1.882532
97.35,1.750259
97.4,1.702688
97.45,1.735189
97.5,1.704014
97.55,1.477692
97.6,1.169267
97.65,0.9435126
97.7,0.8885087
97.75,0.9858087
97.8,1.040853
97.85,1.10131
97.9,1.145212
97.95,1.063062
98,0.8157355
98.05,0.5079919
98.1,0.2555294
98.15,0.0385944
98.2,-0.1569886
98.25,-0.3269932
98.3,-0.3771189
98.35,-0.3188134
98.4,-0.2556692
98.45,-0.1740579
98.5,-8.532163E-02
98.55,-0.1818294
98.6,-0.2427492
98.65,-0.3182342
98.7,-0.3848773
98.75,-0.4241308
98.8,-0.4553846
98.85,-0.5131677
98.9,-0.5973315
98.95,-0.6913431
99,-0.7642657
99.05,-0.791456
99.1,-0.7736744
99.15,-0.7503096
99.2,-0.7689369
99.25,-0.8550451
99.3,-0.9739008
99.35,-0.9097682
99.4,-0.8502866
99.45,-0.7575534
99.5,-0.6927649
99.55,-0.6369836
99.6,-0.6238189
99.65,-0.6795932
99.7,-0.7649711
99.75,-0.8634146
99.8,-0.894152
99.85,-0.9129048
99.9,-0.8634164
99.95,-0.7909684
100,-0.6307843
100.05,-0.3413471
100.1,5.486228E-02
100.15,0.5685785
100.2,1.346634
100.25,2.537345
100.3,4.510164
100.35,7.260137
100.4,11.0258
100.45,16.1031
100.5,22.56308
100.55,30.2382
100.6,39.08534
100.65,49.35473
100.7,60.18575
100.75,71.46775
100.8,81.50191
100.85,90.36114
100.9,98.20647
100.95,104.8646
101,110.5067
101.05,114.7047
101.1,116.822
101.15,117.2461
101.2,116.2558
101.25,113.6676
101.3,110.1131
101.35,106.0061
101.4,101.5869
101.45,98.61333
101.5,94.29005
101.55,90.06295
101.6,85.91917
101.65,81.3364
101.7,76.22459
101.75,70.85838
101.8,65.87014
101.85,62.01593
101.9,59.04483
101.95,54.70284
102,51.65731
102.05,48.93713
102.1,46.10799
102.15,43.07476
102.2,39.99108
102.25,36.99663
102.3,33.88285
102.35,30.69229
102.4,28.17399
102.45,26.77049
102.5,25.36611
102.55,23.64473
102.6,21.75023
102.65,19.82465
102.7,17.89943
102.75,16.25441
102.8,14.84413
102.85,13.55287
102.9,12.37451
102.95,10.86685
103,9.369966
103.05,8.215591
103.1,7.377445
103.15,7.062366
103.2,6.940669
103.25,6.444363
103.3,5.856172
103.35,5.0543
103.4,4.24053
103.45,3.7084
103.5,3.509478
103.55,3.421416
103.6,3.46813
103.65,3.109763
103.7,2.847266
103.75,2.778426
103.8,3.094606
103.85,3.909555
103.9,5.247247
103.95,7.192964
104,10.0533
104.05,14.09283
104.1,19.38729
104.15,26.40924
104.2,34.8068
104.25,44.44471
104.3,55.3537
104.35,67.14294
104.4,78.85669
104.45,89.91582
104.5,99.69695
104.55,108.1496
104.6,114.854
104.65,120.8183
104.7,125.5311
104.75,128.3913
104.8,129.5326
104.85,129.1513
104.9,127.1479
104.95,124.2379
105,120.6382
105.05,116.5589
105.1,112.289
105.15,107.4394
105.2,101.6303
105.25,95.28708
105.3,89.29697
105.35,83.44939
105.4,77.65479
105.45,71.9265
105.5,66.37099
105.55,61.39868
105.6,56.94455
105.65,52.45961
105.7,47.84653
105.75,44.65843
105.8,41.65077
105.85,38.41778
105.9,35.4676
105.95,32.50662
106,29.49133
106.05,26.50029
106.1,23.61478
106.15,21.44054
106.2,19.49879
106.25,17.41566
106.3,15.35754
106.35,13.44788
106.4,12.02041
106.45,11.20687
106.5,10.81377
106.55,10.53893
106.6,10.1897
106.65,9.224424
106.7,8.492388
106.75,7.882103
106.8,7.447867
106.85,7.077565
106.9,6.558014
106.95,5.789289
107,4.938055
107.05,4.53316
107.1,4.276427
107.15,4.18496
107.2,4.028608
107.25,3.838078
107.3,3.658176
107.35,3.52317
107.4,3.487442
107.45,3.185494
107.5,3.160614
107.55,2.732124
107.6,2.1537
107.65,1.63739
107.7,1.381844
107.75,1.385205
107.8,1.464808
107.85,1.552439
107.9,1.480842
107.95,1.47115
108,1.287078
108.05,1.089946
108.1,0.8821816
108.15,0.7607845
108.2,0.8508341
108.25,1.088368
108.3,1.305774
108.35,1.380703
108.4,1.202671
108.45,0.8516704
108.5,0.2569356
108.55,-0.3081265
108.6,-0.4916494
108.65,-0.2050514
108.7,0.3282422
108.75,0.9470593
108.8,2.052168
108.85,3.507837
108.9,5.20535
108.95,6.790194
109,8.859649
109.05,11.89528
109.1,15.20873
109.15,18.8912
109.2,23.4917
109.25,30.59624
109.3,38.0886
109.35,46.98354
109.4,56.53498
109.45,66.4874
109.5,76.92487
109.55,85.33351
109.6,92.20994
109.65,99.397
109.7,106.5754
109.75,112.6123
109.8,117.9988
109.85,122.5203
109.9,125.1382
109.95,124.943
110,121.5244
110.05,118.9428
110.1,116.0209
110.15,111.9084
110.2,108.3045
110.25,105.4079
110.3,102.3838
110.35,98.13011
110.4,92.00757
110.45,87.95074
110.5,83.09352
110.55,76.70359
110.6,70.93183
110.65,66.30728
110.7,62.12776
110.75,57.59934
110.8,52.60719
110.85,47.48918
110.9,44.18575
110.95,39.91614
111,36.77503
111.05,34.70166
111.1,33.0984
111.15,31.4601
111.2,29.42636
111.25,26.70793
111.3,23.96338
111.35,21.11889
111.4,18.33039
111.45,16.20447
111.5,14.61709
111.55,13.30325
111.6,12.04826
111.65,10.71685
111.7,9.345357
111.75,7.833081
111.8,6.218031
111.85,5.527596
111.9,5.400227
111.95,5.861027
112,6.701245
112.05,7.719818
112.1,9.262585
112.15,10.51251
112.2,12.38936
112.25,14.42811
112.3,17.17454
112.35,20.93162
112.4,25.74898
112.45,30.93769
112.5,35.46446
112.55,39.53498
112.6,43.89853
112.65,48.24442
112.7,52.54885
112.75,57.73457
112.8,64.1439
112.85,69.96065
112.9,73.09856
112.95,74.1337
113,75.08542
113.05,75.07948
113.1,73.92744
113.15,71.72294
113.2,69.00494
113.25,65.7739
113.3,61.23111
113.35,55.38992
113.4,51.27959
113.45,47.83514
113.5,44.32346
113.55,41.70766
113.6,38.88517
113.65,35.92537
113.7,32.9623
113.75,30.13638
113.8,28.01976
113.85,26.56239
113.9,23.50577
113.95,21.46773
114,20.06705
114.05,18.48187
114.1,16.84272
114.15,15.46266
114.2,14.03527
114.25,11.88005
114.3,9.261249
114.35,6.922847
114.4,5.633742
114.45,4.873117
114.5,4.55402
114.55,4.699145
114.6,4.99224
114.65,4.918837
114.7,4.936542
114.75,5.045275
114.8,4.556129
114.85,3.520218
114.9,2.741923
114.95,2.304665
115,1.905206
115.05,1.524909
115.1,1.590426
115.15,1.876159
115.2,1.782905
115.25,1.383899
115.3,0.9402671
115.35,0.6897876
115.4,0.537022
115.45,0.2500325
115.5,-9.407409E-02
115.55,0.1256621
115.6,0.2520348
115.65,0.4815316
115.7,0.6483137
115.75,0.6081273
115.8,0.368725
115.85,6.316241E-02
115.9,-0.1658192
115.95,-0.2484491
116,5.557125E-02
116.05,4.838742E-02
116.1,-0.1045658
116.15,-0.3687035
116.2,-0.679122
116.25,-0.8822131
116.3,-0.8323015
116.35,-0.5788592
116.4,-0.509106
116.45,-0.7490304
116.5,-1.035933
116.55,-1.349075
116.6,-1.660451
116.65,-1.888781
116.7,-1.995476
116.75,-1.961999
116.8,-1.747856
116.85,-1.699315
116.9,-1.691359
116.95,-1.623185
117,-1.66227
117.05,-1.813767
117.1,-1.992626
117.15,-2.087894
117.2,-2.026139
117.25,-1.851107
117.3,-1.831026
117.35,-1.724048
117.4,-1.624025
117.45,-1.697785
117.5,-1.886513
117.55,-2.079289
117.6,-2.22314
117.65,-2.305779
117.7,-2.369348
117.75,-2.408328
117.8,-2.383529
117.85,-2.41611
117.9,-2.474736
117.95,-2.478364
118,-2.429986
118.05,-2.394232
118.1,-2.296823
118.15,-2.23807
118.2,-2.269795
118.25,-2.364904
118.3,-2.450575
118.35,-2.483876
118.4,-2.488616
118.45,-2.498021
118.5,-2.481194
118.55,-2.408969
118.6,-2.432087
118.65,-2.467587
118.7,-2.505189
118.75,-2.478698
118.8,-2.42845
118.85,-2.42027
118.9,-2.441427
118.95,-2.420925
119,-2.414028
119.05,-2.398795
119.1,-2.42486
119.15,-2.454789
119.2,-2.451081
119.25,-2.42152
119.3,-2.398386
119.35,-2.388863
119.4,-2.366784
119.45,-2.405358
119.5,-2.41322
119.55,-2.449117
119.6,-2.456635
119.65,-2.441556
119.7,-2.431969
119.75,-2.431895
119.8,-2.45215
119.85,-2.479373
119.9,-2.489969
119.95,-2.445493
120,-2.36577
120.05,-2.297432
120.1,-2.275841
120.15,-2.304454
120.2,-2.364769
120.25,-2.458903
120.3,-2.489735
120.35,-2.507041
120.4,-2.518547
120.45,-2.524113
120.5,-2.54631
120.55,-2.588933
120.6,-2.61538
120.65,-2.577099
120.7,-2.44616
120.75,-2.260551
120.8,-2.189812
120.85,-2.203102
120.9,-2.27228
120.95,-2.379374
121,-2.489548
121.05,-2.544683
121.1,-2.520092
121.15,-2.469651
121.2,-2.427796
121.25,-2.442139
121.3,-2.485015
121.35,-2.505889
121.4,-2.497538
121.45,-2.469554
121.5,-2.378143
121.55,-2.305574
121.6,-2.312731
121.65,-2.302368
121.7,-2.359386
121.75,-2.46674
121.8,-2.557585
121.85,-2.607083
121.9,-2.650645
121.95,-2.667691
122,-2.70159
122.05,-2.69915
122.1,-2.669939
122.15,-2.673996
122.2,-2.680489
122.25,-2.668616
122.3,-2.654346
122.35,-2.624448
122.4,-2.599274
122.45,-2.57543
122.5,-2.537725
122.55,-2.519934
122.6,-2.522733
122.65,-2.537706
122.7,-2.550115
122.75,-2.540065
122.8,-2.502589
122.85,-2.480255
122.9,-2.446459
122.95,-2.430559
123,-2.437528
123.05,-2.456876
123.1,-2.469857
123.15,-2.465905
123.2,-2.459255
123.25,-2.484546
123.3,-2.481999
123.35,-2.51966
123.4,-2.560991
123.45,-2.580686
123.5,-2.561554
123.55,-2.511123
123.6,-2.470909
123.65,-2.492055
123.7,-2.533557
123.75,-2.566108
123.8,-2.531653
123.85,-2.469607
123.9,-2.389692
123.95,-2.289569
124,-2.212465
124.05,-2.248018
124.1,-2.339692
124.15,-2.495576
124.2,-2.581966
124.25,-2.591684
124.3,-2.578133
124.35,-2.538494
124.4,-2.457425
124.45,-2.374807
124.5,-2.371564
124.55,-2.384734
124.6,-2.426754
124.65,-2.401248
124.7,-2.384702
124.75,-2.396286
124.8,-2.422136
124.85,-2.448706
124.9,-2.473975
124.95,-2.51032
125,-2.475459
125.05,-2.444484
125.1,-2.41624
125.15,-2.419834
125.2,-2.472941
125.25,-2.54833
125.3,-2.594294
125.35,-2.600691
125.4,-2.560191
125.45,-2.537944
125.5,-2.525788
125.55,-2.509894
125.6,-2.510221
125.65,-2.53329
125.7,-2.546689
125.75,-2.508574
125.8,-2.463347
125.85,-2.451493
125.9,-2.448881
125.95,-2.453324
126,-2.479443
126.05,-2.521445
126.1,-2.549725
126.15,-2.546714
126.2,-2.547683
126.25,-2.54088
126.3,-2.552209
126.35,-2.576015
126.4,-2.596042
126.45,-2.616869
126.5,-2.625464
126.55,-2.59961
126.6,-2.547792
126.65,-2.53583
126.7,-2.509764
126.75,-2.521109
126.8,-2.525925
126.85,-2.548198
126.9,-2.592672
126.95,-2.623835
127,-2.605252
127.05,-2.56687
127.1,-2.614818
127.15,-2.60764
127.2,-2.600891
127.25,-2.619572
127.3,-2.636927
127.35,-2.622879
127.4,-2.57029
127.45,-2.50811
127.5,-2.511482
127.55,-2.530101
127.6,-2.529507
127.65,-2.557638
127.7,-2.586477
127.75,-2.601449
127.8,-2.596107
127.85,-2.574762
127.9,-2.56581
127.95,-2.561229
128,-2.540698
128.05,-2.54289
128.1,-2.523122
128.15,-2.507769
128.2,-2.513686
128.25,-2.510919
128.3,-2.474925
128.35,-2.505433
128.4,-2.507993
128.45,-2.566515
128.5,-2.556154
128.55,-2.520945
128.6,-2.51842
128.65,-2.5399
128.7,-2.55527
128.75,-2.601346
128.8,-2.679018
128.85,-2.66222
128.9,-2.650364
128.95,-2.600453
129,-2.576688
129.05,-2.583297
129.1,-2.593401
129.15,-2.610082
129.2,-2.623123
129.25,-2.555812
129.3,-2.486178
129.35,-2.473051
129.4,-2.493795
129.45,-2.511855
129.5,-2.526805
129.55,-2.549681
129.6,-2.551094
129.65,-2.508178
129.7,-2.477059
129.75,-2.481249
129.8,-2.491686
129.85,-2.529581
129.9,-2.564501
129.95,-2.576609
130,-2.588725
130.05,-2.578818
130.1,-2.595636
130.15,-2.554429
130.2,-2.52433
130.25,-2.485461
130.3,-2.464226
130.35,-2.457576
130.4,-2.455631
130.45,-2.498454
130.5,-2.5644
130.55,-2.594574
130.6,-2.557481
130.65,-2.518843
130.7,-2.493469
130.75,-2.474863
130.8,-2.463423
130.85,-2.469703
130.9,-2.491253
130.95,-2.521145
131,-2.541561
131.05,-2.556264
131.1,-2.543789
131.15,-2.525859
131.2,-2.489626
131.25,-2.440366
131.3,-2.452558
131.35,-2.47988
131.4,-2.538354
131.45,-2.589596
131.5,-2.611433
131.55,-2.588156
131.6,-2.546796
131.65,-2.509463
131.7,-2.488504
131.75,-2.536711
131.8,-2.626511
131.85,-2.66809
131.9,-2.661184
131.95,-2.64453
132,-2.623932
132.05,-2.615125
132.1,-2.625133
132.15,-2.635425
132.2,-2.681069
132.25,-2.685044
132.3,-2.684729
132.35,-2.690455
132.4,-2.69177
132.45,-2.674791
132.5,-2.646274
132.55,-2.629388
132.6,-2.633504
132.65,-2.658977
132.7,-2.659269
132.75,-2.697379
132.8,-2.693708
132.85,-2.672363
132.9,-2.632408
132.95,-2.57266
133,-2.542976
133.05,-2.545393
133.1,-2.549771
133.15,-2.542787
133.2,-2.551987
133.25,-2.515905
133.3,-2.467916
133.35,-2.438811
133.4,-2.434839
133.45,-2.509752
133.5,-2.602558
133.55,-2.661461
133.6,-2.684739
133.65,-2.666713
133.7,-2.62881
133.75,-2.60457
133.8,-2.603731
133.85,-2.608633
133.9,-2.63163
133.95,-2.600917
134,-2.557097
134.05,-2.555365
134.1,-2.545396
134.15,-2.528038
134.2,-2.486628
134.25,-2.409353
134.3,-2.367819
134.35,-2.333523
134.4,-2.313664
134.45,-2.382337
134.5,-2.510845
134.55,-2.630549
134.6,-2.673429
134.65,-2.636116
134.7,-2.585463
134.75,-2.560858
134.8,-2.51695
134.85,-2.490813
134.9,-2.542222
134.95,-2.610556
135,-2.636866
135.05,-2.62127
135.1,-2.613037
135.15,-2.645561
135.2,-2.651541
135.25,-2.635356
135.3,-2.61815
135.35,-2.560164
135.4,-2.494505
135.45,-2.45226
135.5,-2.44268
135.55,-2.459446
135.6,-2.488393
135.65,-2.549742
135.7,-2.584113
135.75,-2.595191
135.8,-2.548294
135.85,-2.504456
135.9,-2.459993
135.95,-2.366468
136,-2.262279
136.05,-2.217551
136.1,-2.269951
136.15,-2.41812
136.2,-2.398575
136.25,-2.082424
136.3,-1.531861
136.35,-1.007695
136.4,-0.8153731
136.45,-1.018035
136.5,-1.478146
136.55,-2.07422
136.6,-2.58032
136.65,-2.803233
136.7,-2.790866
136.75,-2.681117
136.8,-2.613633
136.85,-2.664773
136.9,-2.641809
136.95,-2.611266
137,-2.639721
137.05,-2.666181
137.1,-2.691692
137.15,-2.720784
137.2,-2.74326
137.25,-2.738591
137.3,-2.692799
137.35,-2.633434
137.4,-2.639068
137.45,-2.664549
137.5,-2.673621
137.55,-2.702547
137.6,-2.741472
137.65,-2.758545
137.7,-2.771254
137.75,-2.782112
137.8,-2.762304
137.85,-2.727289
137.9,-2.68535
137.95,-2.633842
138,-2.609259
 
Alignment,On
