Data File Name,nextera_jlc_High Sensitivity DNA Assay_DE24802700_2018-01-10_12-11-58.xad,,
83.9,38.19728,,
83.95,38.25858,,
84,38.39494,,
84.05,38.68262,,
84.1,38.94806,,
84.15,39.12537,,
84.2,39.14738,,
84.25,39.13158,,
84.3,39.14272,,
84.35,38.96593,,
84.4,39.14799,,
84.45,39.53358,,
84.5,39.82648,,
84.55,40.22438,,
84.6,40.41722,,
84.65,40.39426,,
84.7,40.50102,,
84.75,40.66879,,
84.8,40.92624,,
84.85,41.25491,,
84.9,41.37872,,
84.95,41.12037,,
85,40.7142,,
85.05,40.42382,,
85.1,40.3263,,
85.15,40.62904,,
85.2,40.71179,,
85.25,40.83997,,
85.3,40.96284,,
85.35,41.07907,,
85.4,41.10177,,
85.45,41.11625,,
85.5,41.4395,,
85.55,41.68699,,
85.6,41.74396,,
85.65,41.52326,,
85.7,41.29169,,
85.75,41.2081,,
85.8,41.32448,,
85.85,41.60037,,
85.9,41.93047,,
85.95,42.26445,,
86,42.56475,,
86.05,42.78717,,
86.1,42.87189,,
86.15,42.92627,,
86.2,42.93227,,
86.25,42.77723,,
86.3,42.65446,,
86.35,42.805,,
86.4,43.06175,,
86.45,43.40998,,
86.5,43.79897,,
86.55,44.26039,,
86.6,44.68353,,
86.65,44.82452,,
86.7,44.87574,,
86.75,44.69436,,
86.8,44.62299,,
86.85,44.27968,,
86.9,44.00599,,
86.95,43.95062,,
87,44.01879,,
87.05,44.14128,,
87.1,44.15286,,
87.15,44.07493,,
87.2,44.07629,,
87.25,44.40695,,
87.3,44.69378,,
87.35,44.8511,,
87.4,45.06403,,
87.45,45.16719,,
87.5,45.38498,,
87.55,45.73748,,
87.6,46.0794,,
87.65,46.3702,,
87.7,46.33451,,
87.75,45.9429,,
87.8,45.51139,,
87.85,45.19469,,
87.9,45.03061,,
87.95,45.27958,,
88,45.69332,,
88.05,46.08899,,
88.1,46.40966,,
88.15,46.60228,,
88.2,46.60252,,
88.25,46.66557,,
88.3,47.18115,,
88.35,47.49617,,
88.4,47.89554,,
88.45,48.16991,,
88.5,48.37511,,
88.55,48.6436,,
88.6,48.76123,,
88.65,48.81955,,
88.7,48.96783,,
88.75,49.07549,,
88.8,48.99144,,
88.85,48.9563,,
88.9,49.18304,,
88.95,49.7027,,
89,50.46983,,
89.05,51.00089,,
89.1,51.26716,,
89.15,51.38647,,
89.2,51.14138,,
89.25,50.89768,,
89.3,50.8632,,
89.35,50.84492,,
89.4,51.06566,,
89.45,51.16913,,
89.5,51.50639,,
89.55,52.00244,,
89.6,52.50114,,
89.65,52.76226,,
89.7,52.86737,,
89.75,53.18991,,
89.8,53.06258,,
89.85,53.02006,,
89.9,52.91664,,
89.95,52.92533,,
90,53.08724,,
90.05,53.33316,,
90.1,53.68464,,
90.15,54.34089,,
90.2,54.85525,,
90.25,55.36153,,
90.3,55.84545,,
90.35,56.18215,,
90.4,56.2428,,
90.45,56.05438,,
90.5,55.78609,,
90.55,55.5976,,
90.6,55.91077,,
90.65,56.06271,,
90.7,56.58486,,
90.75,57.08385,,
90.8,57.4651,,
90.85,57.77869,,
90.9,58.0033,,
90.95,58.20421,,
91,58.67163,,
91.05,59.08323,,
91.1,59.38757,,
91.15,59.69322,,
91.2,60.0703,,
91.25,60.40006,,
91.3,60.47004,,
91.35,60.64353,,
91.4,60.82301,,
91.45,61.15346,,
91.5,61.59548,,
91.55,61.87454,,
91.6,62.01232,,
91.65,62.25905,,
91.7,62.64612,,
91.75,62.70973,,
91.8,62.98607,,
91.85,63.12013,,
91.9,63.72368,,
91.95,64.64588,,
92,65.35612,,
92.05,65.63377,,
92.1,66.02608,,
92.15,65.85419,,
92.2,65.81306,,
92.25,65.98705,,
92.3,66.61593,,
92.35,67.60307,,
92.4,68.57594,,
92.45,69.14143,,
92.5,69.19623,,
92.55,69.18283,,
92.6,69.05479,,
92.65,69.14864,,
92.7,69.45402,,
92.75,70.07986,,
92.8,70.9257,,
92.85,71.48915,,
92.9,72.17853,,
92.95,72.92016,,
93,73.86723,,
93.05,74.46458,,
93.1,74.63332,,
93.15,74.67328,,
93.2,74.91194,,
93.25,75.34943,,
93.3,75.91158,,
93.35,76.42346,,
93.4,77.10793,,
93.45,77.61817,,
93.5,77.83608,,
93.55,77.82517,,
93.6,77.8136,,
93.65,78.27946,,
93.7,78.7597,,
93.75,79.37245,,
93.8,79.64994,,
93.85,79.91029,,
93.9,80.16248,,
93.95,80.44011,,
94,80.99651,,
94.05,81.4351,,
94.1,82.01248,,
94.15,82.09344,,
94.2,82.06535,,
94.25,81.89539,,
94.3,81.72224,,
94.35,81.94783,,
94.4,82.9042,,
94.45,84.00166,,
94.5,85.12246,,
94.55,86.11917,,
94.6,86.64461,,
94.65,87.05177,,
94.7,87.50735,,
94.75,87.94588,,
94.8,88.6413,,
94.85,89.24496,,
94.9,89.66378,,
94.95,89.92345,,
95,90.14643,,
95.05,90.27949,,
95.1,90.58183,,
95.15,91.37605,,
95.2,91.8671,,
95.25,93.02508,,
95.3,93.88079,,
95.35,94.59842,,
95.4,94.89825,,
95.45,95.04218,,
95.5,95.30783,,
95.55,95.56085,,
95.6,96.18311,,
95.65,96.37683,,
95.7,96.54884,,
95.75,96.4425,,
95.8,95.73454,,
95.85,95.05826,,
95.9,95.23286,,
95.95,95.98328,,
96,96.67522,,
96.05,97.16666,,
96.1,97.53974,,
96.15,97.83649,,
96.2,97.91473,,
96.25,97.86731,,
96.3,98.11337,,
96.35,99.02225,,
96.4,99.54014,,
96.45,99.98387,,
96.5,100.8177,,
96.55,101.662,,
96.6,102.4067,,
96.65,102.8596,,
96.7,102.8263,,
96.75,103.1373,,
96.8,103.1925,,
96.85,103.641,,
96.9,104.1401,,
96.95,104.5132,,
97,104.7647,,
97.05,104.9275,,
97.1,104.9682,,
97.15,105.0241,,
97.2,105.1533,,
97.25,105.4554,,
97.3,105.7498,,
97.35,105.8349,,
97.4,105.7575,,
97.45,105.7072,,
97.5,105.7271,,
97.55,105.6774,,
97.6,105.9598,,
97.65,106.2623,,
97.7,106.8395,,
97.75,107.3322,,
97.8,107.2469,,
97.85,106.4638,,
97.9,105.4481,,
97.95,104.7894,,
98,105.4501,,
98.05,105.4548,,
98.1,105.0109,,
98.15,104.5803,,
98.2,104.2882,,
98.25,103.9028,,
98.3,103.3073,,
98.35,103.3114,,
98.4,103.2887,,
98.45,103.1724,,
98.5,102.5035,,
98.55,101.8213,,
98.6,101.8844,,
98.65,102.4773,,
98.7,102.7475,,
98.75,102.8772,,
98.8,102.3231,,
98.85,101.8822,,
98.9,101.3016,,
98.95,100.5013,,
99,99.7114,,
99.05,98.93126,,
99.1,98.97595,,
99.15,98.76825,,
99.2,99.39805,,
99.25,99.85606,,
99.3,100.1265,,
99.35,100.3222,,
99.4,100.2055,,
99.45,99.78414,,
99.5,99.47372,,
99.55,99.23962,,
99.6,99.79105,,
99.65,101.4796,,
99.7,103.8154,,
99.75,106.7396,,
99.8,110.942,,
99.85,115.5149,,
99.9,117.8435,,
99.95,119.448,,
100,120.726,,
100.05,122.189,,
100.1,123.2267,,
100.15,122.9114,,
100.2,121.386,,
100.25,119.9054,,
100.3,117.7565,,
100.35,115.3848,,
100.4,113.6862,,
100.45,112.0737,,
100.5,109.9306,,
100.55,107.175,,
100.6,103.8955,,
100.65,100.256,,
100.7,97.79848,,
100.75,96.13238,,
100.8,94.67862,,
100.85,93.19685,,
100.9,91.46833,,
100.95,89.49317,,
101,88.30354,,
101.05,86.83949,,
101.1,85.70328,,
101.15,84.40226,,
101.2,82.9089,,
101.25,81.10016,,
101.3,79.24593,,
101.35,78.11549,,
101.4,77.63139,,
101.45,77.55846,,
101.5,76.83346,,
101.55,75.97395,,
101.6,74.57513,,
101.65,72.84312,,
101.7,71.46887,,
101.75,70.74505,,
101.8,70.56636,,
101.85,69.9874,,
101.9,69.22971,,
101.95,68.87159,,
102,68.70363,,
102.05,68.39262,,
102.1,67.93027,,
102.15,67.54842,,
102.2,66.33398,,
102.25,64.53442,,
102.3,63.23178,,
102.35,62.58975,,
102.4,62.05196,,
102.45,61.2388,,
102.5,60.397,,
102.55,59.89623,,
102.6,58.64217,,
102.65,57.67488,,
102.7,56.93197,,
102.75,56.25274,,
102.8,55.37551,,
102.85,54.21533,,
102.9,53.11261,,
102.95,52.81811,,
103,53.17793,,
103.05,53.24475,,
103.1,53.29061,,
103.15,53.0273,,
103.2,52.41811,,
103.25,51.58419,,
103.3,50.3745,,
103.35,49.20844,,
103.4,48.51571,,
103.45,48.00643,,
103.5,47.37104,,
103.55,46.65649,,
103.6,46.03646,,
103.65,45.60387,,
103.7,45.29616,,
103.75,44.86224,,
103.8,44.74268,,
103.85,44.44605,,
103.9,43.87939,,
103.95,43.05975,,
104,42.31744,,
104.05,42.08027,,
104.1,41.93242,,
104.15,41.78272,,
104.2,41.26484,,
104.25,40.67927,,
104.3,39.91871,,
104.35,39.28144,,
104.4,39.06008,,
104.45,39.07856,,
104.5,39.48875,,
104.55,39.0643,,
104.6,38.70911,,
104.65,38.27582,,
104.7,37.81009,,
104.75,37.36377,,
104.8,36.944,,
104.85,36.59143,,
104.9,36.44249,,
104.95,36.13361,,
105,35.83482,,
105.05,35.45283,,
105.1,35.10493,,
105.15,34.81992,,
105.2,34.53983,,
105.25,34.48608,,
105.3,34.64592,,
105.35,35.02373,,
105.4,35.12983,,
105.45,35.09538,,
105.5,35.05454,,
105.55,35.03543,,
105.6,35.01448,,
105.65,35.02703,,
105.7,35.09318,,
105.75,35.17608,,
105.8,35.34872,,
105.85,35.58792,,
105.9,35.84613,,
105.95,36.00153,,
106,35.90931,,
106.05,35.96347,,
106.1,36.1803,,
106.15,36.08536,,
106.2,36.12035,,
106.25,36.26552,,
106.3,36.60043,,
106.35,37.19141,,
106.4,37.57572,,
106.45,37.38773,,
106.5,37.44012,,
106.55,37.22132,,
106.6,37.03504,,
106.65,37.00888,,
106.7,37.1123,,
106.75,37.35574,,
106.8,37.92981,,
106.85,37.85128,,
106.9,37.77577,,
106.95,37.79025,,
107,37.65529,,
107.05,37.46358,,
107.1,37.43259,,
107.15,37.56467,,
107.2,37.60955,,
107.25,37.60301,,
107.3,37.35855,,
107.35,37.47765,,
107.4,37.83699,,
107.45,38.12266,,
107.5,38.22235,,
107.55,38.35016,,
107.6,38.64183,,
107.65,38.13888,,
107.7,37.7131,,
107.75,37.33895,,
107.8,37.07897,,
107.85,36.89804,,
107.9,36.72252,,
107.95,36.71949,,
108,37.27778,,
108.05,37.4346,,
108.1,36.88509,,
108.15,36.36975,,
108.2,35.85633,,
108.25,35.31165,,
108.3,35.04863,,
108.35,34.87249,,
108.4,34.84286,,
108.45,34.80684,,
108.5,34.28839,,
108.55,33.82053,,
108.6,33.75719,,
108.65,33.97177,,
108.7,34.04333,,
108.75,33.78349,,
108.8,33.33376,,
108.85,33.00085,,
108.9,32.58572,,
108.95,32.15066,,
109,31.92356,,
109.05,31.93593,,
109.1,31.78767,,
109.15,31.44108,,
109.2,30.85136,,
109.25,30.55868,,
109.3,30.31207,,
109.35,30.04819,,
109.4,29.75185,,
109.45,29.51999,,
109.5,29.75401,,
109.55,29.87201,,
109.6,30.07013,,
109.65,30.12293,,
109.7,29.90517,,
109.75,29.41067,,
109.8,28.65253,,
109.85,27.70236,,
109.9,26.95857,,
109.95,26.85199,,
110,26.63844,,
110.05,26.75705,,
110.1,27.03677,,
110.15,27.26264,,
110.2,27.35766,,
110.25,27.38124,,
110.3,27.47099,,
110.35,27.48634,,
110.4,27.40541,,
110.45,27.11735,,
110.5,26.78427,,
110.55,26.65555,,
110.6,26.77381,,
110.65,26.80875,,
110.7,26.65785,,
110.75,26.37669,,
110.8,25.78594,,
110.85,25.16657,,
110.9,24.75864,,
110.95,24.79681,,
111,25.31066,,
111.05,25.76086,,
111.1,26.06884,,
111.15,26.07451,,
111.2,25.94151,,
111.25,25.49937,,
111.3,24.96442,,
111.35,24.65672,,
111.4,24.67805,,
111.45,24.97973,,
111.5,25.00502,,
111.55,25.09613,,
111.6,25.02173,,
111.65,25.0861,,
111.7,25.14348,,
111.75,24.98653,,
111.8,24.91078,,
111.85,24.9367,,
111.9,24.94335,,
111.95,24.73662,,
112,24.95463,,
112.05,25.31715,,
112.1,25.8524,,
112.15,27.14448,,
112.2,29.60315,,
112.25,32.11058,,
112.3,36.12041,,
112.35,41.3623,,
112.4,47.75086,,
112.45,55.6879,,
112.5,64.19661,,
112.55,71.9119,,
112.6,80.9035,,
112.65,88.44592,,
112.7,94.4129,,
112.75,100.58,,
112.8,106.2017,,
112.85,111.3438,,
112.9,115.6493,,
112.95,117.7422,,
113,118.308,,
113.05,118.7704,,
113.1,114.9653,,
113.15,110.3979,,
113.2,105.7039,,
113.25,101.3781,,
113.3,97.82552,,
113.35,94.31469,,
113.4,88.869,,
113.45,84.46423,,
113.5,79.14184,,
113.55,72.63348,,
113.6,67.14028,,
113.65,63.64901,,
113.7,61.16545,,
113.75,58.60952,,
113.8,55.51867,,
113.85,52.4739,,
113.9,49.32156,,
113.95,45.73746,,
114,42.31092,,
114.05,40.06185,,
114.1,39.12626,,
114.15,37.24293,,
114.2,35.53161,,
114.25,34.89022,,
114.3,34.12465,,
114.35,32.77317,,
114.4,31.21076,,
114.45,30.1393,,
114.5,29.8266,,
114.55,29.39312,,
114.6,28.41592,,
114.65,28.45387,,
114.7,28.44465,,
114.75,28.13596,,
114.8,27.65555,,
114.85,27.27165,,
114.9,27.20965,,
114.95,27.0289,,
115,26.35115,,
115.05,25.71208,,
115.1,25.33081,,
115.15,24.8019,,
115.2,24.27811,,
115.25,24.28506,,
115.3,24.43896,,
115.35,24.56631,,
115.4,24.0862,,
115.45,23.37551,,
115.5,22.79313,,
115.55,22.58427,,
115.6,22.6666,,
115.65,22.81577,,
115.7,23.35286,,
115.75,23.89317,,
115.8,23.95934,,
115.85,23.55108,,
115.9,23.00789,,
115.95,22.67189,,
116,22.50129,,
116.05,22.1275,,
116.1,22.00079,,
116.15,21.95214,,
116.2,21.88262,,
116.25,21.47326,,
116.3,21.06139,,
116.35,20.73499,,
116.4,20.37886,,
116.45,20.15811,,
116.5,19.94621,,
116.55,19.80259,,
116.6,19.39841,,
116.65,19.14363,,
116.7,19.22944,,
116.75,19.6734,,
116.8,20.28091,,
116.85,20.53616,,
116.9,20.81703,,
116.95,20.68724,,
117,20.2355,,
117.05,19.84611,,
117.1,19.65945,,
117.15,19.69729,,
117.2,19.95193,,
117.25,20.14348,,
117.3,19.78307,,
117.35,19.60658,,
117.4,19.43292,,
117.45,19.36167,,
117.5,19.47811,,
117.55,19.73156,,
117.6,19.9711,,
117.65,20.19137,,
117.7,19.99855,,
117.75,19.66407,,
117.8,19.49314,,
117.85,19.45682,,
117.9,19.44423,,
117.95,19.39393,,
118,19.2915,,
118.05,19.1126,,
118.1,19.07219,,
118.15,19.04522,,
118.2,19.11442,,
118.25,19.31514,,
118.3,19.54777,,
118.35,19.61489,,
118.4,19.3871,,
118.45,19.18827,,
118.5,18.87078,,
118.55,18.69934,,
118.6,18.44572,,
118.65,18.15503,,
118.7,17.95061,,
118.75,17.78759,,
118.8,17.61595,,
118.85,17.64609,,
118.9,17.87748,,
118.95,18.20367,,
119,18.56725,,
119.05,18.89991,,
119.1,19.16688,,
119.15,19.38805,,
119.2,19.40256,,
119.25,19.08921,,
119.3,18.74468,,
119.35,18.38024,,
119.4,18.24596,,
119.45,18.38519,,
119.5,18.60542,,
119.55,18.77321,,
119.6,18.63998,,
119.65,18.54699,,
119.7,18.40139,,
119.75,18.34675,,
119.8,18.40868,,
119.85,18.49433,,
119.9,18.46301,,
119.95,18.21308,,
120,17.90644,,
120.05,17.70908,,
120.1,17.8019,,
120.15,17.98628,,
120.2,18.22576,,
120.25,18.51427,,
120.3,18.67308,,
120.35,18.45374,,
120.4,18.15484,,
120.45,17.76951,,
120.5,17.41633,,
120.55,17.25124,,
120.6,17.3216,,
120.65,17.58566,,
120.7,17.99146,,
120.75,18.41108,,
120.8,18.25089,,
120.85,17.97268,,
120.9,17.70717,,
120.95,17.56023,,
121,17.58979,,
121.05,17.73525,,
121.1,17.78803,,
121.15,17.83822,,
121.2,17.93418,,
121.25,17.82826,,
121.3,17.55686,,
121.35,17.25597,,
121.4,16.97953,,
121.45,16.7224,,
121.5,16.69846,,
121.55,16.7925,,
121.6,17.15342,,
121.65,17.55384,,
121.7,17.67499,,
121.75,17.5492,,
121.8,17.40726,,
121.85,17.36775,,
121.9,17.30895,,
121.95,17.41811,,
122,17.40493,,
122.05,17.29712,,
122.1,17.18955,,
122.15,17.07664,,
122.2,17.01682,,
122.25,17.27804,,
122.3,17.51393,,
122.35,17.75005,,
122.4,17.66772,,
122.45,17.42516,,
122.5,17.10239,,
122.55,16.73071,,
122.6,16.42765,,
122.65,16.49784,,
122.7,16.93068,,
122.75,17.21345,,
122.8,17.49728,,
122.85,17.42589,,
122.9,17.09556,,
122.95,16.71799,,
123,16.40275,,
123.05,16.57388,,
123.1,17.11669,,
123.15,17.45111,,
123.2,17.57707,,
123.25,17.47257,,
123.3,17.21074,,
123.35,16.92073,,
123.4,16.70804,,
123.45,16.65037,,
123.5,16.7649,,
123.55,16.94652,,
123.6,17.12964,,
123.65,17.34907,,
123.7,17.49101,,
123.75,17.44186,,
123.8,17.35065,,
123.85,17.03294,,
123.9,16.90685,,
123.95,16.8995,,
124,17.00245,,
124.05,17.02426,,
124.1,16.94241,,
124.15,16.91411,,
124.2,16.88785,,
124.25,16.90464,,
124.3,16.8123,,
124.35,16.76546,,
124.4,16.7336,,
124.45,16.7931,,
124.5,16.96038,,
124.55,17.10393,,
124.6,17.19838,,
124.65,17.13201,,
124.7,16.82648,,
124.75,16.57375,,
124.8,16.40574,,
124.85,16.39082,,
124.9,16.53053,,
124.95,16.62746,,
125,16.63133,,
125.05,16.45883,,
125.1,16.14742,,
125.15,16.00088,,
125.2,16.01178,,
125.25,16.08252,,
125.3,16.20275,,
125.35,16.47536,,
125.4,16.7527,,
125.45,16.88473,,
125.5,16.80127,,
125.55,16.69547,,
125.6,16.64213,,
125.65,16.5785,,
125.7,16.43702,,
125.75,16.34571,,
125.8,16.34981,,
125.85,16.29899,,
125.9,16.16458,,
125.95,16.20536,,
126,16.33036,,
126.05,16.33996,,
126.1,16.23383,,
126.15,16.0926,,
126.2,15.88486,,
126.25,15.78838,,
126.3,15.72306,,
126.35,15.73296,,
126.4,15.87304,,
126.45,16.06257,,
126.5,16.08405,,
126.55,16.13064,,
126.6,16.04925,,
126.65,16.02402,,
126.7,16.03209,,
126.75,16.11634,,
126.8,16.31751,,
126.85,16.57107,,
126.9,16.66642,,
126.95,16.64077,,
127,16.59849,,
127.05,16.47016,,
127.1,16.44677,,
127.15,16.42539,,
127.2,16.3413,,
127.25,16.24715,,
127.3,15.88221,,
127.35,15.53326,,
127.4,15.57021,,
127.45,15.76866,,
127.5,16.06188,,
127.55,16.43397,,
127.6,16.77433,,
127.65,16.85391,,
127.7,16.60213,,
127.75,16.01926,,
127.8,15.53879,,
127.85,15.43691,,
127.9,15.54845,,
127.95,15.70344,,
128,15.86654,,
128.05,16.05189,,
128.1,16.1385,,
128.15,15.89161,,
128.2,15.68275,,
128.25,15.50665,,
128.3,15.38993,,
128.35,15.32447,,
128.4,15.30249,,
128.45,15.43389,,
128.5,15.64976,,
128.55,15.73152,,
128.6,15.76764,,
128.65,15.68254,,
128.7,15.53317,,
128.75,15.43368,,
128.8,15.45865,,
128.85,15.6366,,
128.9,15.68266,,
128.95,15.72241,,
129,15.84642,,
129.05,15.85876,,
129.1,15.67191,,
129.15,15.35372,,
129.2,15.01588,,
129.25,14.67701,,
129.3,14.47318,,
129.35,14.32531,,
129.4,14.36494,,
129.45,14.43419,,
129.5,14.45566,,
129.55,14.50965,,
129.6,14.66618,,
129.65,14.7022,,
129.7,14.92598,,
129.75,15.21233,,
129.8,15.44075,,
129.85,15.68378,,
129.9,15.92896,,
129.95,16.01636,,
130,15.86354,,
130.05,15.59002,,
130.1,15.24959,,
130.15,14.88581,,
130.2,14.62626,,
130.25,14.51793,,
130.3,14.59505,,
130.35,14.86157,,
130.4,15.04652,,
130.45,15.16399,,
130.5,15.47883,,
130.55,15.6545,,
130.6,15.65133,,
130.65,15.65352,,
130.7,15.73173,,
130.75,15.66337,,
130.8,15.53605,,
130.85,15.43484,,
130.9,15.26361,,
130.95,15.1242,,
131,15.0037,,
131.05,14.87156,,
131.1,14.78892,,
131.15,14.93479,,
131.2,15.27032,,
131.25,15.58034,,
131.3,15.7909,,
131.35,15.68029,,
131.4,15.44674,,
131.45,15.23553,,
131.5,14.96926,,
131.55,14.713,,
131.6,14.89611,,
131.65,15.0419,,
131.7,15.09803,,
131.75,15.28693,,
131.8,15.46965,,
131.85,15.47644,,
131.9,15.39265,,
131.95,15.21145,,
132,14.92471,,
132.05,14.75786,,
132.1,14.70864,,
132.15,14.82355,,
132.2,14.9925,,
132.25,14.97301,,
132.3,14.62124,,
132.35,14.43935,,
132.4,14.30404,,
132.45,14.16723,,
132.5,14.29826,,
132.55,14.60999,,
132.6,14.7897,,
132.65,14.62806,,
132.7,14.32675,,
132.75,14.15229,,
132.8,14.1377,,
132.85,14.17992,,
132.9,14.22845,,
132.95,14.27177,,
133,14.28156,,
133.05,14.25589,,
133.1,14.37624,,
133.15,14.76908,,
133.2,15.17258,,
133.25,15.34571,,
133.3,15.35974,,
133.35,15.28475,,
133.4,15.11237,,
133.45,14.81398,,
133.5,14.51759,,
133.55,14.63097,,
133.6,14.74,,
133.65,14.85179,,
133.7,14.9559,,
133.75,15.00618,,
133.8,14.98787,,
133.85,14.92774,,
133.9,14.47303,,
133.95,14.28362,,
134,14.40396,,
134.05,14.43433,,
134.1,14.38097,,
134.15,14.33187,,
134.2,14.26449,,
134.25,14.12022,,
134.3,14.12868,,
134.35,13.96429,,
134.4,13.91984,,
134.45,13.80568,,
134.5,13.63786,,
134.55,13.56085,,
134.6,13.6299,,
134.65,13.65597,,
134.7,13.70159,,
134.75,13.92859,,
134.8,14.08613,,
134.85,14.18883,,
134.9,14.26722,,
134.95,14.32586,,
135,14.35154,,
135.05,14.2524,,
135.1,13.92819,,
135.15,13.80549,,
135.2,13.80532,,
135.25,13.80516,,
135.3,13.81137,,
135.35,13.83984,,
135.4,13.74736,,
135.45,13.66124,,
135.5,13.76875,,
135.55,13.87686,,
135.6,14.06469,,
135.65,14.21833,,
135.7,14.23753,,
135.75,14.11609,,
135.8,13.83892,,
135.85,13.56223,,
135.9,13.72379,,
135.95,13.98306,,
136,14.26302,,
136.05,14.38673,,
136.1,14.25121,,
136.15,13.98309,,
136.2,13.85539,,
136.25,13.8217,,
136.3,13.87744,,
136.35,14.13186,,
136.4,14.53879,,
136.45,14.88497,,
136.5,14.93157,,
136.55,14.62761,,
136.6,14.36421,,
136.65,14.22668,,
136.7,13.86293,,
136.75,13.66592,,
136.8,13.67045,,
136.85,13.73952,,
136.9,13.79583,,
136.95,13.94088,,
137,14.12331,,
137.05,14.30233,,
137.1,14.16325,,
137.15,13.9908,,
137.2,14.03737,,
137.25,14.22747,,
137.3,14.32356,,
137.35,14.46321,,
137.4,14.62296,,
137.45,14.49704,,
137.5,14.3988,,
137.55,14.22788,,
137.6,14.13417,,
137.65,14.16471,,
137.7,14.04804,,
137.75,13.71969,,
137.8,13.44001,,
137.85,13.06995,,
137.9,12.76091,,
137.95,12.70314,,
138,12.88869,,
 ,,,
Alignment,On,,
