Data File Name,nextera_nk_0124_High Sensitivity DNA Assay_DE24802700_2018-01-23_12-13-37.xad
84.05,80.84127
84.1,71.45863
84.15,63.25512
84.2,55.80806
84.25,49.84661
84.3,44.90999
84.35,40.13307
84.4,35.74624
84.45,32.24628
84.5,29.81444
84.55,27.70189
84.6,25.91618
84.65,23.48712
84.7,20.90388
84.75,18.66447
84.8,17.11548
84.85,16.3693
84.9,15.38021
84.95,14.56373
85,13.25742
85.05,12.08503
85.1,10.89631
85.15,9.801398
85.2,9.033298
85.25,8.285762
85.3,7.98022
85.35,7.353717
85.4,7.029872
85.45,6.571226
85.5,5.968113
85.55,5.565298
85.6,4.918275
85.65,4.199474
85.7,3.442917
85.75,3.030256
85.8,2.89692
85.85,2.942754
85.9,2.981621
85.95,2.686257
86,2.193705
86.05,1.650627
86.1,1.294078
86.15,1.015016
86.2,1.045282
86.25,0.8082094
86.3,0.8376508
86.35,0.6380543
86.4,0.2094979
86.45,-0.1616429
86.5,-0.363155
86.55,-0.365577
86.6,-0.3271866
86.65,-0.1718268
86.7,-0.402022
86.75,-0.5212024
86.8,-0.6409951
86.85,-0.7438781
86.9,-0.798484
86.95,-0.9231895
87,-0.9806003
87.05,-0.9261748
87.1,-0.7460238
87.15,-0.7037593
87.2,-0.6239325
87.25,-0.6223508
87.3,-0.7514654
87.35,-0.8276017
87.4,-0.869288
87.45,-1.001893
87.5,-0.9044599
87.55,-0.5797184
87.6,-2.495627E-02
87.65,1.08065
87.7,3.633677
87.75,9.12051
87.8,18.89656
87.85,35.07568
87.9,61.09564
87.95,98.30359
88,146.9249
88.05,205.5835
88.1,268.9353
88.15,332.7869
88.2,393.0017
88.25,445.1796
88.3,482.4826
88.35,500.7087
88.4,501.3678
88.45,484.4886
88.5,453.0896
88.55,412.6524
88.6,365.7805
88.65,315.4189
88.7,264.0254
88.75,218.5549
88.8,178.3494
88.85,147.7085
88.9,125.3419
88.95,108.3371
89,92.67279
89.05,78.65022
89.1,67.71754
89.15,58.60539
89.2,51.4329
89.25,45.4011
89.3,40.90928
89.35,35.44845
89.4,30.96273
89.45,26.76394
89.5,22.89989
89.55,19.63875
89.6,17.51738
89.65,16.3379
89.7,14.53666
89.75,12.73432
89.8,11.14046
89.85,10.06949
89.9,9.50723
89.95,9.049997
90,8.614857
90.05,7.43603
90.1,6.107259
90.15,5.137056
90.2,4.707669
90.25,4.826394
90.3,4.791738
90.35,4.425808
90.4,3.829087
90.45,3.186158
90.5,2.894491
90.55,2.67624
90.6,2.753475
90.65,3.171321
90.7,4.337806
90.75,6.72528
90.8,11.9689
90.85,21.69461
90.9,37.36359
90.95,61.91566
91,95.59824
91.05,139.3225
91.1,191.0341
91.15,249.6907
91.2,310.9243
91.25,369.1699
91.3,420.8093
91.35,461.0515
91.4,487.1573
91.45,497.3149
91.5,492.4018
91.55,470.7953
91.6,436.6225
91.65,394.7332
91.7,347.7191
91.75,298.0602
91.8,251.1942
91.85,209.7203
91.9,173.9064
91.95,145.6838
92,123.8228
92.05,105.4951
92.1,90.05225
92.15,77.68972
92.2,67.6712
92.25,58.53911
92.3,51.05538
92.35,44.43617
92.4,38.67948
92.45,34.28893
92.5,31.14848
92.55,28.43736
92.6,25.78384
92.65,23.11692
92.7,20.19672
92.75,18.62226
92.8,17.47566
92.85,16.47025
92.9,15.42245
92.95,14.47892
93,13.48578
93.05,12.0791
93.1,10.92043
93.15,9.825891
93.2,8.933021
93.25,8.715956
93.3,8.361824
93.35,7.666482
93.4,6.795016
93.45,6.027914
93.5,5.254493
93.55,4.344831
93.6,4.044069
93.65,3.582608
93.7,3.056318
93.75,2.615973
93.8,2.046239
93.85,1.422433
93.9,1.21604
93.95,1.45409
94,1.404967
94.05,1.514762
94.1,1.466143
94.15,1.299906
94.2,1.080658
94.25,1.024941
94.3,0.6705577
94.35,0.1985119
94.4,0.2563378
94.45,0.4329038
94.5,0.5944799
94.55,0.5034196
94.6,0.5112867
94.65,0.6853473
94.7,1.224013
94.75,2.666175
94.8,4.23636
94.85,6.672113
94.9,10.75428
94.95,19.06679
95,32.45664
95.05,52.63179
95.1,78.8296
95.15,109.3009
95.2,148.097
95.25,194.4212
95.3,246.4188
95.35,302.6619
95.4,356.6314
95.45,404.6557
95.5,443.5973
95.55,474.2067
95.6,494.3258
95.65,501.3322
95.7,497.8614
95.75,482.1451
95.8,457.618
95.85,424.6653
95.9,388.1454
95.95,349.002
96,310.4667
96.05,272.4565
96.1,236.9
96.15,204.1428
96.2,173.953
96.25,147.8361
96.3,125.2181
96.35,107.779
96.4,92.4065
96.45,80.77285
96.5,71.22449
96.55,62.31596
96.6,53.91175
96.65,47.46101
96.7,41.41897
96.75,35.92649
96.8,32.14558
96.85,29.16801
96.9,26.27237
96.95,23.53874
97,21.30327
97.05,18.61128
97.1,16.05828
97.15,14.11391
97.2,12.47568
97.25,11.10013
97.3,10.04883
97.35,9.100806
97.4,8.334409
97.45,7.033789
97.5,6.007796
97.55,5.505034
97.6,5.474963
97.65,5.309297
97.7,4.989423
97.75,4.149327
97.8,3.056134
97.85,2.617217
97.9,2.404208
97.95,2.209744
98,2.188167
98.05,2.193068
98.1,1.893364
98.15,2.067217
98.2,2.132576
98.25,1.743245
98.3,1.617358
98.35,1.795841
98.4,1.827913
98.45,2.09907
98.5,2.22738
98.55,1.935236
98.6,1.39685
98.65,0.9764031
98.7,0.8510492
98.75,1.370191
98.8,1.890705
98.85,2.158493
98.9,1.835274
98.95,1.44259
99,0.8679394
99.05,0.5482156
99.1,0.4607863
99.15,0.5686439
99.2,0.7418754
99.25,0.3958224
99.3,0.1448027
99.35,-0.3726103
99.4,-0.6351607
99.45,-0.6296165
99.5,-0.3275827
99.55,-0.100897
99.6,0.1771046
99.65,0.3509923
99.7,5.322471E-02
99.75,-0.2586944
99.8,-0.321357
99.85,-0.2468482
99.9,7.074715E-02
99.95,0.3869475
100,0.2485293
100.05,-2.507921E-02
100.1,8.055934E-04
100.15,-1.931357E-02
100.2,-0.1050818
100.25,-6.128444E-02
100.3,0.1115208
100.35,0.1876741
100.4,0.1404161
100.45,0.1872795
100.5,0.36888
100.55,0.8830388
100.6,2.976945
100.65,6.604929
100.7,12.26886
100.75,20.71389
100.8,32.49946
100.85,51.72033
100.9,78.1376
100.95,117.5662
101,166.7825
101.05,224.6909
101.1,288.4925
101.15,352.9505
101.2,418.4713
101.25,482.2294
101.3,538.2224
101.35,582.3278
101.4,613.1358
101.45,635.9163
101.5,642.6123
101.55,634.2063
101.6,611.6768
101.65,576.2108
101.7,526.8143
101.75,471.8508
101.8,419.162
101.85,365.4954
101.9,321.9333
101.95,283.3426
102,247.1429
102.05,210.4311
102.1,177.5468
102.15,149.2139
102.2,125.6744
102.25,108.1473
102.3,91.1366
102.35,78.01495
102.4,67.18629
102.45,58.98229
102.5,51.72112
102.55,44.88582
102.6,38.16814
102.65,32.70355
102.7,27.91541
102.75,23.65906
102.8,20.33788
102.85,16.40148
102.9,13.81
102.95,12.4093
103,11.89824
103.05,11.7973
103.1,11.23069
103.15,10.3817
103.2,8.683711
103.25,7.730762
103.3,7.515249
103.35,7.390501
103.4,6.814028
103.45,6.836948
103.5,8.260374
103.55,11.72342
103.6,16.63633
103.65,25.05324
103.7,37.82618
103.75,57.48118
103.8,88.17113
103.85,128.4078
103.9,177.5716
103.95,234.7491
104,296.4271
104.05,363.6779
104.1,431.2609
104.15,496.9995
104.2,555.3348
104.25,600.214
104.3,635.4892
104.35,665.0339
104.4,679.7181
104.45,673.9323
104.5,646.8777
104.55,609.8646
104.6,566.5785
104.65,527.3287
104.7,484.1589
104.75,432.8945
104.8,378.3797
104.85,325.7329
104.9,280.3569
104.95,238.3379
105,205.6322
105.05,176.2235
105.1,151.3045
105.15,130.9061
105.2,112.0942
105.25,95.59655
105.3,81.24446
105.35,71.02371
105.4,62.04768
105.45,54.02565
105.5,47.81554
105.55,41.45586
105.6,37.10534
105.65,33.38725
105.7,30.68453
105.75,28.94619
105.8,27.1432
105.85,24.57233
105.9,21.61522
105.95,19.03675
106,17.10823
106.05,16.14992
106.1,16.42234
106.15,16.27942
106.2,15.06009
106.25,13.82448
106.3,12.1833
106.35,10.68247
106.4,9.169994
106.45,8.576767
106.5,8.835174
106.55,9.239779
106.6,9.908304
106.65,10.09816
106.7,9.641844
106.75,8.343777
106.8,6.932351
106.85,5.904496
106.9,5.143216
106.95,4.947609
107,5.161537
107.05,5.526604
107.1,5.427853
107.15,5.039349
107.2,4.663349
107.25,4.006828
107.3,3.431504
107.35,3.052665
107.4,3.269426
107.45,3.703677
107.5,3.309723
107.55,3.126891
107.6,3.200998
107.65,3.829388
107.7,4.751524
107.75,5.546367
107.8,5.975115
107.85,5.551771
107.9,5.963798
107.95,6.483686
108,7.16285
108.05,7.128712
108.1,6.643331
108.15,6.145415
108.2,5.376869
108.25,6.115304
108.3,8.158776
108.35,8.989827
108.4,8.639792
108.45,9.522464
108.5,11.51991
108.55,13.49214
108.6,17.29758
108.65,21.6275
108.7,26.03998
108.75,37.32358
108.8,55.03869
108.85,74.86313
108.9,98.3933
108.95,128.6414
109,158.0965
109.05,190.8201
109.1,234.2649
109.15,282.1396
109.2,329.7759
109.25,385.8652
109.3,437.5011
109.35,476.839
109.4,515.4979
109.45,549.9302
109.5,576.9844
109.55,596.0833
109.6,603.1521
109.65,590.695
109.7,574.9036
109.75,557.411
109.8,531.7287
109.85,500.641
109.9,457.4948
109.95,401.4388
110,351.3532
110.05,313.8335
110.1,288.8639
110.15,269.1187
110.2,249.2364
110.25,222.5515
110.3,189.8843
110.35,160.5985
110.4,133.814
110.45,113.9987
110.5,98.11358
110.55,86.17799
110.6,76.17621
110.65,67.26282
110.7,61.52223
110.75,56.39349
110.8,51.76349
110.85,47.40137
110.9,40.50969
110.95,35.65416
111,33.05749
111.05,31.32761
111.1,29.64932
111.15,27.46438
111.2,24.26071
111.25,20.66931
111.3,17.44422
111.35,14.77505
111.4,12.38134
111.45,11.73549
111.5,11.31394
111.55,11.00861
111.6,10.35962
111.65,9.286631
111.7,7.658373
111.75,5.73761
111.8,3.873194
111.85,2.650088
111.9,3.0971
111.95,3.970162
112,4.225492
112.05,5.27431
112.1,7.822662
112.15,10.93436
112.2,16.75091
112.25,25.39563
112.3,36.17366
112.35,47.1582
112.4,59.56906
112.45,69.57034
112.5,81.40498
112.55,96.12524
112.6,115.8115
112.65,137.8818
112.7,156.6709
112.75,172.7047
112.8,192.1487
112.85,215.655
112.9,234.5378
112.95,250.8045
113,256.2158
113.05,253.9238
113.1,246.8014
113.15,241.7729
113.2,237.9995
113.25,231.4441
113.3,219.8791
113.35,201.0217
113.4,180.5942
113.45,159.4182
113.5,142.7686
113.55,132.0783
113.6,121.778
113.65,106.4261
113.7,90.96798
113.75,78.81557
113.8,69.16416
113.85,61.37718
113.9,57.45007
113.95,49.92532
114,39.12039
114.05,33.96619
114.1,31.1235
114.15,27.17654
114.2,24.33124
114.25,23.84103
114.3,22.67965
114.35,21.98324
114.4,21.68323
114.45,19.47233
114.5,16.85097
114.55,14.91323
114.6,14.46748
114.65,14.8442
114.7,14.95968
114.75,13.96723
114.8,13.67285
114.85,12.35408
114.9,11.01227
114.95,9.91135
115,8.686743
115.05,7.783711
115.1,7.346509
115.15,8.158818
115.2,8.9264
115.25,8.063084
115.3,5.97435
115.35,3.858769
115.4,2.426117
115.45,2.175559
115.5,3.009932
115.55,4.048223
115.6,4.169511
115.65,3.74098
115.7,3.359979
115.75,2.28012
115.8,1.997095
115.85,2.029206
115.9,1.947894
115.95,1.492259
116,0.9248361
116.05,0.6242355
116.1,0.4080037
116.15,0.9888662
116.2,1.120558
116.25,0.7121706
116.3,-0.1676038
116.35,-1.260311
116.4,-1.94631
116.45,-1.478162
116.5,-1.160324
116.55,-0.5712867
116.6,-0.6968881
116.65,-1.83185
116.7,-2.364993
116.75,-2.423149
116.8,-2.021172
116.85,-1.875799
116.9,-1.802916
116.95,-2.657758
117,-3.505418
117.05,-3.066952
117.1,-2.478661
117.15,-2.266314
117.2,-2.479577
117.25,-3.061369
117.3,-3.922548
117.35,-3.702297
117.4,-3.631681
117.45,-3.365247
117.5,-3.29092
117.55,-3.332351
117.6,-3.600335
117.65,-3.82161
117.7,-3.803784
117.75,-3.996892
117.8,-3.731562
117.85,-3.735527
117.9,-3.472513
117.95,-3.371242
118,-3.423907
118.05,-3.903391
118.1,-4.466422
118.15,-4.631878
118.2,-4.563471
118.25,-3.839446
118.3,-3.638258
118.35,-3.766454
118.4,-4.342019
118.45,-4.863904
118.5,-4.944563
118.55,-4.704804
118.6,-4.069449
118.65,-3.636609
118.7,-3.334642
118.75,-3.498108
118.8,-3.8321
118.85,-4.08212
118.9,-4.237747
118.95,-4.271785
119,-4.130557
119.05,-3.980384
119.1,-4.019847
119.15,-4.127462
119.2,-3.978857
119.25,-3.582052
119.3,-3.536299
119.35,-3.801479
119.4,-4.383591
119.45,-4.722178
119.5,-4.896228
119.55,-4.469613
119.6,-4.197131
119.65,-4.476481
119.7,-4.779488
119.75,-5.083601
119.8,-5.028636
119.85,-4.955791
119.9,-4.734899
119.95,-4.564177
120,-4.725411
120.05,-5.002077
120.1,-5.216829
120.15,-5.340784
120.2,-5.379488
120.25,-5.144277
120.3,-4.901859
120.35,-4.950312
120.4,-4.995915
120.45,-5.103281
120.5,-4.992717
120.55,-4.716886
120.6,-4.143625
120.65,-3.67577
120.7,-3.319584
120.75,-3.457308
120.8,-3.606972
120.85,-4.033596
120.9,-4.416646
120.95,-4.470884
121,-4.60819
121.05,-4.561194
121.1,-4.457661
121.15,-4.066086
121.2,-3.871135
121.25,-4.130667
121.3,-4.648391
121.35,-5.169873
121.4,-5.357536
121.45,-5.432328
121.5,-5.297867
121.55,-5.067544
121.6,-4.9266
121.65,-4.916356
121.7,-4.974889
121.75,-4.783191
121.8,-4.90855
121.85,-5.059109
121.9,-5.170403
121.95,-5.404836
122,-5.742504
122.05,-5.833407
122.1,-5.646131
122.15,-5.616128
122.2,-5.405134
122.25,-5.327452
122.3,-5.299235
122.35,-5.191306
122.4,-5.114044
122.45,-5.051829
122.5,-5.045031
122.55,-4.83576
122.6,-4.763747
122.65,-4.811053
122.7,-4.774557
122.75,-4.97783
122.8,-5.206775
122.85,-5.151372
122.9,-5.028747
122.95,-5.047833
123,-5.09619
123.05,-4.999112
123.1,-5.00449
123.15,-5.023222
123.2,-5.13152
123.25,-5.140956
123.3,-4.901483
123.35,-4.849253
123.4,-4.952075
123.45,-5.143065
123.5,-5.536189
123.55,-5.690232
123.6,-5.66638
123.65,-5.506072
123.7,-5.517456
123.75,-5.498964
123.8,-5.629179
123.85,-5.703662
123.9,-5.593543
123.95,-5.673061
124,-5.589485
124.05,-5.494899
124.1,-5.387414
124.15,-5.103044
124.2,-4.800792
124.25,-4.633297
124.3,-4.781841
124.35,-5.034886
124.4,-5.303376
124.45,-5.275373
124.5,-4.891922
124.55,-4.745863
124.6,-4.893158
124.65,-5.210343
124.7,-5.349011
124.75,-5.280707
124.8,-4.951508
124.85,-4.685816
124.9,-4.691993
124.95,-4.790422
125,-4.754045
125.05,-4.787242
125.1,-4.844293
125.15,-4.927625
125.2,-5.125434
125.25,-5.245257
125.3,-5.294546
125.35,-5.366779
125.4,-5.518246
125.45,-5.612235
125.5,-5.742193
125.55,-5.897532
125.6,-5.980182
125.65,-5.918954
125.7,-5.907398
125.75,-5.753421
125.8,-5.713506
125.85,-5.629635
125.9,-5.681196
125.95,-5.726538
126,-5.437805
126.05,-5.384997
126.1,-5.367325
126.15,-5.402904
126.2,-5.369596
126.25,-5.344968
126.3,-5.263673
126.35,-5.068684
126.4,-5.030837
126.45,-5.023829
126.5,-5.091016
126.55,-5.31118
126.6,-5.540249
126.65,-5.503722
126.7,-5.407877
126.75,-5.356766
126.8,-5.338068
126.85,-5.319864
126.9,-5.466782
126.95,-5.476105
127,-5.427551
127.05,-5.604269
127.1,-5.800633
127.15,-5.993123
127.2,-6.160131
127.25,-6.326685
127.3,-6.097434
127.35,-6.04545
127.4,-6.180661
127.45,-6.445752
127.5,-6.642315
127.55,-6.600474
127.6,-6.501314
127.65,-6.236156
127.7,-6.191615
127.75,-6.248423
127.8,-6.237467
127.85,-6.086895
127.9,-5.886962
127.95,-5.836231
128,-5.844683
128.05,-5.88515
128.1,-5.708121
128.15,-5.524424
128.2,-5.559677
128.25,-5.59416
128.3,-5.713593
128.35,-5.713593
128.4,-5.713593
128.45,-5.713593
128.5,-5.713593
128.55,-5.713593
128.6,-5.713593
128.65,-5.713593
128.7,-5.713593
128.75,-5.713593
128.8,-5.713593
128.85,-5.713593
128.9,-5.713593
128.95,-5.713593
129,-5.713593
129.05,-5.713593
129.1,-5.713593
129.15,-5.713593
129.2,-5.713593
129.25,-5.713593
129.3,-5.713593
129.35,-5.713593
129.4,-5.713593
129.45,-5.713593
129.5,-5.713593
129.55,-5.713593
129.6,-5.713593
129.65,-5.713593
129.7,-5.713593
129.75,-5.713593
129.8,-5.713593
129.85,-5.713593
129.9,-5.713593
129.95,-5.713593
130,-5.713593
130.05,-5.713593
130.1,-5.713593
130.15,-5.713593
130.2,-5.713593
130.25,-5.713593
130.3,-5.713593
130.35,-5.713593
130.4,-5.713593
130.45,-5.713593
130.5,-5.713593
130.55,-5.713593
130.6,-5.713593
130.65,-5.713593
130.7,-5.713593
130.75,-5.713593
130.8,-5.713593
130.85,-5.713593
130.9,-5.713593
130.95,-5.713593
131,-5.713593
131.05,-5.713593
131.1,-5.713593
131.15,-5.713593
131.2,-5.713593
131.25,-5.713593
131.3,-5.713593
131.35,-5.713593
131.4,-5.713593
131.45,-5.713593
131.5,-5.713593
131.55,-5.713593
131.6,-5.713593
131.65,-5.713593
131.7,-5.713593
131.75,-5.713593
131.8,-5.713593
131.85,-5.713593
131.9,-5.713593
131.95,-5.713593
132,-5.713593
132.05,-5.713593
132.1,-5.713593
132.15,-5.713593
132.2,-5.713593
132.25,-5.713593
132.3,-5.713593
132.35,-5.713593
132.4,-5.713593
132.45,-5.713593
132.5,-5.713593
132.55,-5.713593
132.6,-5.713593
132.65,-5.713593
132.7,-5.713593
132.75,-5.713593
132.8,-5.713593
132.85,-5.713593
132.9,-5.713593
132.95,-5.713593
133,-5.713593
133.05,-5.713593
133.1,-5.713593
133.15,-5.713593
133.2,-5.713593
133.25,-5.713593
133.3,-5.713593
133.35,-5.713593
133.4,-5.713593
133.45,-5.713593
133.5,-5.713593
133.55,-5.713593
133.6,-5.713593
133.65,-5.713593
133.7,-5.713593
133.75,-5.713593
133.8,-5.713593
133.85,-5.713593
133.9,-5.713593
133.95,-5.713593
134,-5.713593
134.05,-5.713593
134.1,-5.713593
134.15,-5.713593
134.2,-5.713593
134.25,-5.713593
134.3,-5.713593
134.35,-5.713593
134.4,-5.713593
134.45,-5.713593
134.5,-5.713593
134.55,-5.713593
134.6,-5.713593
134.65,-5.713593
134.7,-5.713593
134.75,-5.713593
134.8,-5.713593
134.85,-5.713593
134.9,-5.713593
134.95,-5.713593
135,-5.713593
135.05,-5.713593
135.1,-5.713593
135.15,-5.713593
135.2,-5.713593
135.25,-5.713593
135.3,-5.713593
135.35,-5.713593
135.4,-5.713593
135.45,-5.713593
135.5,-5.713593
135.55,-5.713593
135.6,-5.713593
135.65,-5.713593
135.7,-5.713593
135.75,-5.713593
135.8,-5.713593
135.85,-5.713593
135.9,-5.713593
135.95,-5.713593
136,-5.713593
136.05,-5.713593
136.1,-5.713593
136.15,-5.713593
136.2,-5.713593
136.25,-5.713593
136.3,-5.713593
136.35,-5.713593
136.4,-5.713593
136.45,-5.713593
136.5,-5.713593
136.55,-5.713593
136.6,-5.713593
136.65,-5.713593
136.7,-5.713593
136.75,-5.713593
136.8,-5.713593
136.85,-5.713593
136.9,-5.713593
136.95,-5.713593
137,-5.713593
137.05,-5.713593
137.1,-5.713593
137.15,-5.713593
137.2,-5.713593
137.25,-5.713593
137.3,-5.713593
137.35,-5.713593
137.4,-5.713593
137.45,-5.713593
137.5,-5.713593
137.55,-5.713593
137.6,-5.713593
137.65,-5.713593
137.7,-5.713593
137.75,-5.713593
137.8,-5.713593
137.85,-5.713593
137.9,-5.713593
137.95,-5.713593
138,-5.713593
 
Alignment,On
