Data File Name,nextera_nk_0124_High Sensitivity DNA Assay_DE24802700_2018-01-23_12-13-37.xad,,
83.95,42.45441,,
84,42.17174,,
84.05,42.03951,,
84.1,42.84558,,
84.15,43.08918,,
84.2,43.46146,,
84.25,43.60143,,
84.3,43.85543,,
84.35,43.77997,,
84.4,44.26831,,
84.45,45.0529,,
84.5,45.148,,
84.55,45.56889,,
84.6,45.64251,,
84.65,45.44116,,
84.7,45.04396,,
84.75,45.41304,,
84.8,45.67384,,
84.85,45.81984,,
84.9,45.67215,,
84.95,45.29195,,
85,45.08927,,
85.05,45.12271,,
85.1,45.99749,,
85.15,46.45188,,
85.2,46.79293,,
85.25,46.97757,,
85.3,47.06477,,
85.35,47.20863,,
85.4,46.9469,,
85.45,46.59158,,
85.5,46.23901,,
85.55,45.99868,,
85.6,46.39299,,
85.65,47.19912,,
85.7,48.10921,,
85.75,47.87379,,
85.8,47.53292,,
85.85,47.37058,,
85.9,47.64499,,
85.95,47.93032,,
86,47.99073,,
86.05,48.2664,,
86.1,48.70697,,
86.15,49.73528,,
86.2,51.05994,,
86.25,51.58819,,
86.3,51.39434,,
86.35,50.96461,,
86.4,51.3589,,
86.45,52.30583,,
86.5,53.16878,,
86.55,53.43989,,
86.6,53.54797,,
86.65,52.81402,,
86.7,51.4254,,
86.75,50.76162,,
86.8,50.90974,,
86.85,51.79208,,
86.9,53.3197,,
86.95,55.27689,,
87,56.07653,,
87.05,55.42191,,
87.1,55.00525,,
87.15,54.30267,,
87.2,54.44682,,
87.25,55.08031,,
87.3,55.71556,,
87.35,55.82441,,
87.4,55.40067,,
87.45,55.62422,,
87.5,56.28876,,
87.55,56.77702,,
87.6,56.74384,,
87.65,56.69446,,
87.7,57.53585,,
87.75,58.20009,,
87.8,58.68851,,
87.85,59.22072,,
87.9,59.34534,,
87.95,59.46166,,
88,59.86647,,
88.05,59.76117,,
88.1,59.8839,,
88.15,59.88559,,
88.2,60.88575,,
88.25,61.72966,,
88.3,62.71519,,
88.35,62.88559,,
88.4,62.58818,,
88.45,63.5037,,
88.5,64.78109,,
88.55,66.1321,,
88.6,67.01488,,
88.65,67.27086,,
88.7,66.83963,,
88.75,66.22787,,
88.8,66.44689,,
88.85,66.88246,,
88.9,66.91508,,
88.95,66.37387,,
89,66.04243,,
89.05,65.94218,,
89.1,67.27888,,
89.15,69.38133,,
89.2,70.79211,,
89.25,70.7362,,
89.3,69.71772,,
89.35,68.90973,,
89.4,68.53423,,
89.45,69.25864,,
89.5,69.86714,,
89.55,70.24552,,
89.6,70.11362,,
89.65,71.03312,,
89.7,71.99535,,
89.75,73.79894,,
89.8,76.14845,,
89.85,77.58501,,
89.9,78.41392,,
89.95,79.21781,,
90,80.42982,,
90.05,80.37724,,
90.1,79.97644,,
90.15,79.86494,,
90.2,80.19301,,
90.25,81.90641,,
90.3,84.69707,,
90.35,86.27062,,
90.4,87.13162,,
90.45,87.34866,,
90.5,87.14583,,
90.55,86.26567,,
90.6,85.2175,,
90.65,85.58945,,
90.7,86.26228,,
90.75,89.89828,,
90.8,91.46462,,
90.85,91.68696,,
90.9,90.96465,,
90.95,89.92687,,
91,90.3848,,
91.05,91.05553,,
91.1,92.96023,,
91.15,93.85506,,
91.2,95.70936,,
91.25,96.93977,,
91.3,97.81503,,
91.35,99.28326,,
91.4,100.3292,,
91.45,100.9213,,
91.5,101.435,,
91.55,101.9131,,
91.6,102.7353,,
91.65,102.3919,,
91.7,102.8963,,
91.75,103.2357,,
91.8,104.8014,,
91.85,107.4481,,
91.9,110.3654,,
91.95,112.3643,,
92,112.4711,,
92.05,112.676,,
92.1,113.0603,,
92.15,113.8832,,
92.2,115.2176,,
92.25,115.8241,,
92.3,116.7811,,
92.35,116.9952,,
92.4,117.7953,,
92.45,118.8303,,
92.5,119.5444,,
92.55,120.6589,,
92.6,122.0453,,
92.65,124.216,,
92.7,126.0063,,
92.75,128.1039,,
92.8,129.821,,
92.85,129.4923,,
92.9,128.4862,,
92.95,127.9835,,
93,128.3996,,
93.05,129.9133,,
93.1,132.6308,,
93.15,135.1981,,
93.2,135.8783,,
93.25,136.1194,,
93.3,137.9062,,
93.35,139.3951,,
93.4,141.16,,
93.45,143.326,,
93.5,145.3226,,
93.55,146.8871,,
93.6,147.6943,,
93.65,149.0717,,
93.7,149.9508,,
93.75,150.5619,,
93.8,152.3033,,
93.85,154.0551,,
93.9,156.5551,,
93.95,159.4574,,
94,162.4001,,
94.05,164.7926,,
94.1,165.9892,,
94.15,167.285,,
94.2,168.5988,,
94.25,170.5398,,
94.3,172.3823,,
94.35,172.5639,,
94.4,175.5711,,
94.45,176.8988,,
94.5,177.9897,,
94.55,179.3649,,
94.6,179.9864,,
94.65,180.4044,,
94.7,180.3083,,
94.75,184.0512,,
94.8,186.4429,,
94.85,188.9413,,
94.9,191.3147,,
94.95,191.8111,,
95,192.2072,,
95.05,193.9916,,
95.1,198.6627,,
95.15,204.3508,,
95.2,207.3932,,
95.25,208.5634,,
95.3,207.9867,,
95.35,206.7323,,
95.4,207.5498,,
95.45,209.6751,,
95.5,211.218,,
95.55,214.5823,,
95.6,219.8804,,
95.65,225.2673,,
95.7,228.1036,,
95.75,230.4552,,
95.8,230.2071,,
95.85,230.0387,,
95.9,234.105,,
95.95,237.4569,,
96,239.3112,,
96.05,242.6592,,
96.1,248.79,,
96.15,254.158,,
96.2,258.6972,,
96.25,262.227,,
96.3,259.9832,,
96.35,260.903,,
96.4,265.1445,,
96.45,269.6602,,
96.5,272.4393,,
96.55,275.1308,,
96.6,277.512,,
96.65,279.3961,,
96.7,282.5975,,
96.75,286.532,,
96.8,289.2214,,
96.85,292.436,,
96.9,294.6692,,
96.95,297.6207,,
97,301.6253,,
97.05,307.4488,,
97.1,312.4379,,
97.15,314.9651,,
97.2,316.3719,,
97.25,319.4408,,
97.3,322.039,,
97.35,327.6646,,
97.4,333.3191,,
97.45,335.9192,,
97.5,340.0082,,
97.55,344.9905,,
97.6,349.2676,,
97.65,352.6998,,
97.7,356.834,,
97.75,358.2102,,
97.8,359.2417,,
97.85,360.7568,,
97.9,362.6957,,
97.95,362.7713,,
98,362.7954,,
98.05,363.9485,,
98.1,366.2632,,
98.15,370.2502,,
98.2,373.2745,,
98.25,379.6842,,
98.3,385.7136,,
98.35,390.6863,,
98.4,395.3762,,
98.45,399.0143,,
98.5,400.5627,,
98.55,402.258,,
98.6,405.8536,,
98.65,408.705,,
98.7,408.7303,,
98.75,407.6436,,
98.8,408.978,,
98.85,411.1556,,
98.9,413.4391,,
98.95,417.8726,,
99,421.2909,,
99.05,423.3804,,
99.1,428.966,,
99.15,436.448,,
99.2,443.2269,,
99.25,445.0891,,
99.3,445.0132,,
99.35,444.1126,,
99.4,442.1377,,
99.45,444.0648,,
99.5,444.3931,,
99.55,446.8468,,
99.6,450.2525,,
99.65,455.1056,,
99.7,459.7605,,
99.75,461.6924,,
99.8,462.2789,,
99.85,462.4818,,
99.9,466.5437,,
99.95,467.8965,,
100,465.4918,,
100.05,463.2455,,
100.1,462.2398,,
100.15,463.9106,,
100.2,470.7514,,
100.25,477.8732,,
100.3,482.7739,,
100.35,483.3228,,
100.4,484.4941,,
100.45,483.8861,,
100.5,481.8657,,
100.55,480.1688,,
100.6,480.4254,,
100.65,482.3062,,
100.7,486.1249,,
100.75,493.4126,,
100.8,498.9955,,
100.85,498.9497,,
100.9,496.7045,,
100.95,494.7357,,
101,494.1165,,
101.05,493.7587,,
101.1,494.251,,
101.15,495.0867,,
101.2,496.9211,,
101.25,499.8515,,
101.3,503.8902,,
101.35,506.0412,,
101.4,506.6409,,
101.45,509.8608,,
101.5,509.6194,,
101.55,508.4374,,
101.6,506.6102,,
101.65,502.7445,,
101.7,500.1442,,
101.75,501.8637,,
101.8,506.1658,,
101.85,505.4724,,
101.9,503.2878,,
101.95,502.6159,,
102,501.0584,,
102.05,500.9603,,
102.1,503.3301,,
102.15,503.8552,,
102.2,501.9782,,
102.25,500.7868,,
102.3,503.7665,,
102.35,506.6119,,
102.4,506.3043,,
102.45,502.4726,,
102.5,496.2332,,
102.55,489.959,,
102.6,489.4939,,
102.65,492.057,,
102.7,494.1649,,
102.75,492.2451,,
102.8,490.0696,,
102.85,491.0743,,
102.9,491.6539,,
102.95,491.9874,,
103,488.067,,
103.05,482.9543,,
103.1,476.1428,,
103.15,472.7284,,
103.2,469.6023,,
103.25,465.3382,,
103.3,461.0796,,
103.35,459.9438,,
103.4,460.0545,,
103.45,457.5681,,
103.5,457.0718,,
103.55,456.3371,,
103.6,455.9199,,
103.65,457.5586,,
103.7,460.1497,,
103.75,457.9805,,
103.8,453.0832,,
103.85,450.9572,,
103.9,450.5777,,
103.95,448.7093,,
104,447.387,,
104.05,443.7056,,
104.1,437.7091,,
104.15,432.0035,,
104.2,429.1776,,
104.25,431.2936,,
104.3,434.7227,,
104.35,436.4112,,
104.4,430.0885,,
104.45,420.2228,,
104.5,413.4833,,
104.55,411.472,,
104.6,412.2682,,
104.65,410.729,,
104.7,403.0516,,
104.75,394.3871,,
104.8,386.4252,,
104.85,383.1326,,
104.9,381.0235,,
104.95,382.4768,,
105,382.666,,
105.05,379.3824,,
105.1,372.7429,,
105.15,366.4369,,
105.2,359.9053,,
105.25,355.7685,,
105.3,353.3636,,
105.35,348.6221,,
105.4,347.7037,,
105.45,347.4077,,
105.5,350.2924,,
105.55,350.3057,,
105.6,349.3037,,
105.65,346.9028,,
105.7,345.5821,,
105.75,344.0337,,
105.8,343.0773,,
105.85,341.6544,,
105.9,336.3722,,
105.95,328.5332,,
106,321.7972,,
106.05,315.9899,,
106.1,312.6293,,
106.15,312.6189,,
106.2,311.1996,,
106.25,306.2624,,
106.3,299.6491,,
106.35,293.9444,,
106.4,292.1427,,
106.45,295.352,,
106.5,300.704,,
106.55,300.9189,,
106.6,302.0231,,
106.65,303.265,,
106.7,304.5268,,
106.75,305.1995,,
106.8,303.2577,,
106.85,300.8903,,
106.9,295.2974,,
106.95,297.2602,,
107,299.5621,,
107.05,302.2165,,
107.1,304.282,,
107.15,304.9495,,
107.2,304.7916,,
107.25,303.8244,,
107.3,303.4014,,
107.35,302.2354,,
107.4,302.6395,,
107.45,302.1484,,
107.5,299.6859,,
107.55,298.0782,,
107.6,296.6386,,
107.65,296.4028,,
107.7,296.2262,,
107.75,297.3287,,
107.8,297.5989,,
107.85,295.1113,,
107.9,291.7804,,
107.95,291.9503,,
108,291.8239,,
108.05,289.8589,,
108.1,289.0956,,
108.15,290.1214,,
108.2,290.0452,,
108.25,288.8627,,
108.3,288.7849,,
108.35,287.2544,,
108.4,284.9378,,
108.45,283.261,,
108.5,280.3596,,
108.55,276.1497,,
108.6,273.0819,,
108.65,271.6459,,
108.7,271.1451,,
108.75,269.803,,
108.8,267.7086,,
108.85,263.7412,,
108.9,262.2473,,
108.95,265.0493,,
109,265.8475,,
109.05,263.0746,,
109.1,258.387,,
109.15,253.3977,,
109.2,250.4869,,
109.25,249.9517,,
109.3,249.5321,,
109.35,248.9005,,
109.4,246.2854,,
109.45,241.5248,,
109.5,237.0503,,
109.55,233.3414,,
109.6,231.4425,,
109.65,230.3398,,
109.7,228.8396,,
109.75,226.3475,,
109.8,222.2943,,
109.85,221.2116,,
109.9,218.253,,
109.95,215.9566,,
110,214.363,,
110.05,212.3797,,
110.1,207.9831,,
110.15,202.7995,,
110.2,198.2731,,
110.25,192.6185,,
110.3,187.5133,,
110.35,185.9525,,
110.4,184.2578,,
110.45,182.28,,
110.5,184.1967,,
110.55,183.4883,,
110.6,177.9797,,
110.65,171.5067,,
110.7,166.2577,,
110.75,162.2548,,
110.8,159.6235,,
110.85,159.7364,,
110.9,159.1519,,
110.95,156.4007,,
111,153.2837,,
111.05,150.5921,,
111.1,145.8648,,
111.15,140.1074,,
111.2,136.1809,,
111.25,135.0733,,
111.3,134.6338,,
111.35,133.9838,,
111.4,131.9227,,
111.45,127.497,,
111.5,119.9897,,
111.55,110.1639,,
111.6,103.0253,,
111.65,98.29409,,
111.7,96.72878,,
111.75,98.51965,,
111.8,101.5495,,
111.85,104.3771,,
111.9,105.2514,,
111.95,105.226,,
112,106.2263,,
112.05,105.9334,,
112.1,105.1322,,
112.15,104.875,,
112.2,107.1136,,
112.25,112.1356,,
112.3,120.8156,,
112.35,135.8297,,
112.4,154.4762,,
112.45,178.1565,,
112.5,205.823,,
112.55,227.7647,,
112.6,246.5425,,
112.65,271.1974,,
112.7,298.0677,,
112.75,324.2869,,
112.8,344.2635,,
112.85,363.6394,,
112.9,380.3901,,
112.95,385.7426,,
113,387.8651,,
113.05,381.643,,
113.1,374.1296,,
113.15,362.5363,,
113.2,349.9809,,
113.25,334.7104,,
113.3,309.8314,,
113.35,288.5266,,
113.4,271.8143,,
113.45,255.4186,,
113.5,237.91,,
113.55,216.2026,,
113.6,192.5978,,
113.65,169.4205,,
113.7,150.5944,,
113.75,136.9517,,
113.8,122.386,,
113.85,111.3752,,
113.9,100.2197,,
113.95,91.51709,,
114,86.47281,,
114.05,82.45654,,
114.1,76.34676,,
114.15,70.19224,,
114.2,67.8541,,
114.25,67.39859,,
114.3,67.07072,,
114.35,65.09785,,
114.4,60.68607,,
114.45,55.7716,,
114.5,54.97845,,
114.55,56.24698,,
114.6,57.65631,,
114.65,58.95023,,
114.7,58.50851,,
114.75,56.57001,,
114.8,55.06742,,
114.85,55.2237,,
114.9,55.35553,,
114.95,55.58315,,
115,54.33167,,
115.05,52.98121,,
115.1,52.95045,,
115.15,53.58799,,
115.2,53.66433,,
115.25,51.8715,,
115.3,49.0982,,
115.35,47.74092,,
115.4,47.84196,,
115.45,47.15105,,
115.5,44.06363,,
115.55,41.1788,,
115.6,39.04437,,
115.65,39.12819,,
115.7,41.14154,,
115.75,41.93201,,
115.8,41.42047,,
115.85,40.96598,,
115.9,40.90736,,
115.95,40.19996,,
116,39.34575,,
116.05,38.38506,,
116.1,36.52706,,
116.15,35.36502,,
116.2,34.48594,,
116.25,33.74046,,
116.3,32.76366,,
116.35,32.22018,,
116.4,31.74509,,
116.45,30.99974,,
116.5,31.32483,,
116.55,31.9263,,
116.6,32.84545,,
116.65,33.49491,,
116.7,33.83834,,
116.75,33.51944,,
116.8,32.87464,,
116.85,32.22334,,
116.9,31.58506,,
116.95,31.67183,,
117,32.98346,,
117.05,33.90853,,
117.1,33.31099,,
117.15,32.50334,,
117.2,30.52001,,
117.25,28.97102,,
117.3,28.68159,,
117.35,29.00029,,
117.4,28.3166,,
117.45,27.28159,,
117.5,26.25484,,
117.55,26.04125,,
117.6,26.10249,,
117.65,26.79398,,
117.7,27.98849,,
117.75,28.56129,,
117.8,28.95706,,
117.85,28.99627,,
117.9,28.73074,,
117.95,28.3579,,
118,27.96721,,
118.05,27.2993,,
118.1,26.51935,,
118.15,25.91631,,
118.2,25.71978,,
118.25,25.9972,,
118.3,26.26593,,
118.35,26.16334,,
118.4,25.86129,,
118.45,25.38348,,
118.5,24.46771,,
118.55,24.82672,,
118.6,24.99837,,
118.65,25.75299,,
118.7,26.03355,,
118.75,25.79116,,
118.8,25.57682,,
118.85,25.47894,,
118.9,25.98094,,
118.95,25.90423,,
119,25.75102,,
119.05,24.74857,,
119.1,24.38472,,
119.15,25.10397,,
119.2,25.75922,,
119.25,26.3042,,
119.3,25.77967,,
119.35,25.01378,,
119.4,24.94751,,
119.45,24.79857,,
119.5,24.18427,,
119.55,23.7931,,
119.6,23.02702,,
119.65,22.68795,,
119.7,23.4425,,
119.75,23.88855,,
119.8,23.49122,,
119.85,23.17903,,
119.9,23.10155,,
119.95,22.62549,,
120,23.07304,,
120.05,24.69774,,
120.1,25.37174,,
120.15,26.12795,,
120.2,25.94936,,
120.25,24.56546,,
120.3,22.99437,,
120.35,22.3161,,
120.4,21.94167,,
120.45,21.42181,,
120.5,21.43229,,
120.55,22.27332,,
120.6,23.32961,,
120.65,23.43272,,
120.7,22.42008,,
120.75,21.30891,,
120.8,20.771,,
120.85,20.67455,,
120.9,21.36058,,
120.95,21.54964,,
121,20.86558,,
121.05,20.46347,,
121.1,21.61497,,
121.15,22.94856,,
121.2,24.26269,,
121.25,24.43835,,
121.3,23.22318,,
121.35,21.33913,,
121.4,20.21919,,
121.45,19.80842,,
121.5,19.67225,,
121.55,20.04103,,
121.6,19.47246,,
121.65,19.74771,,
121.7,20.2237,,
121.75,20.4782,,
121.8,20.32438,,
121.85,20.25956,,
121.9,20.26768,,
121.95,19.62477,,
122,19.87872,,
122.05,20.44252,,
122.1,20.34181,,
122.15,21.07476,,
122.2,22.10632,,
122.25,22.22384,,
122.3,21.39484,,
122.35,21.12862,,
122.4,21.27202,,
122.45,21.65688,,
122.5,21.92489,,
122.55,21.80822,,
122.6,21.15864,,
122.65,20.01598,,
122.7,19.4081,,
122.75,19.36467,,
122.8,20.17192,,
122.85,20.8945,,
122.9,21.51618,,
122.95,21.10258,,
123,20.00199,,
123.05,19.33112,,
123.1,19.04435,,
123.15,20.05026,,
123.2,21.60106,,
123.25,22.44209,,
123.3,20.87458,,
123.35,18.76119,,
123.4,17.94787,,
123.45,18.47544,,
123.5,19.65485,,
123.55,20.35789,,
123.6,19.94866,,
123.65,18.51534,,
123.7,18.50787,,
123.75,19.08732,,
123.8,18.81877,,
123.85,17.8478,,
123.9,17.09429,,
123.95,17.50862,,
124,18.82458,,
124.05,20.73201,,
124.1,21.13493,,
124.15,20.54081,,
124.2,19.44237,,
124.25,18.33003,,
124.3,18.37975,,
124.35,18.82449,,
124.4,18.94095,,
124.45,18.9171,,
124.5,19.18747,,
124.55,18.46116,,
124.6,17.53416,,
124.65,17.59008,,
124.7,17.70621,,
124.75,17.91325,,
124.8,18.46221,,
124.85,18.5792,,
124.9,18.13124,,
124.95,17.86267,,
125,18.23076,,
125.05,18.56606,,
125.1,19.05911,,
125.15,18.78796,,
125.2,18.1029,,
125.25,17.67759,,
125.3,17.41906,,
125.35,17.45448,,
125.4,17.21972,,
125.45,17.27496,,
125.5,17.66084,,
125.55,17.6176,,
125.6,17.79486,,
125.65,18.49493,,
125.7,19.39307,,
125.75,19.55993,,
125.8,19.4292,,
125.85,19.05386,,
125.9,18.01779,,
125.95,17.44319,,
126,17.48053,,
126.05,18.18595,,
126.1,18.6873,,
126.15,19.27975,,
126.2,19.45332,,
126.25,19.07394,,
126.3,18.5246,,
126.35,17.94264,,
126.4,17.38231,,
126.45,17.06393,,
126.5,17.47796,,
126.55,18.49466,,
126.6,19.38833,,
126.65,19.44141,,
126.7,19.0519,,
126.75,18.38219,,
126.8,18.83515,,
126.85,19.40498,,
126.9,18.90607,,
126.95,17.33213,,
127,15.71052,,
127.05,15.07426,,
127.1,15.64503,,
127.15,16.72761,,
127.2,16.58113,,
127.25,16.48776,,
127.3,16.25788,,
127.35,16.14795,,
127.4,15.95719,,
127.45,15.31671,,
127.5,14.57807,,
127.55,14.40024,,
127.6,15.15861,,
127.65,15.44897,,
127.7,15.2131,,
127.75,15.47098,,
127.8,15.61771,,
127.85,16.12782,,
127.9,17.27688,,
127.95,18.19733,,
128,18.13093,,
128.05,17.60066,,
128.1,17.2241,,
128.15,16.94305,,
128.2,16.76283,,
128.25,16.57146,,
128.3,16.00892,,
128.35,15.21218,,
128.4,14.97405,,
128.45,15.44928,,
128.5,15.96421,,
128.55,16.54077,,
128.6,17.26093,,
128.65,18.04572,,
128.7,18.85254,,
128.75,18.98378,,
128.8,18.45305,,
128.85,17.26739,,
128.9,16.55269,,
128.95,15.98467,,
129,15.12794,,
129.05,14.77464,,
129.1,14.54011,,
129.15,14.65097,,
129.2,14.31363,,
129.25,14.51411,,
129.3,15.3352,,
129.35,15.80813,,
129.4,16.75114,,
129.45,17.54599,,
129.5,17.2452,,
129.55,16.35135,,
129.6,15.61333,,
129.65,15.38937,,
129.7,15.38937,,
129.75,15.38937,,
129.8,15.38937,,
129.85,15.38937,,
129.9,15.38937,,
129.95,15.38937,,
130,15.38937,,
130.05,15.38937,,
130.1,15.38937,,
130.15,15.38937,,
130.2,15.38937,,
130.25,15.38937,,
130.3,15.38937,,
130.35,15.38937,,
130.4,15.38937,,
130.45,15.38937,,
130.5,15.38937,,
130.55,15.38937,,
130.6,15.38937,,
130.65,15.38937,,
130.7,15.38937,,
130.75,15.38937,,
130.8,15.38937,,
130.85,15.38937,,
130.9,15.38937,,
130.95,15.38937,,
131,15.38937,,
131.05,15.38937,,
131.1,15.38937,,
131.15,15.38937,,
131.2,15.38937,,
131.25,15.38937,,
131.3,15.38937,,
131.35,15.38937,,
131.4,15.38937,,
131.45,15.38937,,
131.5,15.38937,,
131.55,15.38937,,
131.6,15.38937,,
131.65,15.38937,,
131.7,15.38937,,
131.75,15.38937,,
131.8,15.38937,,
131.85,15.38937,,
131.9,15.38937,,
131.95,15.38937,,
132,15.38937,,
132.05,15.38937,,
132.1,15.38937,,
132.15,15.38937,,
132.2,15.38937,,
132.25,15.38937,,
132.3,15.38937,,
132.35,15.38937,,
132.4,15.38937,,
132.45,15.38937,,
132.5,15.38937,,
132.55,15.38937,,
132.6,15.38937,,
132.65,15.38937,,
132.7,15.38937,,
132.75,15.38937,,
132.8,15.38937,,
132.85,15.38937,,
132.9,15.38937,,
132.95,15.38937,,
133,15.38937,,
133.05,15.38937,,
133.1,15.38937,,
133.15,15.38937,,
133.2,15.38937,,
133.25,15.38937,,
133.3,15.38937,,
133.35,15.38937,,
133.4,15.38937,,
133.45,15.38937,,
133.5,15.38937,,
133.55,15.38937,,
133.6,15.38937,,
133.65,15.38937,,
133.7,15.38937,,
133.75,15.38937,,
133.8,15.38937,,
133.85,15.38937,,
133.9,15.38937,,
133.95,15.38937,,
134,15.38937,,
134.05,15.38937,,
134.1,15.38937,,
134.15,15.38937,,
134.2,15.38937,,
134.25,15.38937,,
134.3,15.38937,,
134.35,15.38937,,
134.4,15.38937,,
134.45,15.38937,,
134.5,15.38937,,
134.55,15.38937,,
134.6,15.38937,,
134.65,15.38937,,
134.7,15.38937,,
134.75,15.38937,,
134.8,15.38937,,
134.85,15.38937,,
134.9,15.38937,,
134.95,15.38937,,
135,15.38937,,
135.05,15.38937,,
135.1,15.38937,,
135.15,15.38937,,
135.2,15.38937,,
135.25,15.38937,,
135.3,15.38937,,
135.35,15.38937,,
135.4,15.38937,,
135.45,15.38937,,
135.5,15.38937,,
135.55,15.38937,,
135.6,15.38937,,
135.65,15.38937,,
135.7,15.38937,,
135.75,15.38937,,
135.8,15.38937,,
135.85,15.38937,,
135.9,15.38937,,
135.95,15.38937,,
136,15.38937,,
136.05,15.38937,,
136.1,15.38937,,
136.15,15.38937,,
136.2,15.38937,,
136.25,15.38937,,
136.3,15.38937,,
136.35,15.38937,,
136.4,15.38937,,
136.45,15.38937,,
136.5,15.38937,,
136.55,15.38937,,
136.6,15.38937,,
136.65,15.38937,,
136.7,15.38937,,
136.75,15.38937,,
136.8,15.38937,,
136.85,15.38937,,
136.9,15.38937,,
136.95,15.38937,,
137,15.38937,,
137.05,15.38937,,
137.1,15.38937,,
137.15,15.38937,,
137.2,15.38937,,
137.25,15.38937,,
137.3,15.38937,,
137.35,15.38937,,
137.4,15.38937,,
137.45,15.38937,,
137.5,15.38937,,
137.55,15.38937,,
137.6,15.38937,,
137.65,15.38937,,
137.7,15.38937,,
137.75,15.38937,,
137.8,15.38937,,
137.85,15.38937,,
137.9,15.38937,,
137.95,15.38937,,
138,15.38937,,
 ,,,
Alignment,On,,
